drugind_id,record_id,molregno,max_phase_for_ind,mesh_id,mesh_heading,efo_id,efo_term
23160,1344572,1248731,2.0,D015179,Colorectal Neoplasms,EFO:0000365,colorectal adenocarcinoma
23162,1344572,1248731,2.0,D008654,Mesothelioma,EFO:0000588,mesothelioma
23163,1344572,1248731,4.0,D009369,Neoplasms,EFO:0000616,neoplasm
23164,1344572,1248731,2.0,D002289,"Carcinoma, Non-Small-Cell Lung",EFO:0003060,non-small cell lung carcinoma
23166,1344572,1248731,2.0,D012509,Sarcoma,EFO:0000691,sarcoma
23167,1344572,1248731,2.0,D055752,Small Cell Lung Carcinoma,EFO:0000702,small cell lung carcinoma
23169,1343276,674325,4.0,D001943,Breast Neoplasms,EFO:0000305,breast carcinoma
23170,1344847,390990,4.0,D003920,Diabetes Mellitus,EFO:0000400,diabetes mellitus
23171,1344847,390990,3.0,D009203,Myocardial Infarction,EFO:0000612,myocardial infarction
23172,1344847,390990,3.0,D009765,Obesity,EFO:0001073,obesity
23174,1344540,175106,4.0,D006937,Hypercholesterolemia,HP:0003124,Hypercholesterolemia
23175,1344075,78303,2.0,D009069,Movement Disorders,EFO:0004280,movement disorder
23176,1344075,78303,4.0,D010437,Peptic Ulcer,HP:0004398,Peptic ulcer
23177,1343147,647206,4.0,D006073,Gout,EFO:0004274,gout
23179,1344135,28331,4.0,D002318,Cardiovascular Diseases,EFO:0000319,cardiovascular disease
23180,1344135,28331,2.0,D024821,Metabolic Syndrome,EFO:0000195,metabolic syndrome
23187,1344809,30072,4.0,D010146,Pain,EFO:0003843,pain
23188,1343744,19915,4.0,D010146,Pain,EFO:0003843,pain
23193,1344490,33679,2.0,D002289,"Carcinoma, Non-Small-Cell Lung",EFO:0003060,non-small cell lung carcinoma
23194,1344490,33679,4.0,D011471,Prostatic Neoplasms,EFO:0001663,prostate carcinoma
23197,1343752,635,1.0,D007319,Sleep Initiation and Maintenance Disorders,EFO:0004698,insomnia
23200,1344829,368538,3.0,D015179,Colorectal Neoplasms,EFO:0000365,colorectal adenocarcinoma
23204,1344555,16308,4.0,D005128,Eye Diseases,EFO:0005752,eye inflammation
23208,1344541,401141,4.0,D029424,"Pulmonary Disease, Chronic Obstructive",EFO:0000341,chronic obstructive pulmonary disease
23209,1344541,401141,3.0,D057765,Eosinophilic Esophagitis,EFO:0004232,eosinophilic esophagitis
23210,1343511,674595,3.0,D054556,Venous Thromboembolism,EFO:0004286,venous thromboembolism
23211,1343511,674595,4.0,D020246,Venous Thrombosis,HP:0004936,Venous thrombosis
23215,1344020,304798,4.0,D001943,Breast Neoplasms,EFO:0000305,breast carcinoma
23216,1343559,2046,4.0,D006333,Heart Failure,EFO:0000373,congestive heart failure
23217,1343559,2046,3.0,D008171,Lung Diseases,EFO:0003818,lung disease
23218,1343559,2046,3.0,D011655,Pulmonary Embolism,EFO:0003827,pulmonary embolism
23219,1344058,88316,3.0,D007319,Sleep Initiation and Maintenance Disorders,EFO:0004698,insomnia
23220,1344058,88316,3.0,D010146,Pain,EFO:0003843,pain
23221,1344044,1051353,4.0,D012148,Restless Legs Syndrome,EFO:0004270,restless legs syndrome
23223,1344994,88232,4.0,D002289,"Carcinoma, Non-Small-Cell Lung",EFO:0003060,non-small cell lung carcinoma
23224,1344994,88232,3.0,D006258,Head and Neck Neoplasms,EFO:0004284,upper aerodigestive tract neoplasm
23228,1344009,480382,3.0,D009369,Neoplasms,EFO:0000616,neoplasm
23229,1344009,480382,4.0,D002289,"Carcinoma, Non-Small-Cell Lung",EFO:0003060,non-small cell lung carcinoma
23230,1344009,480382,4.0,D010190,Pancreatic Neoplasms,EFO:0002618,pancreatic carcinoma
23233,1343354,139286,4.0,D003920,Diabetes Mellitus,EFO:0000400,diabetes mellitus
23239,1343958,674978,4.0,D029424,"Pulmonary Disease, Chronic Obstructive",EFO:0000341,chronic obstructive pulmonary disease
23242,1344851,674462,3.0,D007246,Infertility,EFO:0000545,infertility
23243,1343057,674452,4.0,D001943,Breast Neoplasms,EFO:0000305,breast carcinoma
23244,1343057,674452,3.0,D011471,Prostatic Neoplasms,EFO:0001663,prostate carcinoma
23247,1343612,54547,4.0,D009325,Nausea,EFO:0006911,Chemotherapy-induced nausea and vomiting
23248,1343849,674445,4.0,D001289,Attention Deficit Disorder with Hyperactivity,EFO:0003888,attention deficit hyperactivity disorder
23255,1344273,3859,4.0,D011618,Psychotic Disorders,EFO:0005407,psychosis
23260,1344305,2832777,4.0,D007246,Infertility,EFO:0000545,infertility
23263,1696165,675456,3.0,D007938,Leukemia,EFO:0000565,leukemia
23264,1696165,675456,4.0,D008545,Melanoma,EFO:0002617,metastatic melanoma
23265,1344063,2045,4.0,D006973,Hypertension,EFO:0000537,hypertension
23270,1343573,2197548,4.0,D010146,Pain,EFO:0003843,pain
23275,1343704,583522,4.0,D002318,Cardiovascular Diseases,EFO:0000319,cardiovascular disease
23280,1344185,674799,4.0,D047928,Premature Birth,EFO:0003917,premature birth
23281,1344274,4730,3.0,D007938,Leukemia,EFO:0000565,leukemia
23282,1344274,4730,4.0,D008545,Melanoma,EFO:0000756,melanoma
23285,1702685,1214046,1.0,D008107,Liver Diseases,EFO:0001421,liver disease
23286,1702685,1214046,4.0,D009369,Neoplasms,EFO:0000616,neoplasm
23290,1343587,11674,4.0,D005334,Fever,HP:0001945,Fever
23292,1343587,11674,4.0,D063806,Myalgia,HP:0003326,Myalgia
23296,1343587,11674,4.0,D010146,Pain,EFO:0003843,pain
23306,1344968,7494,4.0,D006976,"Hypertension, Pulmonary",EFO:0001361,pulmonary arterial hypertension
23307,1343743,485100,4.0,D015464,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",EFO:0000339,chronic myelogenous leukemia
23309,1343743,485100,2.0,D018318,"Neurofibroma, Plexiform",EFO:0000658,plexiform neurofibroma
23310,1343743,485100,2.0,D011087,Polycythemia Vera,EFO:0002429,polycythemia vera
23311,1343743,485100,3.0,D006976,"Hypertension, Pulmonary",EFO:0001361,pulmonary arterial hypertension
23314,1343733,250908,4.0,D055623,"Keratosis, Actinic",EFO:0002496,actinic keratosis
23315,1343733,250908,4.0,D002280,"Carcinoma, Basal Cell",EFO:0004193,basal cell carcinoma
23317,1697116,1380301,2.0,D010146,Pain,EFO:0003843,pain
23318,1392857,1153493,4.0,D029424,"Pulmonary Disease, Chronic Obstructive",EFO:0000341,chronic obstructive pulmonary disease
23319,1343677,619,4.0,D006973,Hypertension,EFO:0000537,hypertension
23327,1343317,173,3.0,D010195,Pancreatitis,EFO:0000278,pancreatitis
23328,1343317,173,3.0,D047928,Premature Birth,EFO:0003917,premature birth
23329,1344034,675617,4.0,D013167,"Spondylitis, Ankylosing",EFO:0003898,ankylosing spondylitis
23330,1344034,675617,4.0,D003424,Crohn Disease,EFO:0000384,Crohn's disease
23331,1344034,675617,2.0,D004715,Endometriosis,EFO:0001065,endometriosis
23332,1344034,675617,4.0,D011565,Psoriasis,EFO:0000676,psoriasis
23333,1344034,675617,4.0,D001172,"Arthritis, Rheumatoid",EFO:0000685,rheumatoid arthritis
23334,1344034,675617,4.0,D003093,"Colitis, Ulcerative",EFO:0000729,ulcerative colitis
23340,1344275,675534,4.0,D003920,Diabetes Mellitus,EFO:0000400,diabetes mellitus
23342,1344275,675534,3.0,D006943,Hyperglycemia,HP:0003074,Hyperglycemia
23354,1343711,675368,3.0,D006526,Hepatitis C,EFO:0003047,hepatitis C virus infection
23355,1343711,675368,4.0,D009369,Neoplasms,EFO:0000616,neoplasm
23358,1394676,1153495,2.0,D002277,Carcinoma,EFO:0000313,carcinoma
23359,1394676,1153495,4.0,D008545,Melanoma,EFO:0000756,melanoma
23360,1394676,1153495,2.0,D011471,Prostatic Neoplasms,EFO:0001663,prostate carcinoma
23361,1344831,1406675,4.0,D029424,"Pulmonary Disease, Chronic Obstructive",EFO:0000341,chronic obstructive pulmonary disease
23362,1343097,421066,3.0,D001281,Atrial Fibrillation,EFO:0000275,atrial fibrillation
23364,1343097,421066,4.0,D006973,Hypertension,EFO:0000537,hypertension
23375,1344005,675703,4.0,D001943,Breast Neoplasms,EFO:0000305,breast carcinoma
23380,1344276,16591,4.0,D063806,Myalgia,HP:0003326,Myalgia
23382,1344870,675075,4.0,D010146,Pain,EFO:0003843,pain
23386,1343308,38727,4.0,D004827,Epilepsy,EFO:0000474,epilepsy
23387,1343308,38727,1.0,D007863,Lecithin Cholesterol Acyltransferase Deficiency,Orphanet:79292,Fish-eye disease
23389,1343641,5975,4.0,D005764,Gastroesophageal Reflux,EFO:0003948,gastroesophageal reflux disease
23390,1343218,675130,4.0,D001943,Breast Neoplasms,EFO:0000305,breast carcinoma
23394,1702600,1377974,1.0,D008545,Melanoma,EFO:0002617,metastatic melanoma
23395,1344230,374548,4.0,D001943,Breast Neoplasms,EFO:0000305,breast carcinoma
23396,1344230,374548,3.0,D007246,Infertility,EFO:0000545,infertility
23401,1343580,674726,4.0,D011471,Prostatic Neoplasms,EFO:0001663,prostate carcinoma
23404,1344728,675141,1.0,D007863,Lecithin Cholesterol Acyltransferase Deficiency,Orphanet:79292,Fish-eye disease
23405,1344728,675141,4.0,D006255,"Rhinitis, Allergic, Seasonal",EFO:0003956,seasonal allergic rhinitis
23408,1343091,1376011,4.0,D007037,Hypothyroidism,EFO:0004705,hypothyroidism
23412,1344559,6723,3.0,D020370,"Osteoarthritis, Knee",EFO:0004616,"osteoarthritis, knee"
23413,1344559,6723,4.0,D010146,Pain,EFO:0003843,pain
23415,1344559,6723,3.0,D010523,Peripheral Nervous System Diseases,EFO:0003100,peripheral neuropathy
23419,1679376,1763646,4.0,D043183,Irritable Bowel Syndrome,EFO:0000555,irritable bowel syndrome
23421,1343494,2224030,3.0,D018149,Glucose Intolerance,EFO:0002546,abnormal glucose tolerance
23422,1343494,2224030,4.0,D003920,Diabetes Mellitus,EFO:0000400,diabetes mellitus
23425,1344227,675129,4.0,D001289,Attention Deficit Disorder with Hyperactivity,EFO:0003888,attention deficit hyperactivity disorder
23428,1343074,189204,4.0,D006973,Hypertension,EFO:0000537,hypertension
23432,1343113,16959,4.0,D001007,Anxiety,EFO:0005230,anxiety
23434,1679367,1369607,2.0,D009765,Obesity,EFO:0001073,obesity
23437,1343628,109797,4.0,D006973,Hypertension,EFO:0000537,hypertension
23442,1344871,9495,2.0,D029424,"Pulmonary Disease, Chronic Obstructive",EFO:0000341,chronic obstructive pulmonary disease
23446,1343679,675085,4.0,D043183,Irritable Bowel Syndrome,EFO:0000555,irritable bowel syndrome
23449,1699882,1376143,4.0,D006976,"Hypertension, Pulmonary",EFO:0001361,pulmonary arterial hypertension
23450,1343762,675138,4.0,D015658,HIV Infections,EFO:0000764,HIV infection
23451,1343762,675138,4.0,D015658,HIV Infections,EFO:0000180,HIV-1 infection
23454,1344150,675090,2.0,D029424,"Pulmonary Disease, Chronic Obstructive",EFO:0000341,chronic obstructive pulmonary disease
23461,1696288,1380693,3.0,D007246,Infertility,EFO:0000545,infertility
23462,1343237,674702,3.0,D003424,Crohn Disease,EFO:0000384,Crohn's disease
23463,1344958,33202,2.0,D003092,Colitis,EFO:0003872,colitis
23465,1344958,33202,3.0,D003424,Crohn Disease,EFO:0000384,Crohn's disease
23466,1344958,33202,4.0,D011349,Proctitis,EFO:0005628,proctitis
23467,1344958,33202,4.0,D003093,"Colitis, Ulcerative",EFO:0000729,ulcerative colitis
23475,1344532,547681,4.0,D003920,Diabetes Mellitus,EFO:0000400,diabetes mellitus
23477,1344532,547681,2.0,D009765,Obesity,EFO:0001073,obesity
23482,1705350,49931,3.0,D003424,Crohn Disease,EFO:0000384,Crohn's disease
23489,1705350,49931,4.0,D001172,"Arthritis, Rheumatoid",EFO:0000685,rheumatoid arthritis
23492,1705350,49931,2.0,D003093,"Colitis, Ulcerative",EFO:0000729,ulcerative colitis
23493,1343772,675721,4.0,D003248,Constipation,HP:0002019,Constipation
23494,1344047,49842,4.0,D001289,Attention Deficit Disorder with Hyperactivity,EFO:0003888,attention deficit hyperactivity disorder
23495,1344279,552883,4.0,D001289,Attention Deficit Disorder with Hyperactivity,EFO:0003888,attention deficit hyperactivity disorder
23501,1344148,27575,3.0,D020529,"Multiple Sclerosis, Relapsing-Remitting",EFO:0003929,relapsing-remitting multiple sclerosis
23505,1343910,1533286,4.0,D006973,Hypertension,EFO:0000537,hypertension
23511,1344451,712273,2.0,D019970,Cocaine-Related Disorders,EFO:0002610,cocaine dependence
23512,1343253,2335035,4.0,D005356,Fibromyalgia,EFO:0005687,fibromyalgia
23514,1343290,51042,4.0,D000505,Alopecia,EFO:0004191,androgenetic alopecia
23515,1679368,1369608,2.0,D006333,Heart Failure,EFO:0003144,heart failure
23516,1343548,27610,4.0,D003866,Depressive Disorder,EFO:0003761,unipolar depression
23517,1344795,22391,4.0,D006470,Hemorrhage,MP:0001914,hemorrhage
23519,1343811,317124,4.0,D001289,Attention Deficit Disorder with Hyperactivity,EFO:0003888,attention deficit hyperactivity disorder
23520,1343811,317124,3.0,D019970,Cocaine-Related Disorders,EFO:0002610,cocaine dependence
23521,1343811,317124,2.0,D019969,Amphetamine-Related Disorders,EFO:0004701,methamphetamine dependence
23524,1344391,187696,4.0,D006255,"Rhinitis, Allergic, Seasonal",EFO:0005854,allergic rhinitis
23526,1344391,187696,3.0,D006984,Hypertrophy,EFO:0002460,hypertrophy
23527,1344391,187696,4.0,D008173,"Lung Diseases, Obstructive",HP:0006536,Airway obstruction
23528,1344391,187696,4.0,D006255,"Rhinitis, Allergic, Seasonal",EFO:0003956,seasonal allergic rhinitis
23530,1343358,674632,1.0,D057765,Eosinophilic Esophagitis,EFO:0004232,eosinophilic esophagitis
23532,1344589,1376014,2.0,D009357,Neonatal Abstinence Syndrome,EFO:0005799,neonatal abstinence syndrome
23535,1344589,1376014,4.0,D010146,Pain,EFO:0003843,pain
23540,1343638,551147,1.0,D009293,Opioid-Related Disorders,EFO:0005611,opioid dependence
23545,1344406,21459,3.0,D005715,Gambling,EFO:0004699,gambling behaviour
23547,1344406,21459,3.0,D009293,Opioid-Related Disorders,EFO:0005611,opioid dependence
23554,1343332,51056,4.0,D010146,Pain,EFO:0003843,pain
23555,1344797,674757,4.0,D010146,Pain,EFO:0003843,pain
23556,1344797,674757,4.0,D001172,"Arthritis, Rheumatoid",EFO:0000685,rheumatoid arthritis
23559,1344455,675488,3.0,D020529,"Multiple Sclerosis, Relapsing-Remitting",EFO:0003929,relapsing-remitting multiple sclerosis
23564,1344258,674277,4.0,D006973,Hypertension,EFO:0000537,hypertension
23566,1344097,675444,3.0,D014029,Tobacco Use Disorder,EFO:0003768,nicotine dependence
23567,1343518,115,4.0,D014029,Tobacco Use Disorder,EFO:0003768,nicotine dependence
23570,1343518,115,3.0,D016540,Smoking Cessation,EFO:0004319,smoking cessation
23573,1343846,419596,3.0,D047928,Premature Birth,EFO:0003917,premature birth
23576,1343789,365248,2.0,D007246,Infertility,EFO:0000545,infertility
23579,1344028,674640,2.0,D006333,Heart Failure,EFO:0000373,congestive heart failure
23580,1344028,674640,3.0,D016773,"Leishmaniasis, Cutaneous",EFO:0005046,cutaneous Leishmaniasis
23581,1344306,37493,4.0,D010146,Pain,EFO:0003843,pain
23582,1344306,37493,3.0,D020521,Stroke,EFO:0000712,stroke
23583,1343502,226851,3.0,D006973,Hypertension,EFO:0000537,hypertension
23586,1392932,1121919,4.0,D015451,"Leukemia, Lymphocytic, Chronic, B-Cell",EFO:0000095,chronic lymphocytic leukemia
23590,1679389,1369610,2.0,D020521,Stroke,EFO:0000712,stroke
23592,1344895,674431,3.0,D003930,Diabetic Retinopathy,EFO:0003770,diabetic retinopathy
23596,1390840,675787,4.0,D015451,"Leukemia, Lymphocytic, Chronic, B-Cell",EFO:0000095,chronic lymphocytic leukemia
23597,1390840,675787,2.0,D008223,Lymphoma,EFO:0000574,lymphoma
23600,1343604,34197,3.0,D001068,Feeding and Eating Disorders,EFO:0005203,eating disorder
23605,1343299,674643,4.0,D006973,Hypertension,EFO:0000537,hypertension
23606,1702654,1378013,4.0,D029424,"Pulmonary Disease, Chronic Obstructive",EFO:0000341,chronic obstructive pulmonary disease
23610,1344997,675485,4.0,D014581,Urticaria,EFO:0005531,urticaria
23613,1344014,419601,1.0,D007172,Erectile Dysfunction,EFO:0004234,erectile dysfunction
23615,1344014,419601,4.0,D005764,Gastroesophageal Reflux,EFO:0003948,gastroesophageal reflux disease
23618,1343394,3183,1.0,D007863,Lecithin Cholesterol Acyltransferase Deficiency,Orphanet:79292,Fish-eye disease
23619,1343394,3183,4.0,D009325,Nausea,HP:0002018,Nausea
23620,1343394,3183,2.0,D009771,Obsessive-Compulsive Disorder,EFO:0004242,obsessive-compulsive disorder
23621,1343173,1675783,4.0,D020250,Postoperative Nausea and Vomiting,EFO:0004888,post operative nausea and vomiting
23622,1343394,3183,4.0,D020250,Postoperative Nausea and Vomiting,EFO:0004888,post operative nausea and vomiting
23623,1344246,293438,2.0,D011085,Polycystic Ovary Syndrome,EFO:0000660,polycystic ovary syndrome
23624,1344820,16506,4.0,D001007,Anxiety,EFO:0005230,anxiety
23625,1343673,139014,4.0,D004827,Epilepsy,EFO:0000474,epilepsy
23626,1343673,139014,4.0,D012640,Seizures,HP:0001250,Seizure
23627,1343251,674633,2.0,D001068,Feeding and Eating Disorders,EFO:0005203,eating disorder
23628,1343251,674633,3.0,D005356,Fibromyalgia,EFO:0005687,fibromyalgia
23629,1343646,674841,4.0,D010146,Pain,EFO:0003843,pain
23633,1344399,674745,4.0,D010146,Pain,EFO:0003843,pain
23634,1345000,2197547,4.0,D012216,Rheumatic Diseases,EFO:0005755,rheumatic disease
23635,1344741,392195,3.0,D002659,"Child Development Disorders, Pervasive",EFO:0003756,autism spectrum disorder
23636,1344741,392195,4.0,D006470,Hemorrhage,MP:0001914,hemorrhage
23638,1344741,392195,0.5,D011225,Pre-Eclampsia,EFO:0000668,preeclampsia
23640,1344721,8062,4.0,D001943,Breast Neoplasms,EFO:0000305,breast carcinoma
23641,1344721,8062,3.0,D013274,Stomach Neoplasms,EFO:0000503,gastric adenocarcinoma
23642,1344721,8062,3.0,D013274,Stomach Neoplasms,EFO:0000178,gastric carcinoma
23643,1344721,8062,3.0,D008545,Melanoma,EFO:0000756,melanoma
23644,1344721,8062,3.0,D008545,Melanoma,EFO:0002617,metastatic melanoma
23645,1344721,8062,4.0,D002289,"Carcinoma, Non-Small-Cell Lung",EFO:0003060,non-small cell lung carcinoma
23652,1390843,675778,4.0,D015179,Colorectal Neoplasms,EFO:0000365,colorectal adenocarcinoma
23654,1344215,2197430,4.0,D005764,Gastroesophageal Reflux,EFO:0003948,gastroesophageal reflux disease
23655,1696026,1380344,3.0,D010024,Osteoporosis,EFO:0003882,osteoporosis
23673,1344456,675684,4.0,D012509,Sarcoma,EFO:0000691,sarcoma
23677,1343942,675549,4.0,D019694,"Hepatitis B, Chronic",EFO:0004239,chronic hepatitis B virus infection
23678,1343942,675549,4.0,D019698,"Hepatitis C, Chronic",EFO:0004220,chronic hepatitis C virus infection
23679,1343942,675549,3.0,D006526,Hepatitis C,EFO:0003047,hepatitis C virus infection
23680,1343942,675549,3.0,D015658,HIV Infections,EFO:0000764,HIV infection
23682,1344442,675616,3.0,D019694,"Hepatitis B, Chronic",EFO:0004239,chronic hepatitis B virus infection
23683,1344442,675616,4.0,D019698,"Hepatitis C, Chronic",EFO:0004220,chronic hepatitis C virus infection
23687,1344378,27029,3.0,D051436,"Renal Insufficiency, Chronic",EFO:0003884,chronic kidney disease
23688,1679388,685974,4.0,D004827,Epilepsy,EFO:0000474,epilepsy
23690,1679388,685974,4.0,D012640,Seizures,HP:0001250,Seizure
23693,1343456,453532,4.0,D009765,Obesity,EFO:0001073,obesity
23694,1343181,674863,4.0,D009765,Obesity,EFO:0001073,obesity
23700,1344827,921,4.0,D004827,Epilepsy,EFO:0000474,epilepsy
23702,1344224,674637,4.0,D003876,"Dermatitis, Atopic",EFO:0000274,atopic eczema
23705,1343224,550857,1.0,D065626,Non-alcoholic Fatty Liver Disease,EFO:0003095,non-alcoholic fatty liver disease
23708,1344127,11968,2.0,D020370,"Osteoarthritis, Knee",EFO:0004616,"osteoarthritis, knee"
23710,1343460,20346,1.0,D006086,Graft vs Host Disease,EFO:0004599,acute graft vs. host disease
23720,1344057,27370,4.0,D005128,Eye Diseases,EFO:0005752,eye inflammation
23721,1344057,27370,4.0,D015508,Nasal Obstruction,HP:0001742,Nasal congestion
23722,1344057,27370,4.0,D009404,Nephrotic Syndrome,EFO:0004255,nephrotic syndrome
23723,1344057,27370,4.0,D001172,"Arthritis, Rheumatoid",EFO:0000685,rheumatoid arthritis
23728,1344798,27229,3.0,D009298,Nasal Polyps,EFO:1000391,Nasal Cavity Polyp
23729,1344798,27229,3.0,D017565,"Sarcoidosis, Pulmonary",DOID:13406,pulmonary sarcoidosis
23730,1344798,27229,4.0,D001172,"Arthritis, Rheumatoid",EFO:0000685,rheumatoid arthritis
23731,1344798,27229,3.0,D012585,Sciatica,HP:0011868,Sciatica
23732,1344798,27229,3.0,D014890,Granulomatosis with Polyangiitis,EFO:0005297,Granulomatosis with Polyangiitis
23733,1343561,136161,4.0,D005356,Fibromyalgia,EFO:0005687,fibromyalgia
23734,1343561,136161,3.0,D010523,Peripheral Nervous System Diseases,EFO:0004149,neuropathy
23735,1343561,136161,3.0,D010146,Pain,EFO:0003843,pain
23736,1343561,136161,3.0,D004828,"Epilepsies, Partial",EFO:0004263,partial epilepsy
23737,1343561,136161,3.0,D012148,Restless Legs Syndrome,EFO:0004270,restless legs syndrome
