assay_param_id,assay_id,type,relation,value,units,text_value,standard_type,standard_relation,standard_value,standard_units,standard_text_value,comments
3711139,1640172,protein_modification,,,,"Beta1-36m23 construct. Thermostabilised receptor, amino acids 33-244, 272-367, mutations R68S, M90V, Y227A, A282L, F327A and F338M, C-ter tag 3A-10H",protein_modification,,,,"Beta1-36m23 construct. Thermostabilised receptor, amino acids 33-244, 272-367, mutations R68S, M90V, Y227A, A282L, F327A and F338M, C-ter tag 3A-10H",
3711140,1640172,protein_molecular_weight,=,35.712,kDa,,protein_molecular_weight,=,35.71,kDa,,
3711141,1640172,protein_mutation_type,,,,mutated protein,protein_mutation_type,,,,mutated protein,
3711142,1640172,reference1_fraction_active,=,72.0,%,,reference1_fraction_active,=,72.0,%,,
3711143,1640172,reference1_molecular_weight,=,249.0,g/mol,,reference1_molecular_weight,=,249.0,g/mol,,
3711144,1640172,reference1_name,,,,alprenolol,reference1_name,,,,alprenolol,
3711145,1640172,reference1_ru_max,=,30.0,RU,,reference1_ru_max,=,30.0,RU,,
3711146,1640172,regeneration_comment,,,,No forced regeneration employed,regeneration_comment,,,,No forced regeneration employed,
3711147,1640172,regeneration_contact_time,=,0.0,s,,regeneration_contact_time,=,0.0,s,,
3711148,1640172,regeneration_ph,=,1.0,,,regeneration_ph,=,1.0,,,
3711149,1640172,regeneration_solution,,,,none,regeneration_solution,,,,none,
3711150,1640172,regeneration_stabilization_period,=,0.0,s,,regeneration_stabilization_period,=,0.0,s,,
3711151,1640172,sample_association_time,=,60.0,s,,sample_association_time,=,60.0,s,,
3711152,1640172,sample_buffer_composition,,,,"10 mM HEPES, pH 7.5, 150 mM NaCl, 0.05 mM EDTA, 0.05% LMNG, 0.0025% CHS, 5% DMSO",sample_buffer_composition,,,,"10 mM HEPES, pH 7.5, 150 mM NaCl, 0.05 mM EDTA, 0.05% LMNG, 0.0025% CHS, 5% DMSO",
3711153,1640172,sample_dissociation_time,=,300.0,s,,sample_dissociation_time,=,300.0,s,,
3711154,1640172,sample_flow_rate,=,30.0,uL/min,,sample_flow_rate,=,30.0,uL/min,,
3711155,1640172,sample_ph,=,7.5,,,sample_ph,=,7.5,,,
3711156,1640172,sample_temperature,=,10.0,degree C,,sample_temperature,=,10.0,degree C,,
3711157,1640172,setup_type,,,,Standard (immobilized protein-target),setup_type,,,,Standard (immobilized protein-target),
3711158,1640172,software,,,,Biacore T200 Evaluation,software,,,,Biacore T200 Evaluation,
3711159,1640172,target_density,=,10000.0,RU,,target_density,=,10000.0,RU,,
3711160,1640173,assay_method,,,,SPR,assay_method,,,,SPR,
3711161,1640173,data_collection_rate,,10.0,Hz,,data_collection_rate,,10.0,Hz,,
3711162,1640173,expression_host,,,,Insect cells,expression_host,,,,Insect cells,
3711163,1640173,fitting_model,,,,01:01,fitting_model,,,,01:01,
3711164,1640173,immobilization_buffer_composition,,,,"Hepes 10mM pH 7.5, 150 mM NaCl, 0.05mM EDTA, 5% DMSO",immobilization_buffer_composition,,,,"Hepes 10mM pH 7.5, 150 mM NaCl, 0.05mM EDTA, 5% DMSO",
3711165,1640173,immobilization_chip_used,,,,NTA,immobilization_chip_used,,,,NTA,
3711166,1640173,immobilization_contact_time,=,1800.0,s,,immobilization_contact_time,=,1800.0,s,,
3711167,1640173,immobilization_flow_rate,=,5.0,uL/min,,immobilization_flow_rate,=,5.0,uL/min,,
3711168,1640173,immobilization_method,,,,6xHIS/NTA coupling,immobilization_method,,,,6xHIS/NTA coupling,
3711169,1640173,immobilization_ph,=,7.5,,,immobilization_ph,=,7.5,,,
3711170,1640173,immobilization_temperature,=,10.0,degree C,,immobilization_temperature,=,10.0,degree C,,
3711171,1640173,instrument,,,,Biacore T200,instrument,,,,Biacore T200,
3711172,1640173,protein_modification,,,,"Beta1-36m23 construct reconstituted into rHDL membrane discs. Thermostabilised receptor, amino acids 33-244, 272-367, mutations R68S, M90V, Y227A, A282L, F327A and F338M, C-ter tag 3A-10H",protein_modification,,,,"Beta1-36m23 construct reconstituted into rHDL membrane discs. Thermostabilised receptor, amino acids 33-244, 272-367, mutations R68S, M90V, Y227A, A282L, F327A and F338M, C-ter tag 3A-10H",
3711173,1640173,protein_molecular_weight,=,35.712,kDa,,protein_molecular_weight,=,35.71,kDa,,
3711174,1640173,protein_mutation_type,,,,mutated protein,protein_mutation_type,,,,mutated protein,
3711175,1640173,reference1_fraction_active,=,70.0,%,,reference1_fraction_active,=,70.0,%,,
3711176,1640173,reference1_molecular_weight,=,249.0,g/mol,,reference1_molecular_weight,=,249.0,g/mol,,
3711177,1640173,reference1_name,,,,alprenolol,reference1_name,,,,alprenolol,
3711178,1640173,reference1_ru_max,=,15.0,RU,,reference1_ru_max,=,15.0,RU,,
3711179,1640173,regeneration_comment,,,,No forced regeneration employed,regeneration_comment,,,,No forced regeneration employed,
3711180,1640173,regeneration_contact_time,=,0.0,s,,regeneration_contact_time,=,0.0,s,,
3711181,1640173,regeneration_ph,=,1.0,,,regeneration_ph,=,1.0,,,
3711182,1640173,regeneration_solution,,,,none,regeneration_solution,,,,none,
3711183,1640173,regeneration_stabilization_period,=,0.0,s,,regeneration_stabilization_period,=,0.0,s,,
3711184,1640173,sample_association_time,=,60.0,s,,sample_association_time,=,60.0,s,,
3711185,1640173,sample_buffer_composition,,,,"10 mM HEPES, pH 7.5, 150 mM NaCl, 0.05 mM EDTA, 5% DMSO",sample_buffer_composition,,,,"10 mM HEPES, pH 7.5, 150 mM NaCl, 0.05 mM EDTA, 5% DMSO",
3711186,1640173,sample_dissociation_time,=,300.0,s,,sample_dissociation_time,=,300.0,s,,
3711187,1640173,sample_flow_rate,=,30.0,uL/min,,sample_flow_rate,=,30.0,uL/min,,
3711188,1640173,sample_ph,=,7.5,,,sample_ph,=,7.5,,,
3711189,1640173,sample_temperature,=,10.0,degree C,,sample_temperature,=,10.0,degree C,,
3711190,1640173,setup_type,,,,Standard (immobilized protein-target),setup_type,,,,Standard (immobilized protein-target),
3711191,1640173,software,,,,Biacore T200 Evaluation,software,,,,Biacore T200 Evaluation,
3711192,1640173,target_density,=,5000.0,RU,,target_density,=,5000.0,RU,,
3711193,1640174,assay_method,,,,SPR,assay_method,,,,SPR,
3711194,1640174,data_collection_rate,,10.0,Hz,,data_collection_rate,,10.0,Hz,,
3711195,1640174,fitting_model,,,,1:1 + mass transport,fitting_model,,,,1:1 + mass transport,
3711196,1640174,fitting_parameter_offset,,,,constant,fitting_parameter_offset,,,,constant,
3711197,1640174,fitting_parameter_rmax,,,,global,fitting_parameter_rmax,,,,global,
3711198,1640174,immobilization_buffer_composition,,,,"HBSN 7,4",immobilization_buffer_composition,,,,"HBSN 7,4",
3711199,1640174,immobilization_chip_used,,,,CM5,immobilization_chip_used,,,,CM5,
3711200,1640174,immobilization_contact_time,=,420.0,s,,immobilization_contact_time,=,420.0,s,,
3711201,1640174,immobilization_flow_rate,=,30.0,uL/min,,immobilization_flow_rate,=,30.0,uL/min,,
3711202,1640174,immobilization_method,,,,Amine coupling,immobilization_method,,,,Amine coupling,
3711203,1640174,immobilization_ph,=,4.5,,,immobilization_ph,=,4.5,,,
3711204,1640174,immobilization_temperature,=,25.0,degree C,,immobilization_temperature,=,25.0,degree C,,
3711205,1640174,instrument,,,,Biacore 4000,instrument,,,,Biacore 4000,
3711206,1640174,protein_molecular_weight,=,29.88,kDa,,protein_molecular_weight,=,29.88,kDa,,
3711207,1640174,protein_mutation_type,,,,native protein,protein_mutation_type,,,,native protein,
3711208,1640174,reference1_fraction_active,=,65.0,%,,reference1_fraction_active,=,65.0,%,,
3711209,1640174,reference1_molecular_weight,=,422.0,g/mol,,reference1_molecular_weight,=,422.0,g/mol,,
3711210,1640174,reference1_name,,,,"5-[4-(2-Fluoro-phenyl)-5-oxo-4,5-dihydro-1H-[1,2,4]triazol-3-yl]-2,4-dihydroxy-N-methyl-N-propyl-benzenesulfonamide",reference1_name,,,,"5-[4-(2-Fluoro-phenyl)-5-oxo-4,5-dihydro-1H-[1,2,4]triazol-3-yl]-2,4-dihydroxy-N-methyl-N-propyl-benzenesulfonamide",
3711211,1640174,reference1_ru_max,=,36.6,RU,,reference1_ru_max,=,36.6,RU,,
3711212,1640174,regeneration_comment,,,,2 Sample dissociation time -400s for cmpds with rapid koff  -700s for cmpd with slow koff  plus 600s aditionnal extra run time,regeneration_comment,,,,2 Sample dissociation time -400s for cmpds with rapid koff  -700s for cmpd with slow koff  plus 600s aditionnal extra run time,
3711213,1640174,regeneration_contact_time,=,30.0,s,,regeneration_contact_time,=,30.0,s,,
3711214,1640174,regeneration_ph,=,7.5,,,regeneration_ph,=,7.5,,,
3711215,1640174,regeneration_solution,,,,0.5uM SAD_14,regeneration_solution,,,,0.5uM SAD_14,
3711216,1640174,regeneration_stabilization_period,=,0.0,s,,regeneration_stabilization_period,=,0.0,s,,
3711217,1640174,sample_association_time,=,80.0,s,,sample_association_time,=,80.0,s,,
3711218,1640174,sample_buffer_composition,,,,"30 mM HEPES pH 7.5; 150 mM NaCl; 1mM DTT, 0,05% Tween 20, 0,1mM EDTA",sample_buffer_composition,,,,"30 mM HEPES pH 7.5; 150 mM NaCl; 1mM DTT, 0,05% Tween 20, 0,1mM EDTA",
3711219,1640174,sample_dissociation_time,=,700.0,s,,sample_dissociation_time,=,700.0,s,,
3711220,1640174,sample_flow_rate,=,30.0,uL/min,,sample_flow_rate,=,30.0,uL/min,,
3711221,1640174,sample_ph,=,7.5,,,sample_ph,=,7.5,,,
3711222,1640174,sample_temperature,=,25.0,degree C,,sample_temperature,=,25.0,degree C,,
3711223,1640174,setup_type,,,,Standard (immobilized protein-target),setup_type,,,,Standard (immobilized protein-target),
3711224,1640174,software,,,,Biacore 4000 Evaluation,software,,,,Biacore 4000 Evaluation,
3711225,1640174,target_density,=,3900.0,RU,,target_density,=,3900.0,RU,,
3711226,1640175,assay_comment,,,,Multi Cycle Kinetics 4000RU Immobolization Density UnPhosphorylated AuroraA,assay_comment,,,,Multi Cycle Kinetics 4000RU Immobolization Density UnPhosphorylated AuroraA,
3711227,1640175,assay_method,,,,SPR,assay_method,,,,SPR,
3711228,1640175,data_collection_rate,,10.0,Hz,,data_collection_rate,,10.0,Hz,,
3711229,1640175,fitting_model,,,,01:01,fitting_model,,,,01:01,
3711230,1640175,fitting_parameter_mass_transfer,,,,global,fitting_parameter_mass_transfer,,,,global,
3711231,1640175,fitting_parameter_offset,,,,local,fitting_parameter_offset,,,,local,
3711232,1640175,fitting_parameter_rmax,,,,global,fitting_parameter_rmax,,,,global,
3711233,1640175,immobilization_buffer_composition,,,,PBS Buffer Solution (From 10x Stock); 1mM DTT; 0.05% Tween-20,immobilization_buffer_composition,,,,PBS Buffer Solution (From 10x Stock); 1mM DTT; 0.05% Tween-20,
3711234,1640175,immobilization_chip_used,,,,CM5,immobilization_chip_used,,,,CM5,
3711235,1640175,immobilization_contact_time,=,420.0,s,,immobilization_contact_time,=,420.0,s,,
3711236,1640175,immobilization_flow_rate,=,100.0,uL/min,,immobilization_flow_rate,=,100.0,uL/min,,
3711237,1640175,immobilization_method,,,,Amine coupling,immobilization_method,,,,Amine coupling,
3711238,1640175,immobilization_ph,=,7.4,,,immobilization_ph,=,7.4,,,
3711239,1640175,immobilization_temperature,=,2.5,degree C,,immobilization_temperature,=,2.5,degree C,,
3711240,1640175,instrument,,,,Biacore T200,instrument,,,,Biacore T200,
3711241,1640175,preparation_reference_surface,,,,The chip was primed for amine coupling using pre-conditioning solutions of: 50mM NaOH 100mM HCl 0.5% SDS,preparation_reference_surface,,,,The chip was primed for amine coupling using pre-conditioning solutions of: 50mM NaOH 100mM HCl 0.5% SDS,
3711242,1640175,protein_modification,,,,None,protein_modification,,,,None,
3711243,1640175,protein_molecular_weight,=,32869.7,kDa,,protein_molecular_weight,=,32869.7,kDa,,
3711244,1640175,protein_mutation_type,,,,native protein,protein_mutation_type,,,,native protein,
3711245,1640175,reference1_fraction_active,=,57.9,%,,reference1_fraction_active,=,57.9,%,,
3711246,1640175,reference1_molecular_weight,=,513.9,g/mol,,reference1_molecular_weight,=,513.9,g/mol,,
3711247,1640175,reference1_name,,,,N-[4-[[6-methoxy-7-(3-morpholinopropoxy)quinazolin-4-yl]amino]phenyl]benzamide,reference1_name,,,,N-[4-[[6-methoxy-7-(3-morpholinopropoxy)quinazolin-4-yl]amino]phenyl]benzamide,
3711248,1640175,reference1_ru_max,=,17.8,RU,,reference1_ru_max,=,17.8,RU,,
3711249,1640175,regeneration_contact_time,=,30.0,s,,regeneration_contact_time,=,30.0,s,,
3711250,1640175,regeneration_ph,=,9.0,,,regeneration_ph,=,9.0,,,
3711251,1640175,regeneration_solution,,,,10mM Glycine,regeneration_solution,,,,10mM Glycine,
3711252,1640175,regeneration_stabilization_period,=,0.0,s,,regeneration_stabilization_period,=,0.0,s,,
3711253,1640175,sample_association_time,=,90.0,s,,sample_association_time,=,90.0,s,,
3711254,1640175,sample_buffer_composition,,,,50mM Tris; 150mM NaCl; 10mM MgCl(II); 1mM TCEP; 0.02% Tween-20; 2% DMSO,sample_buffer_composition,,,,50mM Tris; 150mM NaCl; 10mM MgCl(II); 1mM TCEP; 0.02% Tween-20; 2% DMSO,
3711255,1640175,sample_dissociation_time,=,1000.0,s,,sample_dissociation_time,=,1000.0,s,,
3711256,1640175,sample_flow_rate,=,100.0,uL/min,,sample_flow_rate,=,100.0,uL/min,,
3711257,1640175,sample_ph,=,7.4,,,sample_ph,=,7.4,,,
3711258,1640175,sample_temperature,=,25.0,degree C,,sample_temperature,=,25.0,degree C,,
3711259,1640175,setup_type,,,,Standard (immobilized protein-target),setup_type,,,,Standard (immobilized protein-target),
3711260,1640175,software,,,,Biacore T200 Evaluation,software,,,,Biacore T200 Evaluation,
3711261,1640175,target_density,=,3703.6,RU,,target_density,=,3703.6,RU,,
3711262,1640176,assay_comment,,,,Single Cycle Kinetics 1000RU Immobolization Density Unphosphorylated (Peak1) AuroraA,assay_comment,,,,Single Cycle Kinetics 1000RU Immobolization Density Unphosphorylated (Peak1) AuroraA,
3711263,1640176,assay_method,,,,SPR,assay_method,,,,SPR,
3711264,1640176,data_collection_rate,,10.0,Hz,,data_collection_rate,,10.0,Hz,,
3711265,1640176,fitting_model,,,,01:01,fitting_model,,,,01:01,
3711266,1640176,fitting_parameter_mass_transfer,,,,global,fitting_parameter_mass_transfer,,,,global,
3711267,1640176,fitting_parameter_offset,,,,local,fitting_parameter_offset,,,,local,
3711268,1640176,fitting_parameter_rmax,,,,global,fitting_parameter_rmax,,,,global,
3711269,1640176,immobilization_buffer_composition,,,,PBS Buffer Solution (From 10x Stock); 1mM DTT; 0.05% Tween-20,immobilization_buffer_composition,,,,PBS Buffer Solution (From 10x Stock); 1mM DTT; 0.05% Tween-20,
3711270,1640176,immobilization_chip_used,,,,CM5,immobilization_chip_used,,,,CM5,
3711271,1640176,immobilization_contact_time,=,420.0,s,,immobilization_contact_time,=,420.0,s,,
3711272,1640176,immobilization_flow_rate,=,100.0,uL/min,,immobilization_flow_rate,=,100.0,uL/min,,
3711273,1640176,immobilization_method,,,,Amine coupling,immobilization_method,,,,Amine coupling,
3711274,1640176,immobilization_ph,=,7.4,,,immobilization_ph,=,7.4,,,
3711275,1640176,immobilization_temperature,=,25.0,degree C,,immobilization_temperature,=,25.0,degree C,,
3711276,1640176,instrument,,,,Biacore T200,instrument,,,,Biacore T200,
3711277,1640176,preparation_reference_surface,,,,The chip was primed for amine coupling using pre-conditioning solutions of: 50mM NaOH 100mM HCl 0.5% SDS,preparation_reference_surface,,,,The chip was primed for amine coupling using pre-conditioning solutions of: 50mM NaOH 100mM HCl 0.5% SDS,
3711278,1640176,protein_modification,,,,None,protein_modification,,,,None,
3711279,1640176,protein_molecular_weight,=,32869.7,kDa,,protein_molecular_weight,=,32869.7,kDa,,
3711280,1640176,protein_mutation_type,,,,native protein,protein_mutation_type,,,,native protein,
3711281,1640176,reference1_fraction_active,=,18.27,%,,reference1_fraction_active,=,18.27,%,,
3711282,1640176,reference1_molecular_weight,=,507.56,g/mol,,reference1_molecular_weight,=,507.56,g/mol,,
3711283,1640176,reference1_name,,,,2-[3-[[7-[3-[ethyl(2-hydroxyethyl)amino]propoxy]quinazolin-4-yl]amino]-1H-pyrazol-5-yl]-N-(3-fluorophenyl)acetamide,reference1_name,,,,2-[3-[[7-[3-[ethyl(2-hydroxyethyl)amino]propoxy]quinazolin-4-yl]amino]-1H-pyrazol-5-yl]-N-(3-fluorophenyl)acetamide,
3711284,1640176,reference1_ru_max,=,7.6,RU,,reference1_ru_max,=,7.6,RU,,
3711285,1640176,regeneration_contact_time,=,30.0,s,,regeneration_contact_time,=,30.0,s,,
3711286,1640176,regeneration_ph,=,9.0,,,regeneration_ph,=,9.0,,,
3711287,1640176,regeneration_solution,,,,10mM Glycine,regeneration_solution,,,,10mM Glycine,
3711288,1640176,regeneration_stabilization_period,=,0.0,s,,regeneration_stabilization_period,=,0.0,s,,
3711289,1640176,sample_association_time,=,90.0,s,,sample_association_time,=,90.0,s,,
3711290,1640176,sample_buffer_composition,,,,50mM Tris; 150mM NaCl; 10mM MgCl(II); 1mM TCEP; 0.02% Tween-20; 2% DMSO,sample_buffer_composition,,,,50mM Tris; 150mM NaCl; 10mM MgCl(II); 1mM TCEP; 0.02% Tween-20; 2% DMSO,
3711291,1640176,sample_dissociation_time,=,1000.0,s,,sample_dissociation_time,=,1000.0,s,,
3711292,1640176,sample_flow_rate,=,100.0,uL/min,,sample_flow_rate,=,100.0,uL/min,,
3711293,1640176,sample_ph,=,7.4,,,sample_ph,=,7.4,,,
3711294,1640176,sample_temperature,=,25.0,degree C,,sample_temperature,=,25.0,degree C,,
3711295,1640176,setup_type,,,,Standard (immobilized protein-target),setup_type,,,,Standard (immobilized protein-target),
3711296,1640176,software,,,,Biacore T200 Evaluation,software,,,,Biacore T200 Evaluation,
3711297,1640176,target_density,=,1183.0,RU,,target_density,=,1183.0,RU,,
3711298,1640177,assay_comment,,,,Single Cycle Kinetics 4000RU Immobolization Density Unphosphorylated (Peak1) AuroraA,assay_comment,,,,Single Cycle Kinetics 4000RU Immobolization Density Unphosphorylated (Peak1) AuroraA,
3711299,1640177,assay_method,,,,SPR,assay_method,,,,SPR,
3711300,1640177,data_collection_rate,,10.0,Hz,,data_collection_rate,,10.0,Hz,,
3711301,1640177,fitting_model,,,,01:01,fitting_model,,,,01:01,
3711302,1640177,fitting_parameter_mass_transfer,,,,global,fitting_parameter_mass_transfer,,,,global,
3711303,1640177,fitting_parameter_offset,,,,local,fitting_parameter_offset,,,,local,
3711304,1640177,fitting_parameter_rmax,,,,global,fitting_parameter_rmax,,,,global,
3711305,1640177,immobilization_buffer_composition,,,,PBS Buffer Solution (From 10x Stock); 1mM DTT; 0.05% Tween-20,immobilization_buffer_composition,,,,PBS Buffer Solution (From 10x Stock); 1mM DTT; 0.05% Tween-20,
3711306,1640177,immobilization_chip_used,,,,CM5,immobilization_chip_used,,,,CM5,
3711307,1640177,immobilization_contact_time,=,420.0,s,,immobilization_contact_time,=,420.0,s,,
3711308,1640177,immobilization_flow_rate,=,100.0,uL/min,,immobilization_flow_rate,=,100.0,uL/min,,
3711309,1640177,immobilization_method,,,,Amine coupling,immobilization_method,,,,Amine coupling,
3711310,1640177,immobilization_ph,=,7.4,,,immobilization_ph,=,7.4,,,
3711311,1640177,immobilization_temperature,=,25.0,degree C,,immobilization_temperature,=,25.0,degree C,,
3711312,1640177,instrument,,,,Biacore T200,instrument,,,,Biacore T200,
3711313,1640177,preparation_reference_surface,,,,The chip was primed for amine coupling using pre-conditioning solutions of: 50mM NaOH 100mM HCl 0.5% SDS,preparation_reference_surface,,,,The chip was primed for amine coupling using pre-conditioning solutions of: 50mM NaOH 100mM HCl 0.5% SDS,
3711314,1640177,protein_modification,,,,None,protein_modification,,,,None,
3711315,1640177,protein_molecular_weight,=,32869.7,kDa,,protein_molecular_weight,=,32869.7,kDa,,
3711316,1640177,protein_mutation_type,,,,native protein,protein_mutation_type,,,,native protein,
3711317,1640177,reference1_fraction_active,=,60.17,%,,reference1_fraction_active,=,60.17,%,,
3711318,1640177,reference1_molecular_weight,=,507.56,g/mol,,reference1_molecular_weight,=,507.56,g/mol,,
3711319,1640177,reference1_name,,,,2-[3-[[7-[3-[ethyl(2-hydroxyethyl)amino]propoxy]quinazolin-4-yl]amino]-1H-pyrazol-5-yl]-N-(3-fluorophenyl)acetamide,reference1_name,,,,2-[3-[[7-[3-[ethyl(2-hydroxyethyl)amino]propoxy]quinazolin-4-yl]amino]-1H-pyrazol-5-yl]-N-(3-fluorophenyl)acetamide,
3711320,1640177,reference1_ru_max,=,15.1,RU,,reference1_ru_max,=,15.1,RU,,
