molregno,mw_freebase,alogp,hba,hbd,psa,rtb,ro3_pass,num_ro5_violations,cx_most_apka,cx_most_bpka,cx_logp,cx_logd,molecular_species,full_mwt,aromatic_rings,heavy_atoms,qed_weighted,mw_monoisotopic,full_molformula,hba_lipinski,hbd_lipinski,num_lipinski_ro5_violations,np_likeness_score
163,617.7,3.62,10.0,1.0,134.33,13.0,N,1.0,,,2.77,2.77,NEUTRAL,617.7,2.0,44.0,0.36,617.2948,C31H43N3O10,13.0,1.0,2.0,-0.63
164,617.7,3.48,10.0,1.0,134.33,13.0,N,1.0,,,2.64,2.64,NEUTRAL,617.7,2.0,44.0,0.36,617.2948,C31H43N3O10,13.0,1.0,2.0,-0.55
165,659.78,4.65,10.0,1.0,134.33,16.0,N,1.0,,,3.98,3.98,NEUTRAL,659.78,2.0,47.0,0.27,659.3418,C34H49N3O10,13.0,1.0,2.0,-0.42
166,617.7,3.48,10.0,1.0,134.33,13.0,N,1.0,,,2.57,2.57,NEUTRAL,617.7,2.0,44.0,0.36,617.2948,C31H43N3O10,13.0,1.0,2.0,-0.59
167,617.7,3.48,10.0,1.0,134.33,12.0,N,1.0,,,2.62,2.62,NEUTRAL,617.7,2.0,44.0,0.38,617.2948,C31H43N3O10,13.0,1.0,2.0,-0.64
168,643.09,4.22,10.0,0.0,122.3,11.0,N,1.0,,,3.72,3.72,NEUTRAL,643.09,3.0,45.0,0.28,642.198,C32H35ClN2O10,12.0,0.0,2.0,-0.72
169,602.68,3.83,10.0,0.0,122.3,14.0,N,1.0,,,3.1,3.1,NEUTRAL,602.68,2.0,43.0,0.23,602.2839,C31H42N2O10,12.0,0.0,2.0,-0.38
170,588.84,5.72,6.0,3.0,102.4,18.0,N,2.0,,10.05,5.72,3.07,BASE,588.84,3.0,43.0,0.17,588.4039,C36H52N4O3,7.0,4.0,2.0,-0.49
171,588.65,3.29,10.0,0.0,122.3,10.0,N,1.0,,,2.86,2.86,NEUTRAL,588.65,2.0,42.0,0.38,588.2683,C30H40N2O10,12.0,0.0,2.0,-0.45
173,357.79,3.93,4.0,1.0,68.53,4.0,N,0.0,3.79,,3.53,0.26,ACID,357.79,3.0,25.0,0.77,357.0768,C19H16ClNO4,5.0,1.0,0.0,-0.72
174,288.4,0.87,4.0,1.0,48.47,3.0,N,0.0,,8.89,0.34,-1.18,BASE,288.4,1.0,21.0,0.9,288.195,C16H24N4O,5.0,1.0,0.0,-1.04
175,288.39,0.87,4.0,1.0,48.47,3.0,N,0.0,,8.89,0.42,-1.1,BASE,288.39,1.0,21.0,0.9,288.195,C16H24N4O,5.0,1.0,0.0,-1.49
176,274.37,0.48,4.0,1.0,48.47,3.0,N,0.0,,9.82,-0.1,-2.48,BASE,274.37,1.0,20.0,0.87,274.1794,C15H22N4O,5.0,1.0,0.0,-1.26
177,274.37,0.48,4.0,1.0,48.47,3.0,N,0.0,,9.82,-0.02,-2.4,BASE,274.37,1.0,20.0,0.87,274.1794,C15H22N4O,5.0,1.0,0.0,-1.56
178,602.68,3.68,10.0,0.0,122.3,11.0,N,1.0,,,2.8,2.8,NEUTRAL,602.68,2.0,43.0,0.35,602.2839,C31H42N2O10,12.0,0.0,2.0,-0.47
179,330.51,4.86,2.0,1.0,29.46,2.0,N,0.0,,,3.91,3.91,NEUTRAL,330.51,0.0,24.0,0.73,330.2559,C22H34O2,2.0,1.0,0.0,2.5
180,356.51,4.3,3.0,0.0,35.53,2.0,N,0.0,,,3.62,3.62,NEUTRAL,356.51,0.0,26.0,0.74,356.2351,C23H32O3,3.0,0.0,0.0,2.29
181,574.72,4.4,10.0,0.0,88.16,15.0,N,1.0,,6.81,4.48,4.38,NEUTRAL,574.72,2.0,41.0,0.29,574.3254,C31H46N2O8,10.0,0.0,1.0,-0.39
182,418.49,3.06,8.0,0.0,61.86,8.0,N,0.0,,2.46,2.87,2.87,NEUTRAL,418.49,2.0,30.0,0.65,418.2104,C22H30N2O6,8.0,0.0,0.0,-0.29
183,474.51,2.34,8.0,0.0,96.0,8.0,N,0.0,,,1.25,1.25,NEUTRAL,474.51,2.0,34.0,0.58,474.2002,C24H30N2O8,10.0,0.0,0.0,-0.37
184,602.86,6.11,6.0,3.0,102.4,19.0,N,2.0,,10.21,6.17,3.4,BASE,602.86,3.0,44.0,0.14,602.4196,C37H54N4O3,7.0,4.0,2.0,-0.49
185,588.84,5.72,6.0,3.0,102.4,18.0,N,2.0,,10.05,5.72,3.07,BASE,588.84,3.0,43.0,0.17,588.4039,C36H52N4O3,7.0,4.0,2.0,-0.49
186,603.67,3.23,10.0,1.0,134.33,13.0,N,1.0,,,2.28,2.28,NEUTRAL,603.67,2.0,43.0,0.34,603.2792,C30H41N3O10,13.0,1.0,2.0,-0.64
187,267.24,0.73,5.0,3.0,135.56,6.0,N,0.0,1.48,9.31,-1.82,-1.83,ZWITTERION,267.24,1.0,19.0,0.51,267.0855,C11H13N3O5,8.0,4.0,0.0,-0.8
188,119.12,-1.52,4.0,2.0,72.55,2.0,N,0.0,,6.82,-1.48,-1.58,NEUTRAL,119.12,0.0,8.0,0.43,119.0582,C4H9NO3,4.0,3.0,0.0,0.91
189,268.23,0.13,5.0,4.0,147.59,5.0,N,0.0,1.4,8.5,-2.33,-2.36,ZWITTERION,304.69,1.0,19.0,0.44,268.0808,C10H13ClN4O5,9.0,5.0,0.0,-1.19
190,283.24,0.64,7.0,2.0,133.79,5.0,N,0.0,12.45,6.49,0.81,0.76,NEUTRAL,319.7,1.0,20.0,0.46,283.0804,C11H14ClN3O6,9.0,3.0,0.0,-0.99
191,281.27,0.81,6.0,2.0,124.56,6.0,N,0.0,13.06,7.18,0.59,0.38,NEUTRAL,317.73,1.0,20.0,0.45,281.1012,C12H16ClN3O5,8.0,3.0,0.0,-0.93
192,344.39,-0.27,5.0,1.0,110.21,5.0,N,0.0,3.3,,-0.65,-4.08,ACID,344.39,0.0,23.0,0.32,344.1042,C14H20N2O6S,8.0,1.0,0.0,0.45
193,301.32,-0.42,5.0,1.0,108.82,4.0,N,0.0,3.26,,-0.5,-3.93,ACID,301.32,0.0,20.0,0.43,301.062,C12H15NO6S,7.0,1.0,0.0,1.22
194,233.24,-0.79,4.0,1.0,91.75,1.0,N,0.0,3.09,,-0.89,-4.35,ACID,233.24,0.0,15.0,0.6,233.0358,C8H11NO5S,6.0,1.0,0.0,0.77
195,381.38,1.47,6.0,2.0,83.8,6.0,N,0.0,5.26,10.33,-0.5,-0.5,ZWITTERION,381.38,2.0,27.0,0.79,381.15,C18H21F2N3O4,7.0,2.0,0.0,-0.46
196,405.45,2.99,5.0,2.0,74.57,6.0,N,0.0,5.55,10.33,0.18,0.18,ZWITTERION,405.45,2.0,29.0,0.77,405.1864,C21H25F2N3O3,6.0,2.0,0.0,-0.45
197,851.02,-3.61,13.0,13.0,359.52,27.0,N,3.0,8.08,22.56,-4.36,-6.75,BASE,851.02,1.0,60.0,0.04,850.4913,C39H66N10O11,21.0,16.0,3.0,0.18
198,596.82,2.93,7.0,5.0,151.37,19.0,N,1.0,12.2,10.2,2.39,-0.38,BASE,596.82,2.0,43.0,0.16,596.405,C33H52N6O4,10.0,6.0,2.0,-0.45
199,282.26,0.22,6.0,3.0,136.59,5.0,N,0.0,12.46,6.38,0.08,0.04,NEUTRAL,318.72,1.0,20.0,0.4,282.0964,C11H15ClN4O5,9.0,4.0,0.0,-1.35
200,315.35,-0.03,5.0,1.0,108.82,4.0,N,0.0,3.19,,-0.01,-3.46,ACID,315.35,0.0,21.0,0.58,315.0777,C13H17NO6S,7.0,1.0,0.0,1.06
201,331.35,-0.45,6.0,1.0,118.05,4.0,N,0.0,3.14,,0.04,-3.41,ACID,331.35,0.0,22.0,0.42,331.0726,C13H17NO7S,8.0,1.0,0.0,0.95
202,393.43,2.99,5.0,2.0,74.57,6.0,N,0.0,5.55,10.33,0.13,0.12,ZWITTERION,393.43,2.0,28.0,0.79,393.1864,C20H25F2N3O3,6.0,2.0,0.0,-0.76
203,419.47,3.53,5.0,2.0,74.57,6.0,N,0.0,5.64,10.33,0.71,0.7,ZWITTERION,419.47,2.0,30.0,0.75,419.202,C22H27F2N3O3,6.0,2.0,0.0,-0.67
204,445.44,3.54,5.0,2.0,74.57,6.0,N,0.0,5.43,10.33,1.2,1.2,ZWITTERION,445.44,3.0,32.0,0.61,445.1613,C23H22F3N3O3,6.0,2.0,0.0,-0.9
205,399.4,2.72,5.0,1.0,65.78,3.0,N,0.0,5.48,6.42,2.23,1.44,ACID,399.4,3.0,29.0,0.73,399.1394,C21H19F2N3O3,6.0,1.0,0.0,-1.08
207,300.3,-1.52,7.0,1.0,122.46,3.0,N,0.0,2.86,0.75,-1.4,-4.89,ACID,300.3,1.0,20.0,0.67,300.0528,C10H12N4O5S,9.0,1.0,0.0,-0.31
208,397.46,-0.98,8.0,2.0,134.49,5.0,N,0.0,2.58,10.46,-3.22,-3.22,ZWITTERION,397.46,1.0,27.0,0.61,397.142,C16H23N5O5S,10.0,2.0,0.0,-0.25
209,406.42,-0.04,8.0,2.0,142.69,4.0,N,0.0,2.97,0.09,0.51,-2.97,ACID,406.42,2.0,28.0,0.67,406.0947,C17H18N4O6S,10.0,2.0,0.0,-0.48
210,369.34,1.7,5.0,1.0,65.78,4.0,N,0.0,5.32,5.99,0.98,-0.09,ACID,369.34,2.0,26.0,0.89,369.13,C17H18F3N3O3,6.0,1.0,0.0,-0.86
211,365.38,1.95,5.0,2.0,74.57,5.0,N,0.0,5.35,10.33,-0.65,-0.65,ZWITTERION,365.38,2.0,26.0,0.85,365.1551,C18H21F2N3O3,6.0,2.0,0.0,-0.79
212,433.5,3.92,5.0,2.0,74.57,6.0,N,0.0,5.72,10.33,1.15,1.15,ZWITTERION,433.5,2.0,31.0,0.72,433.2177,C23H29F2N3O3,6.0,2.0,0.0,-0.66
213,457.56,3.72,6.0,3.0,105.9,6.0,N,0.0,9.66,10.64,2.55,1.22,BASE,457.56,4.0,33.0,0.18,457.1572,C25H23N5O2S,7.0,4.0,0.0,-0.63
214,408.41,0.39,7.0,1.0,122.46,4.0,N,0.0,2.97,0.09,0.95,-2.53,ACID,408.41,2.0,28.0,0.73,408.0904,C17H17FN4O5S,9.0,1.0,0.0,-0.95
215,405.44,-0.16,8.0,2.0,148.48,4.0,N,0.0,2.95,4.24,-1.3,-3.47,ACID,405.44,2.0,28.0,0.53,405.1107,C17H19N5O5S,10.0,3.0,0.0,-0.64
216,463.52,-0.46,9.0,3.0,168.71,7.0,N,0.0,2.58,8.93,-2.14,-2.15,ZWITTERION,463.52,2.0,32.0,0.46,463.1526,C20H25N5O6S,11.0,4.0,1.0,-0.11
217,441.56,3.8,4.0,1.0,56.03,6.0,N,0.0,9.71,,-0.74,-0.71,NEUTRAL,441.56,4.0,33.0,0.37,441.2285,C27H29N4O2+,6.0,1.0,0.0,-0.27
219,439.52,3.81,5.0,3.0,105.9,7.0,N,0.0,9.71,12.88,1.78,0.67,BASE,439.52,4.0,33.0,0.18,439.2008,C26H25N5O2,7.0,4.0,0.0,-0.39
221,426.52,3.65,5.0,1.0,59.27,6.0,N,0.0,9.99,9.39,2.8,1.18,BASE,426.52,4.0,32.0,0.48,426.2056,C26H26N4O2,6.0,1.0,0.0,-0.69
222,398.47,3.05,5.0,2.0,82.05,5.0,N,0.0,9.61,10.41,1.69,-0.05,BASE,398.47,4.0,30.0,0.51,398.1743,C24H22N4O2,6.0,3.0,0.0,-0.45
223,379.41,2.43,5.0,2.0,74.57,6.0,N,0.0,5.46,10.33,-0.29,-0.29,ZWITTERION,379.41,2.0,27.0,0.81,379.1707,C19H23F2N3O3,6.0,2.0,0.0,-0.8
224,391.42,2.75,5.0,2.0,74.57,6.0,N,0.0,5.46,10.33,-0.18,-0.18,ZWITTERION,391.42,2.0,28.0,0.79,391.1707,C20H23F2N3O3,6.0,2.0,0.0,-0.71
225,440.51,2.36,5.0,3.0,120.43,6.0,N,0.0,9.7,11.55,0.95,-0.16,BASE,440.51,4.0,33.0,0.18,440.1961,C25H24N6O2,8.0,5.0,0.0,-0.23
226,390.42,0.25,7.0,1.0,122.46,4.0,N,0.0,2.97,0.09,0.81,-2.67,ACID,390.42,2.0,27.0,0.74,390.0998,C17H18N4O5S,9.0,1.0,0.0,-0.71
227,298.32,-0.1,5.0,1.0,115.54,3.0,N,0.0,2.96,,-0.11,-3.59,ACID,298.32,0.0,20.0,0.57,298.0623,C12H14N2O5S,7.0,1.0,0.0,0.8
228,331.35,-0.45,6.0,1.0,118.05,4.0,N,0.0,3.14,,0.04,-3.41,ACID,331.35,0.0,22.0,0.42,331.0726,C13H17NO7S,8.0,1.0,0.0,0.95
229,433.38,2.98,5.0,2.0,74.57,6.0,N,0.0,5.22,10.33,0.31,0.31,ZWITTERION,433.38,2.0,30.0,0.69,433.1425,C19H20F5N3O3,6.0,2.0,0.0,-0.96
230,385.42,2.69,5.0,2.0,76.26,4.0,N,0.0,9.71,,2.66,2.65,NEUTRAL,385.42,4.0,29.0,0.53,385.1426,C23H19N3O3,6.0,2.0,0.0,-0.38
231,399.45,3.08,5.0,2.0,76.26,5.0,N,0.0,9.71,,2.72,2.71,NEUTRAL,399.45,4.0,30.0,0.51,399.1583,C24H21N3O3,6.0,2.0,0.0,-0.43
232,413.48,3.47,5.0,2.0,76.26,6.0,N,0.0,9.71,,3.23,3.23,NEUTRAL,413.48,4.0,31.0,0.38,413.1739,C25H23N3O3,6.0,2.0,0.0,-0.38
233,427.5,3.86,5.0,2.0,76.26,7.0,N,0.0,9.71,,3.68,3.67,NEUTRAL,427.5,4.0,32.0,0.35,427.1896,C26H25N3O3,6.0,2.0,0.0,-0.33
234,412.49,3.31,5.0,2.0,68.06,6.0,N,0.0,9.63,10.46,2.07,0.26,BASE,412.49,4.0,31.0,0.38,412.1899,C25H24N4O2,6.0,2.0,0.0,-0.48
235,291.35,3.57,4.0,0.0,39.94,3.0,N,0.0,,3.18,3.04,3.04,NEUTRAL,291.35,3.0,22.0,0.74,291.1372,C18H17N3O,4.0,0.0,0.0,-0.96
236,295.42,2.84,8.0,1.0,77.58,3.0,N,0.0,,0.49,3.48,3.48,NEUTRAL,295.42,3.0,18.0,0.75,295.002,C10H9N5S3,5.0,2.0,0.0,-2.62
237,334.35,0.76,6.0,2.0,77.81,3.0,N,0.0,5.62,6.45,-0.1,-0.83,ACID,334.35,2.0,24.0,0.86,334.1441,C16H19FN4O3,7.0,2.0,0.0,-0.94
238,180.23,1.96,4.0,1.0,46.01,1.0,N,0.0,12.21,0.4,2.67,2.67,NEUTRAL,180.23,2.0,12.0,0.73,180.0357,C8H8N2OS,3.0,1.0,0.0,-1.96
239,426.52,3.83,5.0,2.0,82.05,7.0,N,0.0,9.59,10.33,2.71,0.97,BASE,426.52,4.0,32.0,0.35,426.2056,C26H26N4O2,6.0,3.0,0.0,-0.39
240,412.49,3.44,5.0,2.0,82.05,6.0,N,0.0,9.59,10.33,2.27,0.53,BASE,412.49,4.0,31.0,0.38,412.1899,C25H24N4O2,6.0,3.0,0.0,-0.43
241,331.35,1.58,5.0,2.0,74.57,3.0,N,0.0,5.56,8.68,-0.85,-0.85,ZWITTERION,331.35,2.0,24.0,0.89,331.1332,C17H18FN3O3,6.0,2.0,0.0,-0.72
242,159.23,2.06,1.0,1.0,12.03,1.0,Y,0.0,,9.59,1.97,-0.19,BASE,159.23,1.0,12.0,0.66,159.1048,C11H13N,1.0,1.0,0.0,0.27
243,405.45,2.82,5.0,2.0,74.57,7.0,N,0.0,5.55,10.33,0.13,0.13,ZWITTERION,405.45,2.0,29.0,0.74,405.1864,C21H25F2N3O3,6.0,2.0,0.0,-0.83
244,380.4,1.59,6.0,3.0,86.6,6.0,N,0.0,5.43,10.33,-0.94,-0.95,ZWITTERION,380.4,2.0,27.0,0.71,380.166,C18H22F2N4O3,7.0,3.0,0.0,-0.71
245,189.26,2.42,1.0,0.0,23.06,1.0,Y,0.0,,3.93,1.23,1.23,NEUTRAL,189.26,1.0,14.0,0.49,189.1154,C12H15NO,2.0,0.0,0.0,0.65
246,319.34,1.27,5.0,2.0,74.57,3.0,N,0.0,5.58,8.68,-0.96,-0.96,ZWITTERION,319.34,2.0,23.0,0.89,319.1332,C16H18FN3O3,6.0,2.0,0.0,-0.97
247,471.59,4.11,6.0,3.0,105.9,7.0,N,0.0,9.66,10.64,3.07,1.74,BASE,471.59,4.0,34.0,0.16,471.1729,C26H25N5O2S,7.0,4.0,0.0,-0.61
248,397.4,2.38,5.0,2.0,74.57,7.0,N,0.0,5.5,10.33,-0.45,-0.45,ZWITTERION,397.4,2.0,28.0,0.75,397.1613,C19H22F3N3O3,6.0,2.0,0.0,-0.8
249,385.38,4.23,5.0,2.0,97.33,4.0,N,0.0,3.75,4.55,3.05,0.73,ACID,385.38,4.0,29.0,0.55,385.1063,C22H15N3O4,7.0,2.0,0.0,-0.7
250,377.44,4.68,3.0,1.0,64.63,4.0,N,0.0,11.91,5.16,3.14,3.14,NEUTRAL,377.44,4.0,27.0,0.53,377.0998,C21H16FN3OS,4.0,1.0,0.0,-0.92
251,305.34,3.29,5.0,0.0,49.17,2.0,N,0.0,,3.14,2.82,2.82,NEUTRAL,305.34,3.0,23.0,0.73,305.1164,C18H15N3O2,5.0,0.0,0.0,-0.76
255,297.36,3.86,4.0,0.0,30.71,2.0,N,0.0,,1.44,3.87,3.87,NEUTRAL,297.36,3.0,21.0,0.72,297.0736,C16H12FN3S,3.0,0.0,0.0,-1.63
256,279.32,3.7,3.0,0.0,30.71,2.0,N,0.0,,3.16,3.34,3.34,NEUTRAL,279.32,3.0,21.0,0.72,279.1172,C17H14FN3,3.0,0.0,0.0,-1.37
257,297.36,3.86,4.0,0.0,30.71,2.0,N,0.0,,4.04,3.49,3.48,NEUTRAL,297.36,3.0,21.0,0.72,297.0736,C16H12FN3S,3.0,0.0,0.0,-1.52
258,279.32,3.7,3.0,0.0,30.71,2.0,N,0.0,,5.56,2.95,2.95,NEUTRAL,279.32,3.0,21.0,0.72,279.1172,C17H14FN3,3.0,0.0,0.0,-1.42
259,434.47,2.86,7.0,2.0,87.46,6.0,N,0.0,5.11,10.33,0.4,0.4,ZWITTERION,434.47,3.0,30.0,0.62,434.1224,C20H20F2N4O3S,7.0,2.0,0.0,-1.16
260,427.45,3.4,5.0,2.0,74.57,6.0,N,0.0,5.57,10.33,1.06,1.05,ZWITTERION,427.45,3.0,31.0,0.63,427.1707,C23H23F2N3O3,6.0,2.0,0.0,-0.8
261,405.45,3.14,5.0,2.0,74.57,6.0,N,0.0,5.55,10.33,0.26,0.26,ZWITTERION,405.45,2.0,29.0,0.77,405.1864,C21H25F2N3O3,6.0,2.0,0.0,-0.67
262,405.45,2.92,5.0,2.0,74.57,6.0,N,0.0,5.55,10.33,0.1,0.1,ZWITTERION,405.45,2.0,29.0,0.77,405.1864,C21H25F2N3O3,6.0,2.0,0.0,-0.44
263,485.5,2.19,7.0,3.0,149.58,7.0,N,0.0,9.68,7.31,2.41,2.14,NEUTRAL,485.5,4.0,36.0,0.09,485.1812,C25H23N7O4,11.0,4.0,1.0,-0.48
265,198.68,2.91,3.0,0.0,25.78,1.0,Y,0.0,,0.1,3.21,3.21,NEUTRAL,198.68,2.0,12.0,0.66,198.0018,C8H7ClN2S,2.0,0.0,0.0,-2.23
266,294.43,3.56,7.0,0.0,51.56,3.0,N,0.0,,0.52,3.75,3.75,NEUTRAL,294.43,3.0,18.0,0.69,294.0068,C11H10N4S3,4.0,0.0,0.0,-2.66
267,277.38,3.16,7.0,1.0,63.59,3.0,N,0.0,6.26,2.63,3.0,1.95,ACID,277.38,3.0,18.0,0.8,277.0456,C11H11N5S2,5.0,1.0,0.0,-2.63
268,300.41,3.85,4.0,1.0,55.98,3.0,N,0.0,13.81,3.1,3.32,3.32,NEUTRAL,300.41,3.0,20.0,0.8,300.0391,C15H12N2OS2,3.0,2.0,0.0,-1.51
269,300.41,3.85,4.0,1.0,55.98,3.0,N,0.0,13.67,1.36,3.68,3.68,NEUTRAL,300.41,3.0,20.0,0.8,300.0391,C15H12N2OS2,3.0,2.0,0.0,-1.76
270,265.33,2.8,4.0,1.0,61.55,4.0,N,0.0,13.71,,2.29,2.29,NEUTRAL,265.33,2.0,18.0,0.92,265.0773,C13H15NO3S,4.0,2.0,0.0,-1.22
271,359.36,4.64,3.0,2.0,78.87,4.0,N,0.0,3.75,4.55,3.57,1.25,ACID,359.36,4.0,27.0,0.56,359.107,C21H14FN3O2,5.0,2.0,0.0,-1.14
272,366.38,4.41,5.0,1.0,83.82,3.0,N,0.0,11.05,4.39,4.13,4.13,NEUTRAL,366.38,4.0,28.0,0.58,366.1117,C22H14N4O2,6.0,1.0,0.0,-1.11
273,384.4,3.63,5.0,2.0,103.12,4.0,N,0.0,10.9,2.44,3.12,3.12,NEUTRAL,384.4,4.0,29.0,0.56,384.1222,C22H16N4O3,7.0,3.0,0.0,-0.83
274,371.4,4.03,5.0,2.0,80.26,4.0,N,0.0,10.99,2.49,3.5,3.5,NEUTRAL,371.4,4.0,28.0,0.57,371.127,C22H17N3O3,6.0,2.0,0.0,-0.47
275,359.36,4.64,3.0,2.0,78.87,4.0,N,0.0,3.6,5.22,2.76,0.99,ACID,359.36,4.0,27.0,0.56,359.107,C21H14FN3O2,5.0,2.0,0.0,-0.98
276,384.44,2.66,5.0,2.0,82.05,4.0,N,0.0,10.0,9.4,1.92,0.33,BASE,384.44,4.0,29.0,0.53,384.1586,C23H20N4O2,6.0,3.0,0.0,-0.43
277,443.53,3.33,6.0,3.0,105.9,5.0,N,0.0,9.66,10.63,2.34,1.0,BASE,443.53,4.0,32.0,0.25,443.1416,C24H21N5O2S,7.0,4.0,0.0,-0.53
278,485.61,4.5,6.0,3.0,105.9,8.0,N,0.0,9.66,10.64,3.51,2.18,BASE,485.61,4.0,35.0,0.15,485.1885,C27H27N5O2S,7.0,4.0,0.0,-0.56
279,287.41,4.25,4.0,1.0,33.12,3.0,N,0.0,,3.42,3.7,3.7,NEUTRAL,287.41,3.0,19.0,0.78,287.0439,C15H13NOS2,2.0,1.0,0.0,-1.15
280,314.44,4.16,4.0,1.0,55.98,3.0,N,0.0,13.81,3.1,3.83,3.83,NEUTRAL,314.44,3.0,21.0,0.79,314.0548,C16H14N2OS2,3.0,2.0,0.0,-1.26
281,314.44,4.16,4.0,1.0,55.98,3.0,N,0.0,13.81,3.1,3.83,3.83,NEUTRAL,314.44,3.0,21.0,0.79,314.0548,C16H14N2OS2,3.0,2.0,0.0,-1.54
282,300.41,3.85,4.0,1.0,55.98,3.0,N,0.0,13.81,3.1,3.32,3.32,NEUTRAL,300.41,3.0,20.0,0.8,300.0391,C15H12N2OS2,3.0,2.0,0.0,-1.57
283,300.41,3.85,4.0,1.0,55.98,3.0,N,0.0,13.81,3.1,3.32,3.32,NEUTRAL,300.41,3.0,20.0,0.8,300.0391,C15H12N2OS2,3.0,2.0,0.0,-1.39
284,286.38,3.55,4.0,1.0,55.98,3.0,N,0.0,13.81,3.1,2.8,2.8,NEUTRAL,286.38,3.0,19.0,0.8,286.0235,C14H10N2OS2,3.0,2.0,0.0,-1.43
285,358.44,4.19,6.0,1.0,71.78,6.0,N,0.0,2.84,4.01,3.44,0.7,ACID,358.44,3.0,24.0,0.53,358.0446,C17H14N2O3S2,5.0,1.0,0.0,-1.29
286,390.53,6.31,5.0,0.0,34.48,6.0,N,1.0,,3.32,6.29,6.29,NEUTRAL,390.53,4.0,27.0,0.29,390.0861,C22H18N2OS2,3.0,0.0,1.0,-1.26
287,376.51,6.17,5.0,0.0,34.48,5.0,N,1.0,,3.32,6.22,6.22,NEUTRAL,376.51,4.0,26.0,0.31,376.0704,C21H16N2OS2,3.0,0.0,1.0,-1.19
288,300.41,4.56,5.0,1.0,45.48,3.0,N,0.0,8.65,3.32,4.19,4.16,NEUTRAL,300.41,3.0,20.0,0.44,300.0391,C15H12N2OS2,3.0,1.0,0.0,-1.24
289,212.66,2.05,3.0,1.0,55.98,1.0,Y,0.0,13.77,2.09,1.22,1.22,NEUTRAL,212.66,2.0,13.0,0.79,211.9811,C8H5ClN2OS,3.0,2.0,0.0,-1.62
290,314.44,4.95,5.0,1.0,45.48,3.0,N,0.0,8.95,3.3,4.03,4.02,NEUTRAL,314.44,3.0,21.0,0.42,314.0548,C16H14N2OS2,3.0,1.0,0.0,-1.31
291,357.46,3.59,6.0,1.0,77.57,6.0,N,0.0,,3.32,3.24,3.24,NEUTRAL,357.46,3.0,24.0,0.54,357.0606,C17H15N3O2S2,5.0,2.0,0.0,-1.52
292,525.52,3.75,8.0,3.0,158.79,9.0,N,1.0,2.95,1.79,4.59,1.32,ACID,525.52,4.0,39.0,0.17,525.1648,C28H23N5O6,11.0,3.0,2.0,-1.52
293,315.42,3.36,5.0,2.0,68.01,3.0,N,0.0,13.7,3.21,3.02,3.02,NEUTRAL,315.42,3.0,21.0,0.44,315.05,C15H13N3OS2,4.0,3.0,0.0,-1.75
294,315.42,4.54,5.0,0.0,39.19,3.0,N,0.0,,2.98,4.47,4.47,NEUTRAL,315.42,3.0,21.0,0.67,315.0388,C16H13NO2S2,3.0,0.0,0.0,-1.43
295,301.39,4.45,4.0,1.0,50.19,3.0,N,0.0,3.49,2.82,3.71,0.71,ACID,301.39,3.0,20.0,0.78,301.0231,C15H11NO2S2,3.0,1.0,0.0,-1.33
296,361.49,5.99,4.0,0.0,29.96,4.0,N,1.0,,3.14,5.93,5.93,NEUTRAL,361.49,4.0,25.0,0.42,361.0595,C21H15NOS2,2.0,0.0,1.0,-1.19
297,299.42,4.96,4.0,0.0,29.96,3.0,N,0.0,,3.17,4.02,4.02,NEUTRAL,299.42,3.0,20.0,0.64,299.0439,C16H13NOS2,2.0,0.0,0.0,-1.35
298,285.39,4.57,4.0,0.0,29.96,3.0,N,0.0,,3.19,4.18,4.18,NEUTRAL,285.39,3.0,19.0,0.66,285.0282,C15H11NOS2,2.0,0.0,0.0,-1.23
299,342.45,3.17,4.0,2.0,94.36,3.0,N,0.0,,6.24,2.65,2.62,NEUTRAL,342.45,3.0,23.0,0.56,342.0609,C16H14N4OS2,5.0,4.0,0.0,-1.33
300,427.6,4.21,6.0,1.0,54.46,7.0,N,0.0,,6.9,3.4,3.28,NEUTRAL,427.6,3.0,29.0,0.57,427.1388,C22H25N3O2S2,5.0,1.0,0.0,-1.92
301,285.44,5.32,3.0,0.0,12.89,3.0,N,1.0,,3.59,5.42,5.42,NEUTRAL,285.44,3.0,19.0,0.65,285.0646,C16H15NS2,1.0,0.0,1.0,-1.63
302,330.43,4.05,5.0,1.0,51.22,4.0,N,0.0,10.79,3.06,3.69,3.69,NEUTRAL,330.43,3.0,22.0,0.73,330.0497,C16H14N2O2S2,4.0,1.0,0.0,-1.56
303,344.46,4.39,5.0,0.0,42.43,4.0,N,0.0,,3.06,3.92,3.92,NEUTRAL,344.46,3.0,23.0,0.66,344.0653,C17H16N2O2S2,4.0,0.0,0.0,-1.65
304,287.37,2.94,5.0,1.0,68.87,3.0,N,0.0,13.81,3.17,2.18,2.18,NEUTRAL,287.37,3.0,19.0,0.8,287.0187,C13H9N3OS2,4.0,2.0,0.0,-1.62
305,362.48,5.21,4.0,1.0,55.98,4.0,N,1.0,13.81,3.1,4.45,4.45,NEUTRAL,362.48,4.0,25.0,0.54,362.0548,C20H14N2OS2,3.0,2.0,1.0,-1.19
306,316.41,3.56,5.0,1.0,65.21,4.0,N,0.0,13.81,3.1,2.65,2.65,NEUTRAL,316.41,3.0,21.0,0.8,316.034,C15H12N2O2S2,4.0,2.0,0.0,-1.32
