compsyn_id,component_id,component_synonym,syn_type
1783362,91,Corticotropin-releasing factor receptor 1,UNIPROT
1783363,91,Corticotropin-releasing hormone receptor 1,UNIPROT
1783364,91,CRF-R-1,UNIPROT
1783365,91,CRF-R1,UNIPROT
861635,91,CRFR,GENE_SYMBOL_OTHER
1783366,91,CRFR-1,UNIPROT
861636,91,CRFR1,GENE_SYMBOL_OTHER
1783367,91,CRH-R-1,UNIPROT
1783368,91,CRH-R1,UNIPROT
861637,91,CRHR,GENE_SYMBOL_OTHER
1783358,91,CRHR1,GENE_SYMBOL
1783376,92,3.4.21.5,EC_NUMBER
1783371,92,Activation peptide fragment 1,UNIPROT
1783372,92,Activation peptide fragment 2,UNIPROT
1783375,92,Coagulation factor II,UNIPROT
1783369,92,F2,GENE_SYMBOL
1783370,92,Prothrombin,UNIPROT
1783374,92,Thrombin heavy chain,UNIPROT
1783373,92,Thrombin light chain,UNIPROT
1783426,93,3.4.21.7,EC_NUMBER
1783422,93,Activation peptide,UNIPROT
1783423,93,Angiostatin,UNIPROT
1783421,93,Plasmin heavy chain A,UNIPROT
1783424,93,"Plasmin heavy chain A, short form",UNIPROT
1783425,93,Plasmin light chain B,UNIPROT
1783420,93,Plasminogen,UNIPROT
1783419,93,PLG,GENE_SYMBOL
1783435,94,4.2.1.1,EC_NUMBER
1783436,94,4.2.1.69,EC_NUMBER
1783434,94,CA-II,UNIPROT
1783427,94,CA2,GENE_SYMBOL
1783433,94,CAC,UNIPROT
1783429,94,Carbonate dehydratase II,UNIPROT
1783428,94,Carbonic anhydrase 2,UNIPROT
1783430,94,Carbonic anhydrase C,UNIPROT
1783431,94,Carbonic anhydrase II,UNIPROT
1783432,94,Cyanamide hydratase CA2,UNIPROT
1783451,95,3.4.21.4,EC_NUMBER
1783442,95,Alpha-trypsin chain 1,UNIPROT
1783443,95,Alpha-trypsin chain 2,UNIPROT
1783444,95,Anionic trypsin I,UNIPROT
1783445,95,Anionic trypsin-I,UNIPROT
1783446,95,Beta-trypsin,UNIPROT
1783447,95,Cationic trypsinogen,UNIPROT
1783448,95,Pretrypsinogen I,UNIPROT
1783437,95,PRSS1,GENE_SYMBOL
1783441,95,Serine protease 1,UNIPROT
1548364,95,Synonyms=TRP1,GENE_SYMBOL_OTHER
861718,95,TRP1,GENE_SYMBOL_OTHER
861719,95,TRY1,GENE_SYMBOL_OTHER
861720,95,TRYP1,GENE_SYMBOL_OTHER
1783449,95,Trypsin I,UNIPROT
1783450,95,Trypsin-1,UNIPROT
1783615,96,7.2.2.19,EC_NUMBER
1783611,96,ATP4A,GENE_SYMBOL
1783613,96,Gastric H(+)/K(+) ATPase subunit alpha,UNIPROT
1783612,96,Potassium-transporting ATPase alpha chain 1,UNIPROT
1783614,96,Proton pump,UNIPROT
1783619,97,CD11 antigen-like family member A,UNIPROT
861924,97,CD11A,GENE_SYMBOL_OTHER
1783622,97,CD_antigen=CD11a,UNIPROT
1783618,97,Integrin alpha-L,UNIPROT
1783616,97,ITGAL,GENE_SYMBOL
1783620,97,Leukocyte adhesion glycoprotein LFA-1 alpha chain,UNIPROT
1783621,97,Leukocyte function-associated molecule 1 alpha chain,UNIPROT
1783623,97,LFA-1A,UNIPROT
1783625,98,Somatostatin receptor type 2,UNIPROT
1783626,98,SRIF-1,UNIPROT
1783627,98,SS-2-R,UNIPROT
1783628,98,SS2-R,UNIPROT
1783629,98,SS2R,UNIPROT
1783630,98,SST2,UNIPROT
1783624,98,SSTR2,GENE_SYMBOL
1783635,99,5-HT-1F,UNIPROT
1783636,99,5-HT1F,UNIPROT
1783633,99,5-hydroxytryptamine receptor 1F,UNIPROT
862238,99,HTR1EL,GENE_SYMBOL_OTHER
1783631,99,HTR1F,GENE_SYMBOL
1783634,99,Serotonin receptor 1F,UNIPROT
1783641,100,5.6.2.2,EC_NUMBER
1783639,100,DNA topoisomerase 2-alpha,UNIPROT
1783640,100,"DNA topoisomerase II, alpha isozyme",UNIPROT
862245,100,TOP2,GENE_SYMBOL_OTHER
1783637,100,TOP2A,GENE_SYMBOL
1783646,101,7.2.2.13,EC_NUMBER
1783642,101,ATP1A1,GENE_SYMBOL
1783645,101,Na(+)/K(+) ATPase alpha-1 subunit,UNIPROT
1783644,101,Sodium pump subunit alpha-1,UNIPROT
1783643,101,Sodium/potassium-transporting ATPase subunit alpha-1,UNIPROT
1783656,102,3.4.15.1,EC_NUMBER
1783647,102,ACE,GENE_SYMBOL
1783655,102,ACE,UNIPROT
1783650,102,Angiotensin-converting enzyme,UNIPROT
1783651,102,"Angiotensin-converting enzyme, soluble form",UNIPROT
1783654,102,CD_antigen=CD143,UNIPROT
862256,102,DCP,GENE_SYMBOL_OTHER
862257,102,DCP1,GENE_SYMBOL_OTHER
1783652,102,Dipeptidyl carboxypeptidase I,UNIPROT
1783653,102,Kininase II,UNIPROT
1628078,102,Synonyms=DCP,GENE_SYMBOL_OTHER
1783660,103,1.5.1.3,EC_NUMBER
1783659,103,Dihydrofolate reductase,UNIPROT
1783657,103,folA,GENE_SYMBOL
862269,103,tmrA ,GENE_SYMBOL_OTHER
1783664,104,Cannabinoid receptor 2,UNIPROT
1783666,104,CB-2,UNIPROT
1783667,104,CB2,UNIPROT
862274,104,CB2A,GENE_SYMBOL_OTHER
862275,104,CB2B,GENE_SYMBOL_OTHER
1783661,104,CNR2,GENE_SYMBOL
1783665,104,CX5,UNIPROT
1783668,104,hCB2,UNIPROT
1783671,105,Thyroliberin receptor,UNIPROT
1783670,105,Thyrotropin-releasing hormone receptor,UNIPROT
1783672,105,TRH-R,UNIPROT
1783669,105,TRHR,GENE_SYMBOL
1783676,106,PGE receptor EP1 subtype,UNIPROT
1783677,106,PGE2 receptor EP1 subtype,UNIPROT
1783674,106,Prostaglandin E2 receptor EP1 subtype,UNIPROT
1783675,106,Prostanoid EP1 receptor,UNIPROT
1783673,106,PTGER1,GENE_SYMBOL
1783685,107,3.5.1.-,EC_NUMBER
1783684,107,3.5.1.98,EC_NUMBER
1783683,107,HD1,UNIPROT
1783678,107,HDAC1,GENE_SYMBOL
1783680,107,Histone deacetylase 1,UNIPROT
1783681,107,Protein deacetylase HDAC1,UNIPROT
1783682,107,Protein decrotonylase HDAC1,UNIPROT
862293,107,RPD3L1,GENE_SYMBOL_OTHER
1548605,107,Synonyms=RPD3L1,GENE_SYMBOL_OTHER
1783691,108,3.1.1.3,EC_NUMBER
1783690,108,Pancreatic lipase,UNIPROT
1783688,108,Pancreatic triacylglycerol lipase,UNIPROT
1783687,108,PNLIP,GENE_SYMBOL
1783689,108,PTL,UNIPROT
1783696,109,CCK-B receptor,UNIPROT
1783697,109,CCK-BR,UNIPROT
1783698,109,CCK2-R,UNIPROT
1783692,109,CCKBR,GENE_SYMBOL
862305,109,CCKRB,GENE_SYMBOL_OTHER
1783695,109,Cholecystokinin-2 receptor,UNIPROT
1783694,109,Gastrin/cholecystokinin type B receptor,UNIPROT
1783708,110,2.4.1.129,EC_NUMBER
1783709,110,3.4.16.4,EC_NUMBER
1783705,110,DD-transpeptidase,UNIPROT
1783699,110,mrcA,GENE_SYMBOL
1783706,110,PBP-1a,UNIPROT
1783707,110,PBP1a,UNIPROT
1783701,110,Penicillin-binding protein 1A,UNIPROT
1783702,110,Penicillin-insensitive transglycosylase,UNIPROT
1783703,110,Penicillin-sensitive transpeptidase,UNIPROT
1783704,110,Peptidoglycan TGase,UNIPROT
862313,110,ponA ,GENE_SYMBOL_OTHER
1783722,111,2.4.1.129,EC_NUMBER
1783723,111,3.4.16.4,EC_NUMBER
1783719,111,DD-transpeptidase,UNIPROT
1783710,111,mrcB,GENE_SYMBOL
1783716,111,Murein polymerase,UNIPROT
1783720,111,PBP-1b,UNIPROT
1783721,111,PBP1b,UNIPROT
862325,111,pbpF,GENE_SYMBOL_OTHER
1783713,111,Penicillin-binding protein 1B,UNIPROT
1783714,111,Penicillin-insensitive transglycosylase,UNIPROT
1783715,111,Penicillin-sensitive transpeptidase,UNIPROT
1783718,111,Peptidoglycan glycosyltransferase,UNIPROT
1783717,111,Peptidoglycan TGase,UNIPROT
1707205,111,ponB,GENE_SYMBOL_OTHER
1783993,112,env,GENE_SYMBOL
1783997,112,Env polyprotein,UNIPROT
1783994,112,Envelope glycoprotein gp160,UNIPROT
1783998,112,Glycoprotein 120,UNIPROT
1783999,112,Glycoprotein 41,UNIPROT
1784000,112,gp120,UNIPROT
1784001,112,gp41,UNIPROT
1783995,112,Surface protein gp120,UNIPROT
1783996,112,Transmembrane protein gp41,UNIPROT
1784010,113,3.4.16.4,EC_NUMBER
1784011,113,3.5.2.6,EC_NUMBER
1784005,113,Beta-lactamase,UNIPROT
1784004,113,D-alanyl-D-alanine carboxypeptidase DacA,UNIPROT
1784002,113,dacA,GENE_SYMBOL
1784007,113,DD-carboxypeptidase,UNIPROT
1784008,113,DD-peptidase,UNIPROT
1784009,113,PBP-5,UNIPROT
1784006,113,Penicillin-binding protein 5,UNIPROT
862659,113,pfv ,GENE_SYMBOL_OTHER
1784014,114,EPO-R,UNIPROT
1784012,114,EPOR,GENE_SYMBOL
1784013,114,Erythropoietin receptor,UNIPROT
1784018,115,Elongator complex protein 1,UNIPROT
1784015,115,ELP1,GENE_SYMBOL
1784021,115,ELP1,UNIPROT
862673,115,IKAP,GENE_SYMBOL_OTHER
1784019,115,IkappaB kinase complex-associated protein,UNIPROT
862674,115,IKBKAP,GENE_SYMBOL_OTHER
1784022,115,IKK complex-associated protein,UNIPROT
1784020,115,p150,UNIPROT
1230333,115,Synonyms=IKAP,GENE_SYMBOL_OTHER
1784025,116,2.7.1.21,EC_NUMBER
1784024,116,Thymidine kinase,UNIPROT
1784023,116,TK,GENE_SYMBOL
1784026,117,CHRM4,GENE_SYMBOL
1784027,117,Muscarinic acetylcholine receptor M4,UNIPROT
1784035,118,1.1.1.205,EC_NUMBER
1784032,118,IMP dehydrogenase 1,UNIPROT
1784033,118,IMPD 1,UNIPROT
862688,118,IMPD1,GENE_SYMBOL_OTHER
1784034,118,IMPDH 1,UNIPROT
1784031,118,IMPDH-I,UNIPROT
1784028,118,IMPDH1,GENE_SYMBOL
1784030,118,Inosine-5'-monophosphate dehydrogenase 1,UNIPROT
1784036,119,glc-5,GENE_SYMBOL
1784037,119,Putative glutamate-gated chloride channel alpha subunit,UNIPROT
1784051,120,2.7.10.1,EC_NUMBER
1784049,120,CD_antigen=CD340,UNIPROT
1784038,120,ERBB2,GENE_SYMBOL
862699,120,HER2,GENE_SYMBOL_OTHER
1784044,120,Metastatic lymph node gene 19 protein,UNIPROT
1784050,120,MLN 19,UNIPROT
862700,120,MLN19,GENE_SYMBOL_OTHER
862701,120,NEU,GENE_SYMBOL_OTHER
862702,120,NGL,GENE_SYMBOL_OTHER
1784048,120,p185erbB2,UNIPROT
1784046,120,Proto-oncogene c-ErbB-2,UNIPROT
1784045,120,Proto-oncogene Neu,UNIPROT
1784043,120,Receptor tyrosine-protein kinase erbB-2,UNIPROT
1784047,120,Tyrosine kinase-type cell surface receptor HER2,UNIPROT
1784054,121,H1R,UNIPROT
1784055,121,HH1R,UNIPROT
1784053,121,Histamine H1 receptor,UNIPROT
1784052,121,HRH1,GENE_SYMBOL
1784063,122,C-domain 1,UNIPROT
1784064,122,C-domain 2,UNIPROT
1784066,122,Cachectin,UNIPROT
1784072,122,ICD1,UNIPROT
1784073,122,ICD2,UNIPROT
1784061,122,Intracellular domain 1,UNIPROT
1784062,122,Intracellular domain 2,UNIPROT
1784069,122,N-terminal fragment,UNIPROT
1784071,122,NTF,UNIPROT
1784056,122,TNF,GENE_SYMBOL
1784070,122,TNF-a,UNIPROT
1784067,122,TNF-alpha,UNIPROT
862721,122,TNFA,GENE_SYMBOL_OTHER
862722,122,TNFSF2,GENE_SYMBOL_OTHER
1784059,122,Tumor necrosis factor,UNIPROT
1784068,122,Tumor necrosis factor ligand superfamily member 2,UNIPROT
1784060,122,"Tumor necrosis factor, membrane form",UNIPROT
1784065,122,"Tumor necrosis factor, soluble form",UNIPROT
1784082,123,5.6.2.2,EC_NUMBER
862742,123,cou,GENE_SYMBOL_OTHER
1784080,123,DNA gyrase subunit B,UNIPROT
1784074,123,gyrB,GENE_SYMBOL
862743,123,himB,GENE_SYMBOL_OTHER
862744,123,hisU,GENE_SYMBOL_OTHER
862745,123,nalC,GENE_SYMBOL_OTHER
1230397,123,parA,GENE_SYMBOL_OTHER
1230392,123,Synonyms=acrB,GENE_SYMBOL_OTHER
1784081,123,Type IIA topoisomerase subunit GyrB,UNIPROT
1784088,124,3.1.4.35,EC_NUMBER
1784087,124,CGB-PDE,UNIPROT
1784086,124,cGMP-binding cGMP-specific phosphodiesterase,UNIPROT
1784085,124,"cGMP-specific 3',5'-cyclic phosphodiesterase",UNIPROT
862755,124,PDE5,GENE_SYMBOL_OTHER
1784083,124,PDE5A,GENE_SYMBOL
1784093,125,2.7.7.7,EC_NUMBER
1784091,125,DNA polymerase alpha catalytic subunit,UNIPROT
1784092,125,DNA polymerase alpha catalytic subunit p180,UNIPROT
862762,125,POLA,GENE_SYMBOL_OTHER
1784089,125,POLA1,GENE_SYMBOL
1784102,126,3.5.1.-,EC_NUMBER
1784101,126,3.5.1.98,EC_NUMBER
1784100,126,HD3,UNIPROT
1784094,126,HDAC3,GENE_SYMBOL
1784095,126,Histone deacetylase 3,UNIPROT
1784096,126,Protein deacetylase HDAC3,UNIPROT
1784097,126,Protein deacylase HDAC3,UNIPROT
1784098,126,RPD3-2,UNIPROT
1784099,126,SMAP45,UNIPROT
1784107,127,PAF-R,UNIPROT
862774,127,PAFR,GENE_SYMBOL_OTHER
1784108,127,PAFr,UNIPROT
1784106,127,Platelet-activating factor receptor,UNIPROT
1784104,127,PTAFR,GENE_SYMBOL
1784114,128,1.17.4.1,EC_NUMBER
1784111,128,Ribonucleoside-diphosphate reductase large subunit,UNIPROT
1784112,128,Ribonucleoside-diphosphate reductase subunit M1,UNIPROT
1784113,128,Ribonucleotide reductase large subunit,UNIPROT
862780,128,RR1,GENE_SYMBOL_OTHER
1784109,128,RRM1,GENE_SYMBOL
1783725,129,D(2) dopamine receptor,UNIPROT
1783726,129,Dopamine D2 receptor,UNIPROT
1783724,129,DRD2,GENE_SYMBOL
1783727,130,FGA,GENE_SYMBOL
1783728,130,Fibrinogen alpha chain,UNIPROT
1783729,130,Fibrinopeptide A,UNIPROT
1783732,131,Calcitonin receptor,UNIPROT
1783731,131,CALCR,GENE_SYMBOL
1783733,131,CT-R,UNIPROT
1783734,132,AGTR1,GENE_SYMBOL
862351,132,AGTR1A,GENE_SYMBOL_OTHER
862352,132,AGTR1B,GENE_SYMBOL_OTHER
1783742,132,Angiotensin II type-1 receptor,UNIPROT
1783743,132,AT1 receptor,UNIPROT
1783740,132,AT1AR,UNIPROT
1783741,132,AT1BR,UNIPROT
862353,132,AT2R1,GENE_SYMBOL_OTHER
862354,132,AT2R1B,GENE_SYMBOL_OTHER
1395166,132,Synonyms=AGTR1A,GENE_SYMBOL_OTHER
1783739,132,Type-1 angiotensin II receptor,UNIPROT
1783747,133,5-HT-2B,UNIPROT
1783748,133,5-HT2B,UNIPROT
1783745,133,5-hydroxytryptamine receptor 2B,UNIPROT
1783744,133,HTR2B,GENE_SYMBOL
1783746,133,Serotonin receptor 2B,UNIPROT
1783751,134,Ig epsilon chain C region,UNIPROT
1783752,134,Ig epsilon chain C region ND,UNIPROT
1783749,134,IGHE,GENE_SYMBOL
1783750,134,Immunoglobulin heavy constant epsilon,UNIPROT
1783763,135,4.2.1.152,EC_NUMBER
1783762,135,5.3.99.5,EC_NUMBER
862374,135,CYP5,GENE_SYMBOL_OTHER
862375,135,CYP5A1,GENE_SYMBOL_OTHER
1783758,135,Cytochrome P450 5A1,UNIPROT
1783759,135,Hydroperoxy icosatetraenoate dehydratase,UNIPROT
1471375,135,Synonyms=CYP5,GENE_SYMBOL_OTHER
1783753,135,TBXAS1,GENE_SYMBOL
1783757,135,Thromboxane-A synthase,UNIPROT
1783760,135,TXA synthase,UNIPROT
1230074,135,TXAS,GENE_SYMBOL_OTHER
1783761,135,TXS,UNIPROT
1783768,136,PGE receptor EP4 subtype,UNIPROT
1783769,136,PGE2 receptor EP4 subtype,UNIPROT
1783766,136,Prostaglandin E2 receptor EP4 subtype,UNIPROT
1783767,136,Prostanoid EP4 receptor,UNIPROT
862384,136,PTGER2,GENE_SYMBOL_OTHER
1783764,136,PTGER4,GENE_SYMBOL
1783773,137,1.8.1.12,EC_NUMBER
1783772,137,"N(1),N(8)-bis(glutathionyl)spermidine reductase",UNIPROT
1783770,137,TPR,GENE_SYMBOL
1783771,137,Trypanothione reductase,UNIPROT
1783777,138,Chromaffin granule amine transporter,UNIPROT
1783774,138,SLC18A1,GENE_SYMBOL
1783778,138,Solute carrier family 18 member 1,UNIPROT
862396,138,VAT1,GENE_SYMBOL_OTHER
1783780,138,VAT1,UNIPROT
1783779,138,Vesicular amine transporter 1,UNIPROT
862397,138,VMAT1,GENE_SYMBOL_OTHER
1783784,139,1.11.1.8,EC_NUMBER
1783782,139,Thyroid peroxidase,UNIPROT
1783781,139,TPO,GENE_SYMBOL
1783783,139,TPO,UNIPROT
1783790,140,3.4.16.4,EC_NUMBER
1783785,140,mrdA,GENE_SYMBOL
1783789,140,PBP-2,UNIPROT
1783788,140,Penicillin-binding protein 2,UNIPROT
1783787,140,"Peptidoglycan D,D-transpeptidase MrdA",UNIPROT
1230104,140,Synonyms=pbpA,GENE_SYMBOL_OTHER
1471407,140,Synonyms=pbpA {ECO:0000303|PubMed:3533535,GENE_SYMBOL_OTHER
1783798,141,2.7.10.2,EC_NUMBER
1783791,141,FYN,GENE_SYMBOL
1783796,141,p59-Fyn,UNIPROT
1783794,141,Proto-oncogene c-Fyn,UNIPROT
1783793,141,Proto-oncogene Syn,UNIPROT
1783797,141,SLK,UNIPROT
1783795,141,Src-like kinase,UNIPROT
1783792,141,Tyrosine-protein kinase Fyn,UNIPROT
1783799,142,CD33,GENE_SYMBOL
1783804,142,CD_antigen=CD33,UNIPROT
1783803,142,gp67,UNIPROT
1783801,142,Myeloid cell surface antigen CD33,UNIPROT
1783802,142,Sialic acid-binding Ig-like lectin 3,UNIPROT
1783805,142,Siglec-3,UNIPROT
862424,142,SIGLEC3,GENE_SYMBOL_OTHER
1783812,143,4.1.1.28,EC_NUMBER
862432,143,AADC,GENE_SYMBOL_OTHER
1783810,143,AADC,UNIPROT
1783808,143,Aromatic-L-amino-acid decarboxylase,UNIPROT
1783806,143,DDC,GENE_SYMBOL
1783811,143,DDC,UNIPROT
1783809,143,DOPA decarboxylase,UNIPROT
1548733,143,Synonyms=AADC,GENE_SYMBOL_OTHER
1783822,144,CD_antigen=CD41,UNIPROT
862440,144,GP2B,GENE_SYMBOL_OTHER
1783820,144,GPalpha IIb,UNIPROT
1783823,144,GPIIb,UNIPROT
1783816,144,Integrin alpha-IIb,UNIPROT
1783817,144,Integrin alpha-IIb heavy chain,UNIPROT
1783818,144,"Integrin alpha-IIb light chain, form 1",UNIPROT
1783819,144,"Integrin alpha-IIb light chain, form 2",UNIPROT
1783813,144,ITGA2B,GENE_SYMBOL
862441,144,ITGAB,GENE_SYMBOL_OTHER
1783821,144,Platelet membrane glycoprotein IIb,UNIPROT
1783833,145,2.7.10.1,EC_NUMBER
1783829,145,CD_antigen=CD115,UNIPROT
1783827,145,CSF-1 receptor,UNIPROT
1783830,145,CSF-1-R,UNIPROT
1783831,145,CSF-1R,UNIPROT
1783824,145,CSF1R,GENE_SYMBOL
862453,145,FMS,GENE_SYMBOL_OTHER
1783832,145,M-CSF-R,UNIPROT
1783826,145,Macrophage colony-stimulating factor 1 receptor,UNIPROT
1783828,145,Proto-oncogene c-Fms,UNIPROT
1783834,146,ADRA1A,GENE_SYMBOL
862464,146,ADRA1C,GENE_SYMBOL_OTHER
1783836,146,Alpha-1A adrenergic receptor,UNIPROT
1783840,146,Alpha-1A adrenoceptor,UNIPROT
1783837,146,Alpha-1A adrenoreceptor,UNIPROT
1783838,146,Alpha-1C adrenergic receptor,UNIPROT
1783839,146,Alpha-adrenergic receptor 1c,UNIPROT
1783851,147,2.7.10.1,EC_NUMBER
1783844,147,EGFR,GENE_SYMBOL
1783848,147,Epidermal growth factor receptor,UNIPROT
862475,147,ERBB,GENE_SYMBOL_OTHER
862476,147,ERBB1,GENE_SYMBOL_OTHER
862477,147,HER1,GENE_SYMBOL_OTHER
1783849,147,Proto-oncogene c-ErbB-1,UNIPROT
1783850,147,Receptor tyrosine-protein kinase erbB-1,UNIPROT
1783862,148,1.14.99.1,EC_NUMBER
1783859,148,COX-2,UNIPROT
862486,148,COX2,GENE_SYMBOL_OTHER
1783855,148,Cyclooxygenase-2,UNIPROT
1783860,148,PGH synthase 2,UNIPROT
1783861,148,PGHS-2,UNIPROT
1783856,148,PHS II,UNIPROT
1783854,148,Prostaglandin G/H synthase 2,UNIPROT
1783857,148,Prostaglandin H2 synthase 2,UNIPROT
1783858,148,Prostaglandin-endoperoxide synthase 2,UNIPROT
1783852,148,PTGS2,GENE_SYMBOL
1230171,148,Synonyms=COX2,GENE_SYMBOL_OTHER
1783864,149,D(3) dopamine receptor,UNIPROT
1783865,149,Dopamine D3 receptor,UNIPROT
1783863,149,DRD3,GENE_SYMBOL
862501,150,NAC1,GENE_SYMBOL_OTHER
862502,150,SCN1,GENE_SYMBOL_OTHER
1783866,150,SCN1A,GENE_SYMBOL
1783870,150,Sodium channel protein brain I subunit alpha,UNIPROT
1783869,150,Sodium channel protein type 1 subunit alpha,UNIPROT
1783871,150,Sodium channel protein type I subunit alpha,UNIPROT
1783872,150,Voltage-gated sodium channel subunit alpha Nav1.1,UNIPROT
1783876,151,"1,4-cineole 2-exo-monooxygenase",UNIPROT
1783877,151,"1,8-cineole 2-exo-monooxygenase",UNIPROT
1783889,151,1.14.14.1,EC_NUMBER
1783892,151,1.14.14.55,EC_NUMBER
1783890,151,1.14.14.56,EC_NUMBER
1783891,151,1.14.14.73,EC_NUMBER
1783878,151,Albendazole monooxygenase (sulfoxide-forming),UNIPROT
1783879,151,Albendazole sulfoxidase,UNIPROT
1783882,151,Cholesterol 25-hydroxylase,UNIPROT
862510,151,CYP3A3,GENE_SYMBOL_OTHER
1783873,151,CYP3A4,GENE_SYMBOL
1783880,151,CYPIIIA3,UNIPROT
1783881,151,CYPIIIA4,UNIPROT
1783883,151,Cytochrome P450 3A3,UNIPROT
1783875,151,Cytochrome P450 3A4,UNIPROT
1783884,151,Cytochrome P450 HLp,UNIPROT
1783885,151,Cytochrome P450 NF-25,UNIPROT
1783886,151,Cytochrome P450-PCN1,UNIPROT
1783887,151,Nifedipine oxidase,UNIPROT
1783888,151,Quinine 3-monooxygenase,UNIPROT
1230192,151,Synonyms=CYP3A3,GENE_SYMBOL_OTHER
1783895,152,Ryanodine receptor 1,UNIPROT
862533,152,RYDR,GENE_SYMBOL_OTHER
1783900,152,RYR-1,UNIPROT
1783893,152,RYR1,GENE_SYMBOL
1783901,152,RyR1,UNIPROT
1783896,152,Skeletal muscle calcium release channel,UNIPROT
1783897,152,Skeletal muscle ryanodine receptor,UNIPROT
1783898,152,Skeletal muscle-type ryanodine receptor,UNIPROT
1783899,152,Type 1 ryanodine receptor,UNIPROT
1783904,153,GABA(A) receptor subunit beta-3,UNIPROT
1783902,153,GABRB3,GENE_SYMBOL
1783903,153,Gamma-aminobutyric acid receptor subunit beta-3,UNIPROT
862546,154,TUBB2C,GENE_SYMBOL_OTHER
1783905,154,TUBB4B,GENE_SYMBOL
1783908,154,Tubulin beta-2 chain,UNIPROT
1783909,154,Tubulin beta-2C chain,UNIPROT
1783907,154,Tubulin beta-4B chain,UNIPROT
1783916,155,1.3.1.9,EC_NUMBER
1783915,155,Enoyl-ACP reductase,UNIPROT
1783911,155,Enoyl-[acyl-carrier-protein] reductase [NADH],UNIPROT
1783914,155,ENR,UNIPROT
1783912,155,FAS-II enoyl-ACP reductase,UNIPROT
1783910,155,inhA,GENE_SYMBOL
1783913,155,NADH-dependent 2-trans-enoyl-ACP reductase,UNIPROT
1783920,156,D(1B) dopamine receptor,UNIPROT
1783921,156,D(5) dopamine receptor,UNIPROT
1783922,156,D1beta dopamine receptor,UNIPROT
1783923,156,Dopamine D5 receptor,UNIPROT
862559,156,DRD1B,GENE_SYMBOL_OTHER
862560,156,DRD1L2,GENE_SYMBOL_OTHER
1783917,156,DRD5,GENE_SYMBOL
1783932,157,1.14.14.23,EC_NUMBER
1783931,157,1.14.14.26,EC_NUMBER
1783927,157,24-hydroxycholesterol 7-alpha-hydroxylase,UNIPROT
1783929,157,Cholesterol 7-alpha-hydroxylase,UNIPROT
1783930,157,Cholesterol 7-alpha-monooxygenase,UNIPROT
862568,157,CYP7,GENE_SYMBOL_OTHER
1783924,157,CYP7A1,GENE_SYMBOL
1783928,157,CYPVII,UNIPROT
1783926,157,Cytochrome P450 7A1,UNIPROT
1230243,157,Synonyms=CYP7,GENE_SYMBOL_OTHER
1783945,158,2.7.7.6,EC_NUMBER
1783941,158,DNA-directed RNA polymerase subunit beta,UNIPROT
862576,158,groN,GENE_SYMBOL_OTHER
862577,158,nitB,GENE_SYMBOL_OTHER
862578,158,rif,GENE_SYMBOL_OTHER
1783942,158,RNA polymerase subunit beta,UNIPROT
1783944,158,RNAP subunit beta,UNIPROT
862579,158,ron,GENE_SYMBOL_OTHER
1783933,158,rpoB,GENE_SYMBOL
862580,158,stl,GENE_SYMBOL_OTHER
862581,158,stv,GENE_SYMBOL_OTHER
862582,158,tabD,GENE_SYMBOL_OTHER
1783943,158,Transcriptase subunit beta,UNIPROT
1783947,159,Adenosine receptor A1,UNIPROT
1783946,159,ADORA1,GENE_SYMBOL
1783949,160,Somatostatin receptor type 4,UNIPROT
1783950,160,SS-4-R,UNIPROT
1783951,160,SS4-R,UNIPROT
1783952,160,SS4R,UNIPROT
1783953,160,SST4,UNIPROT
1783948,160,SSTR4,GENE_SYMBOL
862603,161,LCGR,GENE_SYMBOL_OTHER
862604,161,LGR2,GENE_SYMBOL_OTHER
1783960,161,LH/CG-R,UNIPROT
1783954,161,LHCGR,GENE_SYMBOL
1783961,161,LHR,UNIPROT
862605,161,LHRHR,GENE_SYMBOL_OTHER
1783962,161,LSH-R,UNIPROT
1783959,161,Luteinizing hormone receptor,UNIPROT
1783958,161,Lutropin-choriogonadotropic hormone receptor,UNIPROT
1783973,162,1.14.99.1,EC_NUMBER
1783969,162,COX-1,UNIPROT
862615,162,COX1,GENE_SYMBOL_OTHER
1783966,162,Cyclooxygenase-1,UNIPROT
1783970,162,PGH synthase 1,UNIPROT
1783971,162,PGHS-1,UNIPROT
1783972,162,PHS 1,UNIPROT
1783965,162,Prostaglandin G/H synthase 1,UNIPROT
1783967,162,Prostaglandin H2 synthase 1,UNIPROT
1783968,162,Prostaglandin-endoperoxide synthase 1,UNIPROT
1783963,162,PTGS1,GENE_SYMBOL
1230281,162,Synonyms=COX1,GENE_SYMBOL_OTHER
1783977,163,GnRH receptor,UNIPROT
1783978,163,GnRH-R,UNIPROT
1783974,163,GNRHR,GENE_SYMBOL
1783976,163,Gonadotropin-releasing hormone receptor,UNIPROT
862627,163,GRHR,GENE_SYMBOL_OTHER
1783986,164,1.3.1.22,EC_NUMBER
1783980,164,3-oxo-5-alpha-steroid 4-dehydrogenase 2,UNIPROT
1783981,164,5 alpha-SR2,UNIPROT
1783985,164,S5AR 2,UNIPROT
1783982,164,SR type 2,UNIPROT
1783979,164,SRD5A2,GENE_SYMBOL
1783983,164,Steroid 5-alpha-reductase 2,UNIPROT
1783984,164,Type II 5-alpha reductase,UNIPROT
1783992,165,1.3.1.9,EC_NUMBER
