as_id,rgid,smid,type,relation,value,units,text_value,standard_type,standard_relation,standard_value,standard_units,standard_text_value,comments
151,102,1012763,"Liver_Change, acidophilic (Hepatocyte)",,,,slight,"Liver_Change, acidophilic (Hepatocyte)",,,,slight,SAMPLE_ID: 0713105; SP_FLG: false; BARCODE: No ChipData
152,101,1012764,Liver_Increased mitosis (Hepatocyte),,,,slight,Liver_Increased mitosis (Hepatocyte),,,,slight,SAMPLE_ID: 0713104; SP_FLG: false; BARCODE: 003017921010
153,102,1012765,Liver_Increased mitosis (Hepatocyte),,,,slight,Liver_Increased mitosis (Hepatocyte),,,,slight,SAMPLE_ID: 0713105; SP_FLG: false; BARCODE: No ChipData
154,99,1012766,Liver_Pyknosis (Hepatocyte),,,,slight,Liver_Pyknosis (Hepatocyte),,,,slight,SAMPLE_ID: 0713101; SP_FLG: false; BARCODE: 003017921008
155,100,1012767,Liver_Pyknosis (Hepatocyte),,,,slight,Liver_Pyknosis (Hepatocyte),,,,slight,SAMPLE_ID: 0713102; SP_FLG: false; BARCODE: 003017921009
156,101,1012768,Liver_Pyknosis (Hepatocyte),,,,slight,Liver_Pyknosis (Hepatocyte),,,,slight,SAMPLE_ID: 0713104; SP_FLG: false; BARCODE: 003017921010
157,102,1012769,Liver_Pyknosis (Hepatocyte),,,,slight,Liver_Pyknosis (Hepatocyte),,,,slight,SAMPLE_ID: 0713105; SP_FLG: false; BARCODE: No ChipData
158,103,1012770,Liver_Anisonucleosis (Hepatocyte),,,,slight,Liver_Anisonucleosis (Hepatocyte),,,,slight,SAMPLE_ID: 0713111; SP_FLG: false; BARCODE: No ChipData
159,104,1012771,Liver_Anisonucleosis (Hepatocyte),,,,slight,Liver_Anisonucleosis (Hepatocyte),,,,slight,SAMPLE_ID: 0713112; SP_FLG: false; BARCODE: No ChipData
160,105,1012772,Liver_Anisonucleosis (Hepatocyte),,,,slight,Liver_Anisonucleosis (Hepatocyte),,,,slight,SAMPLE_ID: 0713114; SP_FLG: false; BARCODE: 003017921021
161,103,1012773,"Liver_Change, acidophilic (Hepatocyte)",,,,slight,"Liver_Change, acidophilic (Hepatocyte)",,,,slight,SAMPLE_ID: 0713111; SP_FLG: false; BARCODE: No ChipData
162,104,1012774,"Liver_Change, acidophilic (Hepatocyte)",,,,slight,"Liver_Change, acidophilic (Hepatocyte)",,,,slight,SAMPLE_ID: 0713112; SP_FLG: false; BARCODE: No ChipData
163,106,1012775,"Liver_Change, acidophilic (Hepatocyte)",,,,slight,"Liver_Change, acidophilic (Hepatocyte)",,,,slight,SAMPLE_ID: 0713113; SP_FLG: false; BARCODE: 003017921020
164,105,1012776,"Liver_Change, acidophilic (Hepatocyte)",,,,slight,"Liver_Change, acidophilic (Hepatocyte)",,,,slight,SAMPLE_ID: 0713114; SP_FLG: false; BARCODE: 003017921021
165,107,1012777,"Liver_Change, acidophilic (Hepatocyte)",,,,slight,"Liver_Change, acidophilic (Hepatocyte)",,,,slight,SAMPLE_ID: 0713115; SP_FLG: false; BARCODE: 003017921022
166,103,1012778,Liver_Pyknosis (Hepatocyte),,,,slight,Liver_Pyknosis (Hepatocyte),,,,slight,SAMPLE_ID: 0713111; SP_FLG: false; BARCODE: No ChipData
167,104,1012779,Liver_Pyknosis (Hepatocyte),,,,slight,Liver_Pyknosis (Hepatocyte),,,,slight,SAMPLE_ID: 0713112; SP_FLG: false; BARCODE: No ChipData
168,106,1012780,Liver_Pyknosis (Hepatocyte),,,,slight,Liver_Pyknosis (Hepatocyte),,,,slight,SAMPLE_ID: 0713113; SP_FLG: false; BARCODE: 003017921020
169,105,1012781,Liver_Pyknosis (Hepatocyte),,,,slight,Liver_Pyknosis (Hepatocyte),,,,slight,SAMPLE_ID: 0713114; SP_FLG: false; BARCODE: 003017921021
170,107,1012782,Liver_Pyknosis (Hepatocyte),,,,moderate,Liver_Pyknosis (Hepatocyte),,,,moderate,SAMPLE_ID: 0713115; SP_FLG: false; BARCODE: 003017921022
171,108,1012783,Liver_Anisonucleosis (Hepatocyte),,,,slight,Liver_Anisonucleosis (Hepatocyte),,,,slight,SAMPLE_ID: 0713121; SP_FLG: false; BARCODE: 003017922002
172,109,1012784,Liver_Anisonucleosis (Hepatocyte),,,,moderate,Liver_Anisonucleosis (Hepatocyte),,,,moderate,SAMPLE_ID: 0713124; SP_FLG: false; BARCODE: No ChipData
173,108,1012785,"Liver_Change, acidophilic (Hepatocyte)",,,,slight,"Liver_Change, acidophilic (Hepatocyte)",,,,slight,SAMPLE_ID: 0713121; SP_FLG: false; BARCODE: 003017922002
174,110,1012786,"Liver_Change, acidophilic (Hepatocyte)",,,,slight,"Liver_Change, acidophilic (Hepatocyte)",,,,slight,SAMPLE_ID: 0713125; SP_FLG: false; BARCODE: No ChipData
175,109,1012787,"Liver_Change, acidophilic (Hepatocyte)",,,,moderate,"Liver_Change, acidophilic (Hepatocyte)",,,,moderate,SAMPLE_ID: 0713124; SP_FLG: false; BARCODE: No ChipData
176,109,1012788,Liver_Hypertrophy (Hepatocyte),,,,slight,Liver_Hypertrophy (Hepatocyte),,,,slight,SAMPLE_ID: 0713124; SP_FLG: false; BARCODE: No ChipData
177,109,1012789,Liver_Increased mitosis (Hepatocyte),,,,slight,Liver_Increased mitosis (Hepatocyte),,,,slight,SAMPLE_ID: 0713124; SP_FLG: false; BARCODE: No ChipData
178,108,1012790,Liver_Pyknosis (Hepatocyte),,,,slight,Liver_Pyknosis (Hepatocyte),,,,slight,SAMPLE_ID: 0713121; SP_FLG: false; BARCODE: 003017922002
179,111,1012791,Liver_Pyknosis (Hepatocyte),,,,slight,Liver_Pyknosis (Hepatocyte),,,,slight,SAMPLE_ID: 0713123; SP_FLG: false; BARCODE: 003017922004
180,109,1012792,Liver_Pyknosis (Hepatocyte),,,,slight,Liver_Pyknosis (Hepatocyte),,,,slight,SAMPLE_ID: 0713124; SP_FLG: false; BARCODE: No ChipData
181,110,1012793,Liver_Pyknosis (Hepatocyte),,,,slight,Liver_Pyknosis (Hepatocyte),,,,slight,SAMPLE_ID: 0713125; SP_FLG: false; BARCODE: No ChipData
182,109,1012794,Liver_Single cell necrosis (Hepatocyte),,,,slight,Liver_Single cell necrosis (Hepatocyte),,,,slight,SAMPLE_ID: 0713124; SP_FLG: false; BARCODE: No ChipData
183,112,1012795,Liver_Anisonucleosis (Hepatocyte),,,,slight,Liver_Anisonucleosis (Hepatocyte),,,,slight,SAMPLE_ID: 0713134; SP_FLG: false; BARCODE: 003017921001
184,113,1012796,Liver_Anisonucleosis (Hepatocyte),,,,moderate,Liver_Anisonucleosis (Hepatocyte),,,,moderate,SAMPLE_ID: 0713131; SP_FLG: false; BARCODE: 003017920029
185,113,1012797,"Liver_Cellular infiltration, mononuclear cell",,,,slight,"Liver_Cellular infiltration, mononuclear cell",,,,slight,SAMPLE_ID: 0713131; SP_FLG: false; BARCODE: 003017920029
186,112,1012798,"Liver_Change, acidophilic (Hepatocyte)",,,,moderate,"Liver_Change, acidophilic (Hepatocyte)",,,,moderate,SAMPLE_ID: 0713134; SP_FLG: false; BARCODE: 003017921001
187,113,1012799,"Liver_Change, acidophilic (Hepatocyte)",,,,severe,"Liver_Change, acidophilic (Hepatocyte)",,,,severe,SAMPLE_ID: 0713131; SP_FLG: false; BARCODE: 003017920029
188,114,1012800,Liver_Increased mitosis (Hepatocyte),,,,slight,Liver_Increased mitosis (Hepatocyte),,,,slight,SAMPLE_ID: 0713135; SP_FLG: false; BARCODE: No ChipData
189,114,1012801,Liver_Pyknosis (Hepatocyte),,,,slight,Liver_Pyknosis (Hepatocyte),,,,slight,SAMPLE_ID: 0713135; SP_FLG: false; BARCODE: No ChipData
190,112,1012802,Liver_Pyknosis (Hepatocyte),,,,moderate,Liver_Pyknosis (Hepatocyte),,,,moderate,SAMPLE_ID: 0713134; SP_FLG: false; BARCODE: 003017921001
191,113,1012803,Liver_Pyknosis (Hepatocyte),,,,severe,Liver_Pyknosis (Hepatocyte),,,,severe,SAMPLE_ID: 0713131; SP_FLG: false; BARCODE: 003017920029
192,112,1012804,Liver_Single cell necrosis (Hepatocyte),,,,slight,Liver_Single cell necrosis (Hepatocyte),,,,slight,SAMPLE_ID: 0713134; SP_FLG: false; BARCODE: 003017921001
193,114,1012805,Liver_Single cell necrosis (Hepatocyte),,,,slight,Liver_Single cell necrosis (Hepatocyte),,,,slight,SAMPLE_ID: 0713135; SP_FLG: false; BARCODE: No ChipData
194,113,1012806,Liver_Single cell necrosis (Hepatocyte),,,,moderate,Liver_Single cell necrosis (Hepatocyte),,,,moderate,SAMPLE_ID: 0713131; SP_FLG: false; BARCODE: 003017920029
195,114,1012807,Kidney_Increased mitosis (Renal tubule),,,,slight,Kidney_Increased mitosis (Renal tubule),,,,slight,SAMPLE_ID: 0713135; SP_FLG: true; BARCODE: No ChipData
196,115,1012808,Liver_Anisonucleosis (Hepatocyte),,,,slight,Liver_Anisonucleosis (Hepatocyte),,,,slight,SAMPLE_ID: 0713145; SP_FLG: false; BARCODE: No ChipData
197,116,1012809,Liver_Anisonucleosis (Hepatocyte),,,,moderate,Liver_Anisonucleosis (Hepatocyte),,,,moderate,SAMPLE_ID: 0713141; SP_FLG: false; BARCODE: 003017921011
198,117,1012810,Liver_Anisonucleosis (Hepatocyte),,,,moderate,Liver_Anisonucleosis (Hepatocyte),,,,moderate,SAMPLE_ID: 0713144; SP_FLG: false; BARCODE: No ChipData
199,116,1012811,"Liver_Cellular infiltration, mononuclear cell",,,,slight,"Liver_Cellular infiltration, mononuclear cell",,,,slight,SAMPLE_ID: 0713141; SP_FLG: false; BARCODE: 003017921011
200,117,1012812,"Liver_Cellular infiltration, mononuclear cell",,,,moderate,"Liver_Cellular infiltration, mononuclear cell",,,,moderate,SAMPLE_ID: 0713144; SP_FLG: false; BARCODE: No ChipData
201,118,1012813,"Liver_Change, acidophilic (Hepatocyte)",,,,slight,"Liver_Change, acidophilic (Hepatocyte)",,,,slight,SAMPLE_ID: 0713143; SP_FLG: false; BARCODE: 003017921013
202,116,1012814,"Liver_Change, acidophilic (Hepatocyte)",,,,moderate,"Liver_Change, acidophilic (Hepatocyte)",,,,moderate,SAMPLE_ID: 0713141; SP_FLG: false; BARCODE: 003017921011
203,117,1012815,"Liver_Change, acidophilic (Hepatocyte)",,,,moderate,"Liver_Change, acidophilic (Hepatocyte)",,,,moderate,SAMPLE_ID: 0713144; SP_FLG: false; BARCODE: No ChipData
204,115,1012816,"Liver_Change, acidophilic (Hepatocyte)",,,,moderate,"Liver_Change, acidophilic (Hepatocyte)",,,,moderate,SAMPLE_ID: 0713145; SP_FLG: false; BARCODE: No ChipData
205,117,1012817,Liver_Increased mitosis (Hepatocyte),,,,slight,Liver_Increased mitosis (Hepatocyte),,,,slight,SAMPLE_ID: 0713144; SP_FLG: false; BARCODE: No ChipData
206,115,1012818,Liver_Increased mitosis (Hepatocyte),,,,slight,Liver_Increased mitosis (Hepatocyte),,,,slight,SAMPLE_ID: 0713145; SP_FLG: false; BARCODE: No ChipData
207,116,1012819,Liver_Pyknosis (Hepatocyte),,,,slight,Liver_Pyknosis (Hepatocyte),,,,slight,SAMPLE_ID: 0713141; SP_FLG: false; BARCODE: 003017921011
208,119,1012820,Liver_Pyknosis (Hepatocyte),,,,slight,Liver_Pyknosis (Hepatocyte),,,,slight,SAMPLE_ID: 0713142; SP_FLG: false; BARCODE: 003017921012
209,118,1012821,Liver_Pyknosis (Hepatocyte),,,,slight,Liver_Pyknosis (Hepatocyte),,,,slight,SAMPLE_ID: 0713143; SP_FLG: false; BARCODE: 003017921013
210,115,1012822,Liver_Pyknosis (Hepatocyte),,,,slight,Liver_Pyknosis (Hepatocyte),,,,slight,SAMPLE_ID: 0713145; SP_FLG: false; BARCODE: No ChipData
211,117,1012823,Liver_Pyknosis (Hepatocyte),,,,moderate,Liver_Pyknosis (Hepatocyte),,,,moderate,SAMPLE_ID: 0713144; SP_FLG: false; BARCODE: No ChipData
212,116,1012824,Liver_Single cell necrosis (Hepatocyte),,,,slight,Liver_Single cell necrosis (Hepatocyte),,,,slight,SAMPLE_ID: 0713141; SP_FLG: false; BARCODE: 003017921011
213,115,1012825,Liver_Single cell necrosis (Hepatocyte),,,,slight,Liver_Single cell necrosis (Hepatocyte),,,,slight,SAMPLE_ID: 0713145; SP_FLG: false; BARCODE: No ChipData
214,117,1012826,Liver_Single cell necrosis (Hepatocyte),,,,moderate,Liver_Single cell necrosis (Hepatocyte),,,,moderate,SAMPLE_ID: 0713144; SP_FLG: false; BARCODE: No ChipData
215,120,1012827,Liver_Anisonucleosis (Hepatocyte),,,,slight,Liver_Anisonucleosis (Hepatocyte),,,,slight,SAMPLE_ID: 0713151; SP_FLG: false; BARCODE: 003017921023
216,121,1012828,Liver_Anisonucleosis (Hepatocyte),,,,slight,Liver_Anisonucleosis (Hepatocyte),,,,slight,SAMPLE_ID: 0713153; SP_FLG: false; BARCODE: 003017921025
217,122,1012829,Liver_Anisonucleosis (Hepatocyte),,,,slight,Liver_Anisonucleosis (Hepatocyte),,,,slight,SAMPLE_ID: 0713154; SP_FLG: false; BARCODE: No ChipData
218,123,1012830,Liver_Anisonucleosis (Hepatocyte),,,,moderate,Liver_Anisonucleosis (Hepatocyte),,,,moderate,SAMPLE_ID: 0713152; SP_FLG: false; BARCODE: 003017921024
219,123,1012831,"Liver_Cellular infiltration, mononuclear cell",,,,moderate,"Liver_Cellular infiltration, mononuclear cell",,,,moderate,SAMPLE_ID: 0713152; SP_FLG: false; BARCODE: 003017921024
220,120,1012832,"Liver_Change, acidophilic (Hepatocyte)",,,,slight,"Liver_Change, acidophilic (Hepatocyte)",,,,slight,SAMPLE_ID: 0713151; SP_FLG: false; BARCODE: 003017921023
221,122,1012833,"Liver_Change, acidophilic (Hepatocyte)",,,,slight,"Liver_Change, acidophilic (Hepatocyte)",,,,slight,SAMPLE_ID: 0713154; SP_FLG: false; BARCODE: No ChipData
222,124,1012834,"Liver_Change, acidophilic (Hepatocyte)",,,,slight,"Liver_Change, acidophilic (Hepatocyte)",,,,slight,SAMPLE_ID: 0713155; SP_FLG: false; BARCODE: No ChipData
223,123,1012835,"Liver_Change, acidophilic (Hepatocyte)",,,,moderate,"Liver_Change, acidophilic (Hepatocyte)",,,,moderate,SAMPLE_ID: 0713152; SP_FLG: false; BARCODE: 003017921024
224,121,1012836,"Liver_Change, acidophilic (Hepatocyte)",,,,moderate,"Liver_Change, acidophilic (Hepatocyte)",,,,moderate,SAMPLE_ID: 0713153; SP_FLG: false; BARCODE: 003017921025
225,123,1012837,"Liver_Deposit, pigment (Centrilobular)",,,,slight,"Liver_Deposit, pigment (Centrilobular)",,,,slight,SAMPLE_ID: 0713152; SP_FLG: false; BARCODE: 003017921024
226,123,1012838,Liver_Hypertrophy (Hepatocyte),,,,slight,Liver_Hypertrophy (Hepatocyte),,,,slight,SAMPLE_ID: 0713152; SP_FLG: false; BARCODE: 003017921024
227,120,1012839,Liver_Increased mitosis (Hepatocyte),,,,slight,Liver_Increased mitosis (Hepatocyte),,,,slight,SAMPLE_ID: 0713151; SP_FLG: false; BARCODE: 003017921023
228,122,1012840,Liver_Increased mitosis (Hepatocyte),,,,slight,Liver_Increased mitosis (Hepatocyte),,,,slight,SAMPLE_ID: 0713154; SP_FLG: false; BARCODE: No ChipData
229,120,1012841,Liver_Pyknosis (Hepatocyte),,,,slight,Liver_Pyknosis (Hepatocyte),,,,slight,SAMPLE_ID: 0713151; SP_FLG: false; BARCODE: 003017921023
230,121,1012842,Liver_Pyknosis (Hepatocyte),,,,slight,Liver_Pyknosis (Hepatocyte),,,,slight,SAMPLE_ID: 0713153; SP_FLG: false; BARCODE: 003017921025
231,122,1012843,Liver_Pyknosis (Hepatocyte),,,,slight,Liver_Pyknosis (Hepatocyte),,,,slight,SAMPLE_ID: 0713154; SP_FLG: false; BARCODE: No ChipData
232,124,1012844,Liver_Pyknosis (Hepatocyte),,,,slight,Liver_Pyknosis (Hepatocyte),,,,slight,SAMPLE_ID: 0713155; SP_FLG: false; BARCODE: No ChipData
233,123,1012845,Liver_Pyknosis (Hepatocyte),,,,moderate,Liver_Pyknosis (Hepatocyte),,,,moderate,SAMPLE_ID: 0713152; SP_FLG: false; BARCODE: 003017921024
234,121,1012846,Liver_Single cell necrosis (Hepatocyte),,,,slight,Liver_Single cell necrosis (Hepatocyte),,,,slight,SAMPLE_ID: 0713153; SP_FLG: false; BARCODE: 003017921025
235,122,1012847,Liver_Single cell necrosis (Hepatocyte),,,,slight,Liver_Single cell necrosis (Hepatocyte),,,,slight,SAMPLE_ID: 0713154; SP_FLG: false; BARCODE: No ChipData
236,123,1012848,Liver_Single cell necrosis (Hepatocyte),,,,moderate,Liver_Single cell necrosis (Hepatocyte),,,,moderate,SAMPLE_ID: 0713152; SP_FLG: false; BARCODE: 003017921024
237,125,1012849,Liver_Anisonucleosis (Hepatocyte),,,,slight,Liver_Anisonucleosis (Hepatocyte),,,,slight,SAMPLE_ID: 0713161; SP_FLG: false; BARCODE: 003017922005
238,126,1012850,Liver_Anisonucleosis (Hepatocyte),,,,slight,Liver_Anisonucleosis (Hepatocyte),,,,slight,SAMPLE_ID: 0713162; SP_FLG: false; BARCODE: 003017922006
239,127,1012851,Liver_Anisonucleosis (Hepatocyte),,,,slight,Liver_Anisonucleosis (Hepatocyte),,,,slight,SAMPLE_ID: 0713164; SP_FLG: false; BARCODE: No ChipData
240,128,1012852,Liver_Anisonucleosis (Hepatocyte),,,,slight,Liver_Anisonucleosis (Hepatocyte),,,,slight,SAMPLE_ID: 0713165; SP_FLG: false; BARCODE: 003017922007
241,125,1012853,"Liver_Change, acidophilic (Hepatocyte)",,,,slight,"Liver_Change, acidophilic (Hepatocyte)",,,,slight,SAMPLE_ID: 0713161; SP_FLG: false; BARCODE: 003017922005
242,126,1012854,"Liver_Change, acidophilic (Hepatocyte)",,,,slight,"Liver_Change, acidophilic (Hepatocyte)",,,,slight,SAMPLE_ID: 0713162; SP_FLG: false; BARCODE: 003017922006
243,128,1012855,"Liver_Change, acidophilic (Hepatocyte)",,,,slight,"Liver_Change, acidophilic (Hepatocyte)",,,,slight,SAMPLE_ID: 0713165; SP_FLG: false; BARCODE: 003017922007
244,127,1012856,"Liver_Change, acidophilic (Hepatocyte)",,,,moderate,"Liver_Change, acidophilic (Hepatocyte)",,,,moderate,SAMPLE_ID: 0713164; SP_FLG: false; BARCODE: No ChipData
245,125,1012857,Liver_Pyknosis (Hepatocyte),,,,slight,Liver_Pyknosis (Hepatocyte),,,,slight,SAMPLE_ID: 0713161; SP_FLG: false; BARCODE: 003017922005
246,127,1012858,Liver_Pyknosis (Hepatocyte),,,,slight,Liver_Pyknosis (Hepatocyte),,,,slight,SAMPLE_ID: 0713164; SP_FLG: false; BARCODE: No ChipData
247,128,1012859,Liver_Pyknosis (Hepatocyte),,,,slight,Liver_Pyknosis (Hepatocyte),,,,slight,SAMPLE_ID: 0713165; SP_FLG: false; BARCODE: 003017922007
248,126,1012860,Liver_Pyknosis (Hepatocyte),,,,moderate,Liver_Pyknosis (Hepatocyte),,,,moderate,SAMPLE_ID: 0713162; SP_FLG: false; BARCODE: 003017922006
249,126,1012861,Liver_Single cell necrosis (Hepatocyte),,,,slight,Liver_Single cell necrosis (Hepatocyte),,,,slight,SAMPLE_ID: 0713162; SP_FLG: false; BARCODE: 003017922006
250,129,1012862,"Kidney_Dilatation, cystic (Renal tubule)",,,,minimal,"Kidney_Dilatation, cystic (Renal tubule)",,,,minimal,SAMPLE_ID: 0568012; SP_FLG: true; BARCODE: No ChipData
251,130,1012863,"Kidney_Dilatation, cystic (Renal tubule)",,,,minimal,"Kidney_Dilatation, cystic (Renal tubule)",,,,minimal,SAMPLE_ID: 0568013; SP_FLG: true; BARCODE: No ChipData
252,131,1012864,"Kidney_Dilatation, cystic (Renal tubule)",,,,minimal,"Kidney_Dilatation, cystic (Renal tubule)",,,,minimal,SAMPLE_ID: 0568024; SP_FLG: true; BARCODE: No ChipData
253,132,1012865,"Kidney_Dilatation, cystic (Renal tubule)",,,,minimal,"Kidney_Dilatation, cystic (Renal tubule)",,,,minimal,SAMPLE_ID: 0568033; SP_FLG: true; BARCODE: No ChipData
254,133,1012866,"Kidney_Dilatation, cystic (Renal tubule)",,,,minimal,"Kidney_Dilatation, cystic (Renal tubule)",,,,minimal,SAMPLE_ID: 0568044; SP_FLG: true; BARCODE: No ChipData
255,134,1012867,"Kidney_Dilatation, cystic (Renal tubule)",,,,minimal,"Kidney_Dilatation, cystic (Renal tubule)",,,,minimal,SAMPLE_ID: 0568045; SP_FLG: true; BARCODE: No ChipData
256,133,1012868,Kidney_Scar (Cortex),,,,minimal,Kidney_Scar (Cortex),,,,minimal,SAMPLE_ID: 0568044; SP_FLG: true; BARCODE: No ChipData
257,135,1012869,"Kidney_Dilatation, cystic (Renal tubule)",,,,minimal,"Kidney_Dilatation, cystic (Renal tubule)",,,,minimal,SAMPLE_ID: 0569013; SP_FLG: true; BARCODE: No ChipData
258,136,1012870,Liver_Microgranuloma,,,,minimal,Liver_Microgranuloma,,,,minimal,SAMPLE_ID: 0569022; SP_FLG: true; BARCODE: 003017564014
259,137,1012871,"Kidney_Dilatation, cystic (Renal tubule)",,,,minimal,"Kidney_Dilatation, cystic (Renal tubule)",,,,minimal,SAMPLE_ID: 0569033; SP_FLG: true; BARCODE: No ChipData
260,138,1012872,"Kidney_Dilatation, cystic (Renal tubule)",,,,minimal,"Kidney_Dilatation, cystic (Renal tubule)",,,,minimal,SAMPLE_ID: 0569034; SP_FLG: true; BARCODE: No ChipData
261,139,1012873,"Kidney_Dilatation, cystic (Renal tubule)",,,,minimal,"Kidney_Dilatation, cystic (Renal tubule)",,,,minimal,SAMPLE_ID: 0569035; SP_FLG: true; BARCODE: No ChipData
262,140,1012874,"Kidney_Dilatation, cystic (Renal tubule)",,,,minimal,"Kidney_Dilatation, cystic (Renal tubule)",,,,minimal,SAMPLE_ID: 0569044; SP_FLG: true; BARCODE: No ChipData
263,141,1012875,"Kidney_Dilatation, cystic (Renal tubule)",,,,minimal,"Kidney_Dilatation, cystic (Renal tubule)",,,,minimal,SAMPLE_ID: 0568054; SP_FLG: true; BARCODE: No ChipData
264,142,1012876,"Kidney_Dilatation, cystic (Renal tubule)",,,,minimal,"Kidney_Dilatation, cystic (Renal tubule)",,,,minimal,SAMPLE_ID: 0568055; SP_FLG: true; BARCODE: No ChipData
265,143,1012877,"Kidney_Dilatation, cystic (Renal tubule)",,,,minimal,"Kidney_Dilatation, cystic (Renal tubule)",,,,minimal,SAMPLE_ID: 0568061; SP_FLG: true; BARCODE: No ChipData
266,144,1012878,Liver_Swelling (Centrilobular),,,,minimal,Liver_Swelling (Centrilobular),,,,minimal,SAMPLE_ID: 0568071; SP_FLG: false; BARCODE: 003017582029
267,145,1012879,Liver_Swelling (Centrilobular),,,,minimal,Liver_Swelling (Centrilobular),,,,minimal,SAMPLE_ID: 0568072; SP_FLG: false; BARCODE: No ChipData
268,146,1012880,Liver_Swelling (Centrilobular),,,,minimal,Liver_Swelling (Centrilobular),,,,minimal,SAMPLE_ID: 0568074; SP_FLG: false; BARCODE: No ChipData
269,147,1012881,Liver_Swelling (Centrilobular),,,,minimal,Liver_Swelling (Centrilobular),,,,minimal,SAMPLE_ID: 0568075; SP_FLG: false; BARCODE: 003017583001
270,148,1012882,Liver_Swelling (Centrilobular),,,,slight,Liver_Swelling (Centrilobular),,,,slight,SAMPLE_ID: 0568073; SP_FLG: false; BARCODE: 003017582030
271,149,1012883,Liver_Cellular infiltration (Periportal),,,,minimal,Liver_Cellular infiltration (Periportal),,,,minimal,SAMPLE_ID: 0568083; SP_FLG: true; BARCODE: 003017583012
272,150,1012884,Liver_Swelling (Centrilobular),,,,slight,Liver_Swelling (Centrilobular),,,,slight,SAMPLE_ID: 0568081; SP_FLG: false; BARCODE: No ChipData
273,151,1012885,Liver_Swelling (Centrilobular),,,,slight,Liver_Swelling (Centrilobular),,,,slight,SAMPLE_ID: 0568082; SP_FLG: false; BARCODE: 003017583011
274,149,1012886,Liver_Swelling (Centrilobular),,,,slight,Liver_Swelling (Centrilobular),,,,slight,SAMPLE_ID: 0568083; SP_FLG: false; BARCODE: 003017583012
275,152,1012887,Liver_Swelling (Centrilobular),,,,slight,Liver_Swelling (Centrilobular),,,,slight,SAMPLE_ID: 0568084; SP_FLG: false; BARCODE: No ChipData
276,153,1012888,Liver_Swelling (Centrilobular),,,,slight,Liver_Swelling (Centrilobular),,,,slight,SAMPLE_ID: 0568085; SP_FLG: false; BARCODE: 003017583013
277,152,1012889,"Kidney_Dilatation, cystic (Renal tubule)",,,,minimal,"Kidney_Dilatation, cystic (Renal tubule)",,,,minimal,SAMPLE_ID: 0568084; SP_FLG: true; BARCODE: No ChipData
278,154,1012890,"Liver_Proliferation, bile duct (Periportal)",,,,minimal,"Liver_Proliferation, bile duct (Periportal)",,,,minimal,SAMPLE_ID: 0569054; SP_FLG: false; BARCODE: No ChipData
279,155,1012891,Liver_Swelling (Centrilobular),,,,minimal,Liver_Swelling (Centrilobular),,,,minimal,SAMPLE_ID: 0569051; SP_FLG: false; BARCODE: 003017564004
280,156,1012892,Liver_Swelling (Centrilobular),,,,minimal,Liver_Swelling (Centrilobular),,,,minimal,SAMPLE_ID: 0569052; SP_FLG: false; BARCODE: No ChipData
281,157,1012893,Liver_Swelling (Centrilobular),,,,minimal,Liver_Swelling (Centrilobular),,,,minimal,SAMPLE_ID: 0569053; SP_FLG: false; BARCODE: 003017564005
282,154,1012894,Liver_Swelling (Centrilobular),,,,minimal,Liver_Swelling (Centrilobular),,,,minimal,SAMPLE_ID: 0569054; SP_FLG: false; BARCODE: No ChipData
