predbind_id,activity_id,site_id,prediction_method,confidence
7700031,1493409,141,Single domain,high
7700032,1493538,141,Single domain,high
7700033,1494290,1126,Single domain,high
7700034,1494355,108,Single domain,high
7700035,1494425,1481,Single domain,high
7700036,1494548,1121,Single domain,high
7700037,1494624,1261,Single domain,high
7700038,1494671,1121,Single domain,high
7700039,1494681,1121,Single domain,high
7700040,1494716,1032,Single domain,high
7700041,1494779,228,Single domain,high
7700042,1494791,108,Single domain,high
7700043,1494896,228,Single domain,high
7700044,1494904,228,Single domain,high
7700045,1495106,697,Single domain,high
7700046,1495113,1024,Single domain,high
7700047,1495496,465,Single domain,high
7700048,1495753,108,Single domain,high
7700049,1495790,55,Single domain,high
7700050,1496020,380,Single domain,high
7700051,1496121,286,Single domain,high
7700052,1496135,286,Single domain,high
7700053,1496137,262,Single domain,high
7700054,1496145,1347,Single domain,high
7700055,1496146,1347,Single domain,high
7700056,1496154,1347,Single domain,high
7700057,1496159,1347,Single domain,high
7700058,1496169,1347,Single domain,high
7700059,1496599,1239,Single domain,high
7700060,1496844,1126,Single domain,high
7700061,1496974,1126,Single domain,high
7700062,1497831,2003,Single domain,high
7700063,1497853,1529,Single domain,high
7700064,1498093,2110,Single domain,high
7700065,1498174,1530,Single domain,high
7700066,1498317,378,Single domain,high
7700067,1498339,2113,Single domain,high
7700068,1498498,2112,Single domain,high
7700069,1498787,2111,Single domain,high
7700070,1498866,165,Single domain,high
7700071,1499000,165,Single domain,high
7700072,1499493,491,Single domain,high
7700073,1499503,324,Single domain,high
7700074,1499515,324,Single domain,high
7700075,1499607,491,Single domain,high
7700076,1500161,1575,Single domain,high
7700077,1500318,1575,Single domain,high
7700078,1500448,1154,Single domain,high
7700079,1500552,1575,Single domain,high
7700080,1500558,532,Single domain,high
7700081,1500699,55,Single domain,high
7700082,1500827,1156,Single domain,high
7700083,1500948,532,Single domain,high
7700084,1501051,1453,Single domain,high
7700085,1501184,1605,Single domain,high
7700086,1501442,1605,Single domain,high
7700087,1501570,1005,Single domain,high
7700088,1501576,1005,Single domain,high
7700089,1501704,259,Single domain,high
7700090,1501713,259,Single domain,high
7700091,1501719,259,Single domain,high
7700092,1502384,1052,Single domain,high
7700093,1502486,1121,Single domain,high
7700094,1502518,1691,Single domain,high
7700095,1502632,1204,Single domain,high
7700096,1502773,483,Single domain,high
7700097,1503218,1632,Single domain,high
7700098,1503227,486,Single domain,high
7700099,1503370,259,Single domain,high
7700100,1503372,1005,Single domain,high
7700101,1503400,1204,Single domain,high
7700102,1503458,1632,Single domain,high
7700103,1503474,587,Single domain,high
7700104,1503540,644,Single domain,high
7700105,1503541,644,Single domain,high
7700106,1503583,587,Single domain,high
7700107,1503656,644,Single domain,high
7700108,1503755,1275,Single domain,high
7700109,1503787,1204,Single domain,high
7700110,1504001,1275,Single domain,high
7700111,1504208,1846,Single domain,high
7700112,1504479,1846,Single domain,high
7700113,1504571,893,Single domain,high
7700114,1504618,1137,Single domain,high
7700115,1504632,577,Single domain,high
7700116,1504706,893,Single domain,high
7700117,1504709,40,Single domain,high
7700118,1504723,40,Single domain,high
7700119,1504776,577,Single domain,high
7700120,1504781,822,Single domain,high
7700121,1504787,728,Single domain,high
7700122,1504877,1156,Single domain,high
7700123,1504904,1156,Single domain,high
7700124,1505024,532,Single domain,high
7700125,1505042,532,Single domain,high
7700126,1505120,2357,Multi domain,medium
7700127,1505243,2357,Multi domain,medium
7700128,1505468,300,Single domain,high
7700129,1505480,1429,Single domain,high
7700130,1505486,1380,Single domain,high
7700131,1505500,1380,Single domain,high
7700132,1505509,487,Single domain,high
7700133,1505591,300,Single domain,high
7700134,1505598,300,Single domain,high
7700135,1505729,300,Single domain,high
7700136,1505778,959,Single domain,high
7700137,1505882,300,Single domain,high
7700138,1506033,174,Single domain,high
7700139,1506154,174,Single domain,high
7700140,1506159,174,Single domain,high
7700141,1506418,17,Single domain,high
7700142,1506428,959,Single domain,high
7700143,1506740,936,Single domain,high
7700144,1506750,799,Single domain,high
7700145,1506839,782,Single domain,high
7700146,1506913,1432,Single domain,high
7700147,1506932,1432,Single domain,high
7700148,1507031,1457,Single domain,high
7700149,1507091,782,Single domain,high
7700150,1507122,40,Single domain,high
7700151,1507127,1429,Single domain,high
7700152,1507132,1200,Single domain,high
7700153,1507133,532,Single domain,high
7700154,1507145,532,Single domain,high
7700155,1507219,1201,Single domain,high
7700156,1507375,1658,Single domain,high
7700157,1507394,532,Single domain,high
7700158,1507397,1156,Single domain,high
7700159,1507504,1155,Single domain,high
7700160,1507520,532,Single domain,high
7700161,1507521,1156,Single domain,high
7700162,1507534,532,Single domain,high
7700163,1508010,1120,Single domain,high
7700164,1508014,1120,Single domain,high
7700165,1508016,278,Single domain,high
7700166,1508018,1120,Single domain,high
7700167,1508023,1846,Single domain,high
7700168,1508116,228,Single domain,high
7700169,1508682,959,Single domain,high
7700170,1508793,2130,Multi domain,medium
7700171,1508922,2130,Multi domain,medium
7700172,1508924,2130,Multi domain,medium
7700173,1508930,1154,Single domain,high
7700174,1508936,728,Single domain,high
7700175,1508951,728,Single domain,high
7700176,1508957,1529,Single domain,high
7700177,1509056,196,Single domain,high
7700178,1509074,1575,Single domain,high
7700179,1509086,728,Single domain,high
7700180,1509094,1575,Single domain,high
7700181,1509224,300,Single domain,high
7700182,1509419,1575,Single domain,high
7700183,1509439,728,Single domain,high
7700184,1509544,1508,Single domain,high
7700185,1509555,1575,Single domain,high
7700186,1509583,1575,Single domain,high
7700187,1509669,1485,Single domain,high
7700188,1509680,1222,Single domain,high
7700189,1509699,1121,Single domain,high
7700190,1509702,1121,Single domain,high
7700191,1509750,1088,Single domain,high
7700192,1509822,1485,Single domain,high
7700193,1510277,959,Single domain,high
7700194,1510281,1154,Single domain,high
7700195,1510286,1575,Single domain,high
7700196,1510534,1394,Single domain,high
7700197,1510586,728,Single domain,high
7700198,1510768,1201,Single domain,high
7700199,1510825,728,Single domain,high
7700200,1510891,1620,Single domain,high
7700201,1510893,1201,Single domain,high
7700202,1510897,1201,Single domain,high
7700203,1510940,1575,Single domain,high
7700204,1510944,822,Single domain,high
7700205,1510971,728,Single domain,high
7700206,1511007,1620,Single domain,high
7700207,1511112,1690,Single domain,high
7700208,1511121,1690,Single domain,high
7700209,1511123,500,Single domain,high
7700210,1511397,1690,Single domain,high
7700211,1511407,1690,Single domain,high
7700212,1511543,1690,Single domain,high
7700213,1511698,500,Single domain,high
7700214,1655570,133,Single domain,high
7700215,1655622,1613,Single domain,high
7700216,1655650,1613,Single domain,high
7700217,1655684,1384,Single domain,high
7700218,1655736,1384,Single domain,high
7700219,1655740,1384,Single domain,high
7700220,1655762,862,Single domain,high
7700221,1655770,862,Single domain,high
7700222,1655790,862,Single domain,high
7700223,1655816,1384,Single domain,high
7700224,1655837,1613,Single domain,high
7700225,1655853,1613,Single domain,high
7700226,1671375,1560,Single domain,high
7700227,1671757,64,Single domain,high
7700228,1671825,64,Single domain,high
7700229,1671832,64,Single domain,high
7700230,1671843,64,Single domain,high
7700231,1672046,1418,Single domain,high
7700232,1672116,1347,Single domain,high
7700233,1672165,1347,Single domain,high
7700234,1672171,1666,Single domain,high
7700235,1672180,1666,Single domain,high
7700236,1672183,1666,Single domain,high
7700237,1672199,1484,Single domain,high
7700238,1672223,1347,Single domain,high
7700239,1672601,1347,Single domain,high
7700240,1672790,1347,Single domain,high
7700241,1672823,1347,Single domain,high
7700242,1521726,613,Single domain,high
7700243,1521751,489,Single domain,high
7700244,1521768,390,Single domain,high
7700245,1521777,1122,Single domain,high
7700246,1521792,1122,Single domain,high
7700247,1521829,959,Single domain,high
7700248,1521866,1348,Single domain,high
7700249,1521960,1529,Single domain,high
7700250,1521984,1605,Single domain,high
7700251,1522037,1347,Single domain,high
7700252,1522041,1347,Single domain,high
7700253,1522108,1275,Single domain,high
7700254,1522119,1275,Single domain,high
7700255,1522136,535,Single domain,high
7700256,1522144,535,Single domain,high
7700257,1522152,535,Single domain,high
7700258,1522162,535,Single domain,high
7700259,1522167,1347,Single domain,high
7700260,1522303,390,Single domain,high
7700261,1522306,1122,Single domain,high
7700262,1522307,390,Single domain,high
7700263,1612439,55,Single domain,high
7700264,1612458,55,Single domain,high
7700265,1612480,55,Single domain,high
7700266,1612491,55,Single domain,high
7700267,1612847,1457,Single domain,high
7700268,1612920,1380,Single domain,high
7700269,1612976,1380,Single domain,high
7700270,1613064,1239,Single domain,high
7700271,1613073,1239,Single domain,high
7700272,1613202,1512,Single domain,high
7700273,1613275,85,Single domain,high
7700274,1613334,782,Single domain,high
7700275,1613348,2406,Single domain,high
7700276,1613387,2437,Single domain,high
7700277,1655978,1384,Single domain,high
7700278,1656027,1613,Single domain,high
7700279,1656064,862,Single domain,high
7700280,1656161,2437,Single domain,high
7700281,1656188,2437,Single domain,high
7700282,1656275,2437,Single domain,high
7700283,1656311,2437,Single domain,high
7700284,1656313,2437,Single domain,high
7700285,1672872,1347,Single domain,high
7700286,1672917,1347,Single domain,high
7700287,1672922,1347,Single domain,high
7700288,1672929,1347,Single domain,high
7700289,1672933,1347,Single domain,high
7700290,1672949,1347,Single domain,high
7700291,1672972,1347,Single domain,high
7700292,1672973,1347,Single domain,high
7700293,1672976,1347,Single domain,high
7700294,1672984,1347,Single domain,high
7700295,1673061,1347,Single domain,high
7700296,1673068,1347,Single domain,high
7700297,1673077,1347,Single domain,high
7700298,1673086,1347,Single domain,high
7700299,1673307,2957,Single domain,high
7700300,1673408,669,Single domain,high
7700301,1673453,1361,Single domain,high
7700302,1673535,728,Single domain,high
7700303,1673573,5,Single domain,high
7700304,1522447,1122,Single domain,high
7700305,1522448,390,Single domain,high
7700306,1522453,535,Single domain,high
7700307,1522608,1347,Single domain,high
7700308,1522632,108,Single domain,high
7700309,1522713,1347,Single domain,high
7700310,1522768,108,Single domain,high
7700311,1522903,108,Single domain,high
7700312,1523149,378,Single domain,high
7700313,1523167,44,Single domain,high
7700314,1523265,378,Single domain,high
7700315,1523274,115,Single domain,high
7700316,1613594,300,Single domain,high
7700317,1613661,378,Single domain,high
7700318,1613669,378,Single domain,high
7700319,1613751,1005,Single domain,high
7700320,1613798,1005,Single domain,high
7700321,1613819,1005,Single domain,high
7700322,1613829,1005,Single domain,high
7700323,1613940,380,Single domain,high
7700324,1613955,1239,Single domain,high
7700325,1613972,380,Single domain,high
7700326,1614018,782,Single domain,high
7700327,1614019,895,Single domain,high
7700328,1614053,895,Single domain,high
7700329,1614078,2445,Multi domain,medium
7700330,1614119,1612,Single domain,high
7700331,1656352,928,Single domain,high
7700332,1656442,810,Single domain,high
7700333,1656514,454,Single domain,high
7700334,1656632,1436,Single domain,high
7700335,1656638,1436,Single domain,high
7700336,1656986,1457,Single domain,high
7700337,1657002,1457,Single domain,high
7700338,1657013,1457,Single domain,high
7700339,1657141,577,Single domain,high
7700340,1657152,782,Single domain,high
7700341,1657159,782,Single domain,high
7700342,1657350,111,Single domain,high
7700343,1657360,1226,Multi domain,medium
7700344,1673587,728,Single domain,high
7700345,1673715,1347,Single domain,high
7700346,1673719,1448,Single domain,high
7700347,1673839,324,Single domain,high
7700348,1673842,324,Single domain,high
7700349,1673847,894,Single domain,high
7700350,1673872,894,Single domain,high
7700351,1673895,894,Single domain,high
7700352,1673911,894,Single domain,high
7700353,1673938,894,Single domain,high
7700354,1673940,894,Single domain,high
7700355,1673944,894,Single domain,high
7700356,1673965,894,Single domain,high
7700357,1673980,894,Single domain,high
7700358,1673990,324,Single domain,high
7700359,1673994,324,Single domain,high
7700360,1674001,324,Single domain,high
7700361,1674002,324,Single domain,high
7700362,1674033,324,Single domain,high
7700363,1523518,154,Single domain,high
7700364,1523614,1245,Single domain,high
7700365,1523652,324,Single domain,high
7700366,1523654,1078,Single domain,high
7700367,1523722,1206,Multi domain,medium
7700368,1523727,1272,Single domain,high
7700369,1523741,1272,Single domain,high
7700370,1523769,1245,Single domain,high
7700371,1523854,1046,Single domain,high
7700372,1524001,355,Single domain,high
7700373,1524013,355,Single domain,high
7700374,1600147,1508,Single domain,high
7700375,1600173,782,Single domain,high
7700376,1600206,1658,Single domain,high
