ap_id,activity_id,type,relation,value,units,text_value,standard_type,standard_relation,standard_value,standard_units,standard_text_value,comments,result_flag
308,17126271,ACTIVITY_TEST,,,,RBC (Erythrocytes),ACTIVITY_TEST,,,,RBC (Erythrocytes),,0
309,17126271,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
310,17126271,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
311,17126271,SRC_ACTIVITY_ID,=,6.0,,,SRC_ACTIVITY_ID,=,6.0,,,,0
312,17126271,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
313,17126271,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
314,17126271,TIME,=,9.0,hr,,TIME,=,9.0,hr,,,0
315,17126271,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
316,17126272,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
317,17126272,ACTIVITY_TEST,,,,HGB (Hemoglobin),ACTIVITY_TEST,,,,HGB (Hemoglobin),,0
318,17126272,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
319,17126272,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
320,17126272,SRC_ACTIVITY_ID,=,6.0,,,SRC_ACTIVITY_ID,=,6.0,,,,0
321,17126272,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
322,17126272,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
323,17126272,TIME,=,9.0,hr,,TIME,=,9.0,hr,,,0
324,17126272,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
325,17126273,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
326,17126273,ACTIVITY_TEST,,,,HCT (Hematocrit),ACTIVITY_TEST,,,,HCT (Hematocrit),,0
327,17126273,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
328,17126273,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
329,17126273,SRC_ACTIVITY_ID,=,6.0,,,SRC_ACTIVITY_ID,=,6.0,,,,0
330,17126273,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
331,17126273,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
332,17126273,TIME,=,9.0,hr,,TIME,=,9.0,hr,,,0
333,17126273,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
334,17126274,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
335,17126274,ACTIVITY_TEST,,,,MCV (Ery. Mean Corpuscular Volume),ACTIVITY_TEST,,,,MCV (Ery. Mean Corpuscular Volume),,0
336,17126274,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
337,17126274,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
338,17126274,SRC_ACTIVITY_ID,=,6.0,,,SRC_ACTIVITY_ID,=,6.0,,,,0
339,17126274,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
340,17126274,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
341,17126274,TIME,=,9.0,hr,,TIME,=,9.0,hr,,,0
342,17126274,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
343,17126275,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
344,17126275,ACTIVITY_TEST,,,,MCH (Ery. Mean Corpuscular Hemoglobin),ACTIVITY_TEST,,,,MCH (Ery. Mean Corpuscular Hemoglobin),,0
345,17126275,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
346,17126275,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
347,17126275,SRC_ACTIVITY_ID,=,6.0,,,SRC_ACTIVITY_ID,=,6.0,,,,0
348,17126275,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
349,17126275,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
350,17126275,TIME,=,9.0,hr,,TIME,=,9.0,hr,,,0
351,17126275,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
352,17126276,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
353,17126276,ACTIVITY_TEST,,,,MCHC (Ery. Mean Corpuscular HGB Concentration),ACTIVITY_TEST,,,,MCHC (Ery. Mean Corpuscular HGB Concentration),,0
354,17126276,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
355,17126276,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
356,17126276,SRC_ACTIVITY_ID,=,6.0,,,SRC_ACTIVITY_ID,=,6.0,,,,0
357,17126276,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
358,17126276,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
359,17126276,TIME,=,9.0,hr,,TIME,=,9.0,hr,,,0
360,17126276,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
361,17126277,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
362,17126277,ACTIVITY_TEST,,,,RETIRBC (Reticulocytes/Erythrocytes),ACTIVITY_TEST,,,,RETIRBC (Reticulocytes/Erythrocytes),,0
363,17126277,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
364,17126277,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
365,17126277,SRC_ACTIVITY_ID,=,6.0,,,SRC_ACTIVITY_ID,=,6.0,,,,0
366,17126277,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
367,17126277,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
368,17126277,TIME,=,9.0,hr,,TIME,=,9.0,hr,,,0
369,17126277,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
370,17126278,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
371,17126278,ACTIVITY_TEST,,,,PLAT (Platelets),ACTIVITY_TEST,,,,PLAT (Platelets),,0
372,17126278,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
373,17126278,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
374,17126278,SRC_ACTIVITY_ID,=,6.0,,,SRC_ACTIVITY_ID,=,6.0,,,,0
375,17126278,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
376,17126278,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
377,17126278,TIME,=,9.0,hr,,TIME,=,9.0,hr,,,0
378,17126278,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
379,17126279,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
380,17126279,ACTIVITY_TEST,,,,WBC (Leukocytes),ACTIVITY_TEST,,,,WBC (Leukocytes),,0
381,17126279,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
382,17126279,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
383,17126279,SRC_ACTIVITY_ID,=,6.0,,,SRC_ACTIVITY_ID,=,6.0,,,,0
384,17126279,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
385,17126279,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
386,17126279,TIME,=,9.0,hr,,TIME,=,9.0,hr,,,0
387,17126279,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
388,17126280,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
389,17126280,ACTIVITY_TEST,,,,NEUTLE (Neutrophils/Leukocytes),ACTIVITY_TEST,,,,NEUTLE (Neutrophils/Leukocytes),,0
390,17126280,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
391,17126280,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
392,17126280,SRC_ACTIVITY_ID,=,6.0,,,SRC_ACTIVITY_ID,=,6.0,,,,0
393,17126280,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
394,17126280,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
395,17126280,TIME,=,9.0,hr,,TIME,=,9.0,hr,,,0
396,17126280,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
397,17126281,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
398,17126281,ACTIVITY_TEST,,,,EOSLE (Eosinophils/Leukocytes),ACTIVITY_TEST,,,,EOSLE (Eosinophils/Leukocytes),,0
399,17126281,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
400,17126281,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
401,17126281,SRC_ACTIVITY_ID,=,6.0,,,SRC_ACTIVITY_ID,=,6.0,,,,0
402,17126281,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
403,17126281,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
404,17126281,TIME,=,9.0,hr,,TIME,=,9.0,hr,,,0
405,17126281,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
406,17126282,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
407,17126282,ACTIVITY_TEST,,,,BASOLE (Basophils/Leukocytes),ACTIVITY_TEST,,,,BASOLE (Basophils/Leukocytes),,0
408,17126282,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
409,17126282,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
410,17126282,SRC_ACTIVITY_ID,=,6.0,,,SRC_ACTIVITY_ID,=,6.0,,,,0
411,17126282,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
412,17126282,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
413,17126282,TIME,=,9.0,hr,,TIME,=,9.0,hr,,,0
414,17126282,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
415,17126283,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
416,17126283,ACTIVITY_TEST,,,,MONOLE (Monocytes/Leukocytes),ACTIVITY_TEST,,,,MONOLE (Monocytes/Leukocytes),,0
417,17126283,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
418,17126283,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
419,17126283,SRC_ACTIVITY_ID,=,6.0,,,SRC_ACTIVITY_ID,=,6.0,,,,0
420,17126283,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
421,17126283,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
422,17126283,TIME,=,9.0,hr,,TIME,=,9.0,hr,,,0
423,17126283,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
424,17126284,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
425,17126284,ACTIVITY_TEST,,,,LYMLE (Lymphocytes/Leukocytes),ACTIVITY_TEST,,,,LYMLE (Lymphocytes/Leukocytes),,0
426,17126284,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
427,17126284,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
428,17126284,SRC_ACTIVITY_ID,=,6.0,,,SRC_ACTIVITY_ID,=,6.0,,,,0
429,17126284,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
430,17126284,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
431,17126284,TIME,=,9.0,hr,,TIME,=,9.0,hr,,,0
432,17126284,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
433,17126285,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
434,17126285,ACTIVITY_TEST,,,,PT (Prothrombin Time),ACTIVITY_TEST,,,,PT (Prothrombin Time),,0
435,17126285,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
436,17126285,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
437,17126285,SRC_ACTIVITY_ID,=,6.0,,,SRC_ACTIVITY_ID,=,6.0,,,,0
438,17126285,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
439,17126285,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
440,17126285,TIME,=,9.0,hr,,TIME,=,9.0,hr,,,0
441,17126285,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
442,17126286,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
443,17126286,ACTIVITY_TEST,,,,APTT (Activated Partial Thromboplastin Time),ACTIVITY_TEST,,,,APTT (Activated Partial Thromboplastin Time),,0
444,17126286,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
445,17126286,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
446,17126286,SRC_ACTIVITY_ID,=,6.0,,,SRC_ACTIVITY_ID,=,6.0,,,,0
447,17126286,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
448,17126286,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
449,17126286,TIME,=,9.0,hr,,TIME,=,9.0,hr,,,0
450,17126286,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
451,17126287,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
452,17126287,ACTIVITY_TEST,,,,FIBRINO (Fibrinogen),ACTIVITY_TEST,,,,FIBRINO (Fibrinogen),,0
453,17126287,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
454,17126287,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
455,17126287,SRC_ACTIVITY_ID,=,6.0,,,SRC_ACTIVITY_ID,=,6.0,,,,0
456,17126287,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
457,17126287,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
458,17126287,TIME,=,9.0,hr,,TIME,=,9.0,hr,,,0
459,17126287,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
460,17126288,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
461,17126288,ACTIVITY_TEST,,,,RBC (Erythrocytes),ACTIVITY_TEST,,,,RBC (Erythrocytes),,0
462,17126288,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
463,17126288,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
464,17126288,SRC_ACTIVITY_ID,=,6.0,,,SRC_ACTIVITY_ID,=,6.0,,,,0
465,17126288,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
466,17126288,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
467,17126288,TIME,=,24.0,hr,,TIME,=,24.0,hr,,,0
468,17126288,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
469,17126289,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
470,17126289,ACTIVITY_TEST,,,,HGB (Hemoglobin),ACTIVITY_TEST,,,,HGB (Hemoglobin),,0
471,17126289,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
472,17126289,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
473,17126289,SRC_ACTIVITY_ID,=,6.0,,,SRC_ACTIVITY_ID,=,6.0,,,,0
474,17126289,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
475,17126289,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
476,17126289,TIME,=,24.0,hr,,TIME,=,24.0,hr,,,0
477,17126289,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
478,17126290,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
479,17126290,ACTIVITY_TEST,,,,HCT (Hematocrit),ACTIVITY_TEST,,,,HCT (Hematocrit),,0
480,17126290,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
481,17126290,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
482,17126290,SRC_ACTIVITY_ID,=,6.0,,,SRC_ACTIVITY_ID,=,6.0,,,,0
483,17126290,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
484,17126290,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
485,17126290,TIME,=,24.0,hr,,TIME,=,24.0,hr,,,0
486,17126290,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
487,17126291,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
488,17126291,ACTIVITY_TEST,,,,MCV (Ery. Mean Corpuscular Volume),ACTIVITY_TEST,,,,MCV (Ery. Mean Corpuscular Volume),,0
489,17126291,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
490,17126291,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
491,17126291,SRC_ACTIVITY_ID,=,6.0,,,SRC_ACTIVITY_ID,=,6.0,,,,0
492,17126291,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
493,17126291,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
494,17126291,TIME,=,24.0,hr,,TIME,=,24.0,hr,,,0
495,17126291,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
496,17126292,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
497,17126292,ACTIVITY_TEST,,,,MCH (Ery. Mean Corpuscular Hemoglobin),ACTIVITY_TEST,,,,MCH (Ery. Mean Corpuscular Hemoglobin),,0
498,17126292,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
499,17126292,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
500,17126292,SRC_ACTIVITY_ID,=,6.0,,,SRC_ACTIVITY_ID,=,6.0,,,,0
501,17126292,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
502,17126292,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
503,17126292,TIME,=,24.0,hr,,TIME,=,24.0,hr,,,0
504,17126292,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
505,17126293,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
506,17126293,ACTIVITY_TEST,,,,MCHC (Ery. Mean Corpuscular HGB Concentration),ACTIVITY_TEST,,,,MCHC (Ery. Mean Corpuscular HGB Concentration),,0
507,17126293,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
508,17126293,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
509,17126293,SRC_ACTIVITY_ID,=,6.0,,,SRC_ACTIVITY_ID,=,6.0,,,,0
510,17126293,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
511,17126293,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
512,17126293,TIME,=,24.0,hr,,TIME,=,24.0,hr,,,0
513,17126293,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
514,17126294,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
515,17126294,ACTIVITY_TEST,,,,RETIRBC (Reticulocytes/Erythrocytes),ACTIVITY_TEST,,,,RETIRBC (Reticulocytes/Erythrocytes),,0
516,17126294,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
517,17126294,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
518,17126294,SRC_ACTIVITY_ID,=,6.0,,,SRC_ACTIVITY_ID,=,6.0,,,,0
519,17126294,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
520,17126294,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
521,17126294,TIME,=,24.0,hr,,TIME,=,24.0,hr,,,0
522,17126294,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
523,17126295,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
524,17126295,ACTIVITY_TEST,,,,PLAT (Platelets),ACTIVITY_TEST,,,,PLAT (Platelets),,0
525,17126295,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
526,17126295,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
527,17126295,SRC_ACTIVITY_ID,=,6.0,,,SRC_ACTIVITY_ID,=,6.0,,,,0
528,17126295,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
529,17126295,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
530,17126295,TIME,=,24.0,hr,,TIME,=,24.0,hr,,,0
531,17126295,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
532,17126296,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
533,17126296,ACTIVITY_TEST,,,,WBC (Leukocytes),ACTIVITY_TEST,,,,WBC (Leukocytes),,0
534,17126296,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
535,17126296,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
536,17126296,SRC_ACTIVITY_ID,=,6.0,,,SRC_ACTIVITY_ID,=,6.0,,,,0
537,17126296,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
538,17126296,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
539,17126296,TIME,=,24.0,hr,,TIME,=,24.0,hr,,,0
540,17126296,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
541,17126297,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
542,17126297,ACTIVITY_TEST,,,,NEUTLE (Neutrophils/Leukocytes),ACTIVITY_TEST,,,,NEUTLE (Neutrophils/Leukocytes),,0
543,17126297,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
544,17126297,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
545,17126297,SRC_ACTIVITY_ID,=,6.0,,,SRC_ACTIVITY_ID,=,6.0,,,,0
546,17126297,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
547,17126297,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
548,17126297,TIME,=,24.0,hr,,TIME,=,24.0,hr,,,0
549,17126297,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
550,17126298,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
551,17126298,ACTIVITY_TEST,,,,EOSLE (Eosinophils/Leukocytes),ACTIVITY_TEST,,,,EOSLE (Eosinophils/Leukocytes),,0
552,17126298,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
553,17126298,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
554,17126298,SRC_ACTIVITY_ID,=,6.0,,,SRC_ACTIVITY_ID,=,6.0,,,,0
555,17126298,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
556,17126298,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
557,17126298,TIME,=,24.0,hr,,TIME,=,24.0,hr,,,0
558,17126298,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
559,17126299,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
560,17126299,ACTIVITY_TEST,,,,BASOLE (Basophils/Leukocytes),ACTIVITY_TEST,,,,BASOLE (Basophils/Leukocytes),,0
561,17126299,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
562,17126299,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
563,17126299,SRC_ACTIVITY_ID,=,6.0,,,SRC_ACTIVITY_ID,=,6.0,,,,0
564,17126299,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
565,17126299,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
566,17126299,TIME,=,24.0,hr,,TIME,=,24.0,hr,,,0
567,17126299,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
568,17126300,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
569,17126300,ACTIVITY_TEST,,,,MONOLE (Monocytes/Leukocytes),ACTIVITY_TEST,,,,MONOLE (Monocytes/Leukocytes),,0
570,17126300,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
571,17126300,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
572,17126300,SRC_ACTIVITY_ID,=,6.0,,,SRC_ACTIVITY_ID,=,6.0,,,,0
573,17126300,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
574,17126300,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
575,17126300,TIME,=,24.0,hr,,TIME,=,24.0,hr,,,0
576,17126300,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
577,17126301,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
578,17126301,ACTIVITY_TEST,,,,LYMLE (Lymphocytes/Leukocytes),ACTIVITY_TEST,,,,LYMLE (Lymphocytes/Leukocytes),,0
579,17126301,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
580,17126301,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
581,17126301,SRC_ACTIVITY_ID,=,6.0,,,SRC_ACTIVITY_ID,=,6.0,,,,0
582,17126301,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
583,17126301,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
584,17126301,TIME,=,24.0,hr,,TIME,=,24.0,hr,,,0
585,17126301,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
586,17126302,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
587,17126302,ACTIVITY_TEST,,,,PT (Prothrombin Time),ACTIVITY_TEST,,,,PT (Prothrombin Time),,0
588,17126302,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
589,17126302,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
590,17126302,SRC_ACTIVITY_ID,=,6.0,,,SRC_ACTIVITY_ID,=,6.0,,,,0
591,17126302,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
592,17126302,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
593,17126302,TIME,=,24.0,hr,,TIME,=,24.0,hr,,,0
594,17126302,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
595,17126303,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
596,17126303,ACTIVITY_TEST,,,,APTT (Activated Partial Thromboplastin Time),ACTIVITY_TEST,,,,APTT (Activated Partial Thromboplastin Time),,0
597,17126303,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
598,17126303,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
599,17126303,SRC_ACTIVITY_ID,=,6.0,,,SRC_ACTIVITY_ID,=,6.0,,,,0
600,17126303,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
601,17126303,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
602,17126303,TIME,=,24.0,hr,,TIME,=,24.0,hr,,,0
603,17126303,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
604,17126304,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
605,17126304,ACTIVITY_TEST,,,,FIBRINO (Fibrinogen),ACTIVITY_TEST,,,,FIBRINO (Fibrinogen),,0
606,17126304,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
607,17126304,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
608,17126304,SRC_ACTIVITY_ID,=,6.0,,,SRC_ACTIVITY_ID,=,6.0,,,,0
609,17126304,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
610,17126304,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
611,17126304,TIME,=,24.0,hr,,TIME,=,24.0,hr,,,0
612,17126304,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
613,17126305,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
614,17126305,ACTIVITY_TEST,,,,RBC (Erythrocytes),ACTIVITY_TEST,,,,RBC (Erythrocytes),,0
615,17126305,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
616,17126305,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
