activity_id,bei,sei,le,lle
35016,16.72,5.08,0.34,5.62
35017,25.62,7.79,0.52,8.79
35019,15.84,4.75,0.3,3.47
35020,15.74,4.72,0.3,3.44
35053,15.31,13.74,0.4,4.45
35055,13.1,6.12,0.25,1.86
35056,12.9,6.03,0.25,1.73
35058,21.46,23.68,0.42,2.12
35060,20.24,23.22,0.39,1.58
35062,25.63,13.75,0.53,3.85
35063,25.31,13.58,0.52,3.75
35066,16.06,8.62,0.33,0.97
35067,15.32,8.22,0.31,0.75
35069,16.06,8.62,0.33,0.97
35070,16.64,8.93,0.34,1.15
35071,15.06,8.08,0.31,0.67
35072,14.64,7.86,0.3,0.55
35073,14.83,7.96,0.3,0.61
35075,22.82,11.84,0.46,3.51
35076,23.31,12.09,0.47,3.68
35079,28.86,9.58,0.55,5.46
35080,29.46,9.77,0.57,5.64
35081,23.94,7.94,0.46,4.01
35082,23.03,7.35,0.45,5.14
35083,21.11,6.74,0.41,4.48
35086,17.97,8.38,0.36,3.03
35087,18.22,8.5,0.36,3.14
35089,24.01,13.05,0.47,4.3
35090,23.66,12.85,0.46,4.18
35093,24.18,10.64,0.47,4.66
35094,23.88,10.51,0.47,4.57
35096,20.63,8.94,0.4,4.93
35097,20.87,9.04,0.41,5.03
35100,17.07,7.29,0.35,4.84
35114,14.46,5.98,0.29,4.26
35115,18.52,7.65,0.37,6.03
35116,20.02,8.27,0.4,6.68
35117,15.35,6.34,0.3,4.65
35119,10.54,5.67,0.22,0.95
35120,14.94,8.02,0.32,3.21
35121,16.1,8.65,0.34,3.81
35124,15.39,7.71,0.3,3.82
35125,17.73,8.88,0.34,4.94
35126,18.73,9.38,0.36,5.42
35127,13.28,6.65,0.26,2.8
35128,19.88,7.19,0.4,6.01
35129,20.45,7.39,0.41,6.24
35130,20.58,7.44,0.41,6.29
35131,16.87,6.1,0.34,4.83
35174,18.3,35.98,0.35,0.01
35179,19.45,17.63,0.35,1.08
35180,17.6,7.99,0.33,7.0
35182,19.0,7.74,0.36,7.88
35187,25.75,9.64,0.51,10.46
35188,18.88,7.07,0.37,7.57
35189,14.87,5.57,0.3,5.88
35192,16.19,6.06,0.32,6.43
35193,15.62,5.85,0.31,6.2
35217,30.81,24.28,0.57,6.21
35218,26.95,24.01,0.56,5.34
35219,19.42,12.48,0.38,2.8
35220,25.42,14.27,0.5,6.03
35221,17.23,3.42,0.34,5.05
35222,19.58,3.88,0.39,5.84
35223,17.98,3.57,0.36,5.3
35224,18.5,3.67,0.37,5.47
35226,14.51,2.88,0.29,4.13
35230,8.57,3.57,0.17,1.26
35231,7.09,3.16,0.14,-0.02
35232,15.93,8.5,0.32,3.08
35235,12.78,8.98,0.26,1.53
35240,14.16,9.0,0.28,2.42
35243,15.84,12.53,0.32,1.94
35273,12.68,7.39,0.24,3.93
35285,18.11,5.38,0.36,4.76
35287,16.02,6.28,0.31,1.9
35294,24.49,4.66,0.46,4.51
35295,26.72,5.08,0.5,4.97
35296,15.01,2.63,0.27,2.75
35324,13.71,3.22,0.27,6.74
35325,14.51,3.4,0.29,7.06
35327,16.5,5.28,0.31,5.34
35328,14.41,4.61,0.27,4.42
35330,11.7,9.77,0.24,-0.74
35331,19.45,5.25,0.39,5.06
35398,32.4,20.83,0.66,5.39
35399,28.36,18.23,0.58,4.48
35403,9.79,3.74,0.19,3.04
35404,11.66,6.55,0.22,3.78
35405,11.04,6.2,0.21,3.31
35408,15.68,7.16,0.32,1.4
35409,11.64,5.31,0.24,-0.53
35411,22.95,14.4,0.44,4.37
35414,24.08,15.11,0.46,4.63
35416,18.08,7.6,0.34,4.36
35419,21.53,9.05,0.41,5.12
35426,14.98,9.35,0.27,1.84
35428,15.12,8.28,0.29,2.68
35432,16.57,9.08,0.32,3.18
35433,50.4,12.89,0.97,4.57
35434,51.36,13.13,0.98,4.66
35435,56.27,14.39,1.08,5.14
35441,25.4,15.65,0.51,5.15
35444,17.9,14.92,0.35,1.85
35445,17.42,14.52,0.34,1.7
35446,17.42,14.52,0.34,1.7
35447,20.24,16.87,0.4,2.59
35448,18.93,15.78,0.37,2.18
35458,23.81,27.04,0.44,3.9
35467,14.81,11.61,0.38,1.84
35468,12.49,9.79,0.32,0.84
35471,13.33,4.21,0.25,5.51
35476,15.1,14.69,0.3,0.87
35478,20.85,4.7,0.38,3.9
35479,24.12,5.44,0.44,4.69
35480,26.22,5.92,0.48,5.19
35488,33.83,5.31,0.66,6.49
35490,20.51,6.48,0.38,5.73
35491,23.59,7.46,0.44,6.91
35492,21.12,6.67,0.4,5.96
35495,14.92,4.48,0.28,3.3
35496,18.85,5.66,0.35,4.7
35497,16.72,5.02,0.31,3.94
35502,16.7,5.99,0.33,2.29
35505,17.24,6.81,0.32,4.7
35518,8.46,2.59,0.16,2.72
35519,30.03,15.07,0.58,4.3
35522,11.82,5.66,0.22,0.27
35524,12.19,5.33,0.22,0.67
35527,11.34,6.5,0.22,2.66
35530,15.03,10.71,0.29,0.23
35537,26.21,8.15,0.48,4.26
35538,23.47,7.3,0.43,3.59
35650,15.05,6.56,0.27,0.82
35651,11.64,5.07,0.21,-0.5
35666,11.51,4.21,0.25,-0.71
35669,19.98,10.68,0.37,3.96
35670,19.75,10.56,0.36,3.88
35672,7.93,,,
35674,7.75,,,
35676,7.39,,,
35690,15.74,8.54,0.29,2.4
35692,17.48,9.17,0.32,3.39
35720,16.82,10.82,0.34,2.93
35736,6.88,3.85,0.13,-2.41
35737,16.81,11.82,0.3,2.65
35738,16.3,11.45,0.29,2.43
35739,14.85,10.44,0.27,1.84
35740,19.43,13.66,0.35,3.72
35741,20.81,14.62,0.38,4.28
35742,19.18,13.48,0.35,3.61
35756,15.55,6.26,0.29,3.13
35757,16.65,6.71,0.32,3.68
35759,10.85,8.36,0.21,-2.24
35760,10.71,8.26,0.2,-2.32
35766,13.38,3.5,0.26,9.09
35768,10.34,2.71,0.2,7.34
35769,11.58,3.03,0.23,8.05
35770,20.68,23.36,0.38,3.11
35771,28.2,31.84,0.51,5.22
35777,23.74,26.21,0.48,3.94
35784,10.47,3.6,0.21,0.67
35785,11.92,4.1,0.24,1.45
35786,22.73,18.27,0.46,4.16
35787,26.15,18.95,0.5,4.74
35789,10.68,6.13,0.2,1.29
35821,12.94,5.96,0.25,5.01
35825,6.85,1.92,0.13,2.16
35827,7.81,2.18,0.15,2.96
35840,15.91,17.38,0.31,3.1
35841,19.68,21.51,0.38,4.72
35843,19.26,5.76,0.37,7.5
35844,22.52,6.73,0.43,8.83
35846,16.62,5.55,0.31,6.63
35847,16.35,5.46,0.31,6.51
35848,19.01,6.35,0.36,7.73
35849,14.45,5.6,0.27,4.05
35850,13.83,5.36,0.26,3.75
35851,15.41,5.98,0.29,4.52
35870,20.74,10.48,0.38,4.99
35882,18.56,18.45,0.36,1.2
35883,18.64,18.53,0.36,1.23
35884,18.49,18.38,0.35,1.16
35886,12.34,12.27,0.24,-1.68
35899,17.79,24.93,0.33,3.66
35900,22.36,31.35,0.41,5.38
35901,15.62,21.9,0.29,2.85
35902,14.06,5.72,0.28,2.52
35903,11.77,4.79,0.24,1.28
35904,13.41,5.6,0.27,2.19
35905,11.07,4.62,0.22,0.88
35906,7.15,2.18,0.14,3.26
35909,27.93,14.34,0.5,3.55
35915,15.76,9.03,0.3,4.15
35916,15.19,6.4,0.28,5.8
35918,13.6,5.51,0.25,4.66
35920,13.14,7.98,0.25,3.51
35936,10.92,8.28,0.22,-1.58
35937,17.22,8.22,0.32,2.85
35938,11.47,5.48,0.21,0.0
35939,15.81,7.55,0.29,2.15
35943,13.59,6.05,0.25,2.47
35944,9.43,4.2,0.17,0.17
35945,13.04,5.81,0.24,2.17
35950,15.13,8.39,0.33,3.79
35951,14.02,7.77,0.31,3.2
35959,18.7,17.42,0.34,2.14
35960,16.91,15.75,0.31,1.5
35961,16.38,15.26,0.3,1.31
35962,15.44,14.38,0.28,0.97
35964,15.46,21.07,0.3,0.68
35965,14.2,19.35,0.28,0.18
35966,14.16,19.31,0.28,0.17
35967,12.86,17.53,0.25,-0.35
35969,18.52,12.87,0.35,2.74
35970,16.93,11.92,0.3,1.53
35977,12.3,9.31,0.24,1.11
35987,16.55,13.39,0.33,1.17
35993,12.87,8.75,0.24,1.46
35995,17.15,6.2,0.31,4.37
36025,15.31,14.18,0.33,2.23
36028,14.66,13.57,0.32,1.89
36040,13.75,7.7,0.27,2.26
36041,13.11,7.89,0.28,2.35
36048,8.78,3.03,0.17,4.74
36051,27.39,8.66,0.56,6.64
36054,20.26,26.27,0.38,1.7
36056,18.57,6.4,0.36,5.77
36070,17.28,14.66,0.35,0.48
36075,17.35,16.55,0.33,3.5
36076,19.55,18.64,0.37,4.33
36077,21.16,20.18,0.41,4.94
36079,13.15,9.01,0.25,1.09
36082,16.95,23.14,0.33,1.37
36083,24.26,35.46,0.51,3.88
36084,22.1,24.11,0.44,2.47
36085,14.04,6.99,0.26,2.29
36118,18.5,4.54,0.34,2.55
36119,19.15,4.7,0.35,2.71
36122,14.94,5.81,0.28,3.25
36123,7.94,3.08,0.15,-0.51
36134,17.75,13.89,0.36,1.25
36135,22.42,15.07,0.53,2.56
36136,19.69,5.63,0.38,7.06
36137,15.48,4.43,0.3,5.53
36138,22.32,6.38,0.43,8.02
36139,18.63,6.73,0.36,5.52
36140,18.43,6.65,0.35,5.44
36141,15.49,5.86,0.31,4.16
36142,15.73,5.95,0.32,4.27
36149,25.11,36.49,0.46,5.49
36150,18.21,26.46,0.33,2.99
36159,25.57,37.17,0.47,5.66
36160,16.64,24.18,0.31,2.42
36171,27.32,23.78,0.52,3.62
36174,24.14,35.28,0.45,5.1
36175,17.5,25.58,0.32,2.68
36184,19.62,62.86,0.36,1.7
36185,18.11,58.03,0.33,1.1
36187,21.11,13.95,0.41,1.82
36188,25.06,8.25,0.5,5.01
36189,15.06,14.14,0.3,2.29
36190,12.72,11.95,0.25,1.14
36191,10.92,10.25,0.22,0.25
36194,16.02,5.22,0.32,6.62
36195,12.25,4.98,0.28,6.07
36210,22.99,24.91,0.42,3.76
36215,27.5,58.4,0.5,2.84
36216,19.79,42.04,0.36,0.26
36217,22.43,47.64,0.41,1.14
36218,29.58,62.83,0.54,3.54
36226,21.06,10.3,0.42,4.52
36227,24.0,11.74,0.48,5.64
36233,22.56,5.29,0.49,7.65
36234,25.19,5.91,0.55,8.53
36235,23.38,5.49,0.51,7.93
36236,23.57,9.51,0.46,4.23
36237,24.28,9.8,0.48,4.43
36239,18.94,8.4,0.37,2.84
36240,19.89,8.82,0.39,3.14
36262,10.75,3.49,0.2,2.66
36263,15.87,5.44,0.3,3.43
36264,19.36,6.05,0.36,3.0
36265,17.16,5.37,0.32,2.38
36272,22.4,11.8,0.4,5.41
36273,15.07,7.94,0.27,2.42
36283,19.32,5.69,0.4,7.19
36284,24.03,7.08,0.49,8.82
36285,22.36,6.59,0.46,8.24
36286,15.84,4.67,0.32,5.99
36287,24.68,7.27,0.51,9.04
36289,17.15,7.06,0.33,4.94
36290,14.31,5.89,0.28,3.58
36291,9.17,3.77,0.18,1.12
36292,11.43,4.41,0.22,3.09
36293,11.57,4.47,0.22,3.17
36294,8.71,3.36,0.17,1.6
36295,13.82,3.66,0.28,5.95
36296,12.84,3.4,0.26,5.6
36322,15.3,6.41,0.28,1.15
36336,16.44,7.13,0.33,3.95
36373,13.42,10.67,0.28,2.32
36374,12.84,10.22,0.27,1.96
36389,14.54,11.57,0.3,3.02
36390,10.15,8.08,0.21,0.28
36391,21.25,9.14,0.39,4.47
36394,15.4,6.62,0.28,2.5
36408,31.16,22.99,0.56,5.89
36409,18.08,15.38,0.35,1.4
36410,17.28,13.05,0.34,1.48
36431,14.83,4.9,0.28,3.79
36433,11.23,3.71,0.22,2.22
36434,18.31,4.07,0.34,5.55
36436,13.81,3.07,0.26,3.9
36437,16.08,3.57,0.3,4.73
36443,38.96,19.96,0.74,5.24
36445,9.87,3.87,0.2,2.55
36475,14.9,9.3,0.28,4.17
36516,5.22,,,
36517,7.21,,,
36518,27.32,5.1,0.5,4.29
36519,29.68,5.54,0.55,4.77
36529,25.75,36.8,0.47,4.53
36538,30.93,8.73,0.63,7.53
36545,30.83,8.46,0.63,6.93
36548,25.75,5.69,0.49,4.09
36602,22.42,20.97,0.42,3.99
36605,34.07,275.33,0.68,4.83
36663,20.2,16.34,0.37,4.38
36679,17.05,10.76,0.33,1.59
36681,18.23,11.51,0.35,1.88
36687,25.48,19.79,0.54,4.7
36697,21.44,21.88,0.4,3.18
36700,14.55,11.43,0.41,1.46
36703,16.29,9.84,0.3,3.35
36704,16.24,9.81,0.3,3.33
36705,13.0,4.3,0.24,5.14
36712,16.56,8.57,0.3,5.02
36723,17.6,9.71,0.34,1.54
36737,13.3,6.89,0.27,2.8
36740,12.17,6.49,0.25,1.77
36756,11.6,5.82,0.27,0.41
36762,16.49,9.42,0.33,3.21
36782,19.36,5.88,0.39,2.32
36783,18.43,5.6,0.37,2.1
36833,14.76,6.06,0.27,1.43
36945,23.96,16.61,0.43,3.51
36947,9.88,5.63,0.18,-1.79
36953,24.72,,,
36956,18.77,6.85,0.35,3.93
36957,13.94,9.89,0.26,-1.7
36966,13.61,5.48,0.26,2.16
36967,16.13,6.5,0.31,3.42
36971,8.16,5.56,0.16,-4.43
36972,9.27,6.32,0.18,-3.48
36973,9.92,7.06,0.19,-1.95
36974,9.37,6.67,0.18,-2.31
36976,20.67,18.84,0.38,3.72
36977,26.91,24.52,0.5,5.65
36983,17.35,13.64,0.32,3.19
36984,26.03,20.47,0.48,6.15
36989,21.0,24.22,0.41,3.26
36990,29.0,33.45,0.57,5.55
37011,14.02,6.74,0.26,2.73
37012,14.08,6.35,0.27,2.03
37016,11.8,5.62,0.22,4.56
37018,14.61,4.72,0.3,6.93
37024,19.59,56.17,0.35,1.76
37025,20.31,58.22,0.37,2.02
37026,20.28,58.15,0.37,2.01
37028,13.9,3.48,0.29,6.56
37029,15.4,3.86,0.32,7.11
37036,12.96,2.36,0.27,6.64
37037,12.98,2.36,0.27,6.64
37038,20.76,17.96,0.39,0.96
37039,18.91,16.36,0.36,0.21
37040,18.77,16.24,0.36,0.16
37041,13.48,11.67,0.26,-1.97
37042,13.25,11.47,0.25,-2.06
37051,18.37,18.03,0.36,0.88
37052,17.11,16.78,0.33,0.3
37053,17.32,16.99,0.34,0.4
37054,11.68,11.46,0.23,-2.18
37055,11.44,11.22,0.22,-2.29
37064,15.83,15.19,0.31,-0.17
37065,17.93,17.2,0.35,0.76
37066,17.08,16.39,0.34,0.39
37077,15.2,7.56,0.29,2.23
37078,13.1,6.52,0.25,1.11
37079,16.24,6.54,0.31,3.77
37080,15.5,6.24,0.3,3.37
37085,16.17,6.68,0.31,3.71
37086,14.84,6.13,0.29,2.97
37092,23.07,11.84,0.42,2.84
37095,18.27,7.37,0.34,3.74
37101,17.29,7.21,0.32,3.19
37107,15.66,9.29,0.29,1.86
37108,13.03,6.95,0.25,3.93
37115,18.03,7.29,0.36,3.61
37116,25.53,9.81,0.47,5.47
37117,16.65,8.63,0.35,4.23
37122,26.12,7.13,0.54,2.65
37123,18.89,6.21,0.43,3.5
37139,11.4,9.19,0.23,1.65
37140,12.63,10.19,0.26,2.48
37141,13.57,10.95,0.28,3.11
37142,18.29,6.62,0.34,5.76
37143,12.36,4.47,0.23,2.73
37144,14.79,5.35,0.27,3.97
37149,14.2,2.75,0.28,6.66
37150,13.97,2.71,0.28,6.58
37151,13.25,2.57,0.26,6.33
37153,11.2,19.09,0.22,-1.65
37158,17.87,20.94,0.35,0.78
37159,16.47,19.3,0.32,0.3
37160,15.85,18.57,0.31,0.08
37161,14.74,17.27,0.29,-0.3
37163,21.94,25.71,0.43,2.17
37164,16.74,19.62,0.33,0.39
37165,15.94,18.68,0.31,0.11
37166,14.86,17.41,0.29,-0.26
37168,13.26,3.43,0.25,7.08
37169,15.25,11.52,0.28,0.92
37188,8.69,8.46,0.17,0.0
37201,12.01,6.95,0.23,1.93
37202,12.77,9.3,0.24,2.05
37203,11.63,7.86,0.21,1.15
37204,12.87,8.75,0.24,1.46
37208,20.88,8.84,0.38,5.22
37224,21.73,20.45,0.4,5.08
37225,18.16,17.09,0.34,3.53
37226,16.35,15.38,0.3,2.75
37227,16.77,15.78,0.31,2.93
37232,15.79,8.92,0.3,3.5
37239,14.41,7.98,0.28,2.65
37241,10.62,3.47,0.2,7.53
37245,20.97,6.27,0.42,6.94
37246,18.12,5.54,0.35,5.44
37266,17.67,13.53,0.34,3.8
37267,20.02,15.33,0.38,4.82
37268,20.12,15.41,0.39,4.86
37270,21.69,11.14,0.4,2.26
37271,14.23,9.78,0.26,2.98
37274,14.53,8.71,0.27,3.68
37276,15.52,8.96,0.29,5.03
37281,7.89,4.91,0.14,-2.29
37298,22.05,11.15,0.4,2.65
37299,19.62,7.43,0.39,2.1
37300,21.33,8.07,0.42,2.57
37303,19.06,7.93,0.34,1.76
37304,19.15,7.97,0.35,1.79
37307,13.78,5.86,0.26,2.64
37330,12.59,3.87,0.24,4.62
37331,15.32,4.72,0.29,5.77
37332,20.69,6.37,0.4,8.03
37333,13.52,5.91,0.27,3.96
37334,15.81,6.92,0.31,5.16
37335,22.61,34.32,0.42,4.47
37336,16.25,24.66,0.3,2.06
37346,16.88,12.18,0.31,2.04
37347,25.13,31.84,0.46,2.65
37348,29.66,23.48,0.56,4.84
37349,26.58,13.96,0.5,3.84
37350,25.65,37.49,0.47,5.65
37351,16.98,24.82,0.31,2.49
37375,17.07,6.5,0.31,4.48
37376,17.2,6.55,0.32,4.55
37377,19.43,12.58,0.35,1.26
37378,15.2,49.22,0.27,0.61
37379,9.91,3.22,0.18,-0.08
37380,11.12,2.93,0.21,
37381,10.34,2.73,0.2,
37390,22.58,10.9,0.45,6.52
37391,31.26,53.71,0.55,3.48
37392,25.8,44.33,0.46,2.0
37395,23.96,5.96,0.52,6.77
37396,26.11,6.5,0.57,7.42
37397,24.54,6.11,0.54,6.94
37401,17.36,4.5,0.36,8.89
37402,19.22,4.99,0.4,9.71
37403,17.94,4.66,0.37,9.15
37409,15.23,5.44,0.31,7.11
37410,12.36,4.42,0.25,5.54
37411,9.4,3.36,0.19,3.91
37412,13.5,5.95,0.26,2.93
37413,11.35,5.0,0.21,1.83
37414,11.0,4.85,0.21,1.65
37415,11.03,3.55,0.22,3.23
37426,17.58,13.35,0.32,1.63
37427,20.53,10.27,0.37,2.09
37428,17.47,8.74,0.32,1.32
37450,16.32,13.3,0.3,2.57
37454,16.87,3.81,0.34,4.76
37457,23.69,12.9,0.45,3.59
37458,23.69,12.9,0.45,3.59
37463,22.63,10.4,0.44,4.47
37464,23.03,10.58,0.45,4.62
37486,18.14,15.72,0.35,2.22
37487,16.23,14.06,0.31,1.4
37491,19.31,8.13,0.41,5.14
37497,13.19,5.63,0.26,3.64
37498,16.4,6.99,0.32,5.08
37499,18.72,7.99,0.37,6.12
37509,17.93,7.94,0.34,8.34
37510,17.43,7.75,0.32,1.29
37515,13.31,4.87,0.26,3.95
37517,10.43,2.19,0.22,9.15
37518,10.43,2.19,0.22,9.15
37522,9.15,2.76,0.19,2.42
37523,10.27,3.09,0.21,3.11
37527,16.36,8.5,0.35,4.8
37528,12.77,6.63,0.28,3.26
37543,30.12,25.12,0.59,6.0
37544,26.6,19.62,0.48,4.77
37545,22.29,19.85,0.46,3.85
37546,22.17,11.65,0.41,3.24
37547,17.22,14.82,0.32,2.19
37548,23.28,21.76,0.44,4.04
37549,23.44,15.06,0.46,3.95
37550,25.09,22.89,0.49,4.56
37553,40.44,16.45,0.77,4.86
37561,17.77,13.13,0.37,2.15
37562,16.04,11.85,0.33,1.5
37563,18.57,13.72,0.38,2.45
37564,15.86,13.27,0.33,1.41
37570,14.28,10.03,0.29,2.31
37575,28.91,23.81,0.59,5.05
37648,14.72,6.42,0.31,2.18
37703,15.99,13.41,0.33,1.83
37707,27.7,5.74,0.53,4.61
37708,19.97,20.86,0.36,3.72
37709,20.51,21.42,0.37,3.92
37710,22.38,23.36,0.41,4.61
37711,20.73,21.64,0.38,4.0
37760,34.08,16.09,0.65,5.94
37761,28.9,13.64,0.55,4.86
37763,11.45,4.52,0.22,3.72
37764,10.01,3.95,0.19,2.6
37765,12.32,6.98,0.24,2.64
37766,11.29,6.4,0.22,1.91
37776,20.3,18.35,0.38,3.86
37780,18.42,10.8,0.35,5.29
37786,17.53,11.58,0.34,1.91
37790,24.54,11.94,0.46,5.49
37791,24.15,11.75,0.45,5.37
37792,24.2,11.77,0.45,5.38
37793,28.16,13.7,0.52,6.62
37794,21.56,10.48,0.4,4.55
37796,20.25,12.33,0.45,4.76
37797,20.32,12.37,0.45,4.79
37798,20.49,12.47,0.46,4.86
37799,23.78,14.48,0.53,6.15
37800,20.46,12.46,0.46,4.85
37802,21.54,12.17,0.4,5.23
37804,17.71,10.01,0.33,3.76
37805,21.01,11.87,0.39,5.02
37806,16.96,9.59,0.32,3.48
37808,22.97,7.19,0.43,4.78
37810,23.27,7.29,0.43,4.89
37811,26.87,8.41,0.5,6.16
37812,23.36,7.31,0.43,4.92
37814,14.9,13.0,0.29,1.65
37815,13.58,11.84,0.27,1.17
37816,14.42,12.58,0.28,1.47
37817,16.27,14.19,0.32,2.14
37818,14.04,12.24,0.28,1.34
37830,16.79,7.8,0.31,1.23
37833,15.32,7.1,0.28,3.64
37834,15.95,4.22,0.29,2.59
37835,15.95,4.22,0.29,2.59
37836,15.95,4.22,0.29,2.59
37840,23.08,6.88,0.43,5.4
37841,27.12,8.08,0.5,6.71
37842,23.88,7.12,0.44,5.66
37848,24.65,5.65,0.65,6.09
37850,12.92,3.68,0.25,7.26
37851,7.44,2.12,0.14,3.99
37852,11.78,3.36,0.23,6.58
37854,19.11,8.75,0.37,1.33
37857,11.81,4.29,0.22,3.21
37861,26.13,17.51,0.5,2.67
37862,30.75,21.75,0.59,3.96
37869,10.67,5.1,0.2,-0.72
37871,11.48,5.5,0.21,0.1
37873,11.43,6.87,0.22,2.52
37935,13.26,4.04,0.31,3.69
37936,24.8,7.57,0.58,7.44
37937,22.45,6.85,0.52,6.67
37938,23.87,7.28,0.56,7.13
37939,13.92,8.04,0.28,1.03
37953,16.19,6.81,0.45,3.09
37954,14.25,5.99,0.4,2.45
37955,17.68,6.37,0.43,2.6
37956,16.52,5.95,0.4,2.27
38059,13.09,5.95,0.29,1.43
38091,11.66,5.07,0.25,-1.11
38217,24.55,12.84,0.45,4.41
38223,21.19,16.06,0.38,2.66
38231,13.78,7.41,0.25,0.75
38233,11.51,5.87,0.21,1.04
38238,22.89,12.74,0.42,4.47
38239,23.5,13.09,0.43,4.66
38240,25.43,14.16,0.47,5.25
38242,30.5,39.61,0.61,4.89
38256,17.18,17.37,0.31,1.44
38257,12.13,12.26,0.22,-0.56
38258,20.8,39.25,0.38,3.25
38259,22.16,41.8,0.41,3.75
38260,23.32,44.0,0.43,4.17
38261,22.32,42.1,0.41,3.8
38262,21.07,39.75,0.39,3.35
38270,7.26,2.53,0.14,3.52
38274,16.6,19.1,0.34,2.27
38278,11.2,3.2,0.21,6.21
38280,9.83,2.81,0.18,5.38
38281,12.72,3.63,0.24,7.13
38282,20.19,25.6,0.39,3.01
38283,24.04,30.47,0.47,4.22
38285,14.89,11.71,0.28,2.36
38286,24.49,19.26,0.46,5.63
38302,13.35,14.88,0.27,-0.73
38308,16.95,9.49,0.32,2.37
38310,9.98,8.81,0.18,-1.04
38314,32.26,9.96,0.61,6.65
38320,14.27,12.17,0.27,2.82
38321,16.12,13.76,0.3,3.64
38322,19.98,17.05,0.37,5.32
38323,19.93,17.0,0.37,5.3
38325,18.46,7.41,0.36,3.46
38326,19.83,7.96,0.39,3.93
38327,17.3,6.94,0.34,3.07
38328,16.24,9.64,0.34,1.97
38329,17.21,10.22,0.36,2.39
38330,15.41,9.14,0.32,1.61
38335,14.36,8.15,0.27,3.2
38336,13.71,7.78,0.26,2.86
38337,15.26,8.66,0.29,3.68
38339,19.72,6.87,0.38,7.94
38340,16.21,5.65,0.32,6.34
38341,14.04,4.89,0.27,5.35
38347,15.31,7.47,0.28,2.45
38352,17.29,6.92,0.32,5.13
38353,11.72,4.69,0.22,2.23
38354,12.47,4.99,0.23,2.62
38355,12.56,5.02,0.23,2.67
38357,17.3,16.7,0.34,1.69
38358,17.3,16.7,0.34,1.69
38359,13.02,25.48,0.26,-0.79
38360,16.3,6.48,0.31,4.46
38361,14.85,5.9,0.29,3.64
38364,33.15,15.22,0.67,3.45
38365,15.17,9.59,0.28,3.32
38366,13.9,7.63,0.26,2.86
38371,12.86,7.49,0.25,3.07
38372,14.33,6.21,0.31,1.16
38405,16.05,5.82,0.3,3.85
38407,15.32,5.56,0.28,3.47
38413,14.55,2.73,0.29,6.8
38414,14.85,2.78,0.29,6.9
38415,13.5,2.53,0.27,6.44
38417,14.77,21.79,0.31,-0.13
38418,11.92,17.58,0.25,-1.36
38419,12.09,17.84,0.25,-1.29
38420,12.89,19.03,0.27,-0.94
38422,15.68,12.17,0.29,1.1
38423,23.55,17.13,0.42,2.77
38436,13.89,8.98,0.27,2.19
38437,14.36,9.7,0.27,2.41
38438,16.17,10.92,0.3,3.08
38439,14.81,10.0,0.28,2.58
38440,9.86,6.98,0.18,0.36
38443,31.12,39.43,0.58,4.86
38444,26.86,34.04,0.5,3.76
38445,21.24,31.32,0.39,2.0
38446,24.87,36.66,0.46,3.09
38464,16.89,12.19,0.32,2.98
38465,15.51,11.19,0.3,2.33
38466,15.8,11.4,0.3,2.46
38468,15.97,13.57,0.31,2.62
38471,16.05,13.65,0.31,2.66
38472,6.23,2.18,0.12,3.72
38480,13.07,8.08,0.25,1.19
38487,18.93,5.85,0.37,5.99
38498,17.27,14.21,0.35,0.54
38515,12.15,10.15,0.22,0.64
38519,18.75,23.6,0.37,1.22
38521,8.94,3.41,0.17,3.52
38524,27.35,17.28,0.61,3.93
38525,36.59,23.12,0.82,6.06
38526,35.12,22.19,0.79,5.72
38527,32.69,20.66,0.73,5.16
38530,21.05,8.78,0.41,3.56
38531,20.87,8.7,0.41,3.49
38532,22.02,9.18,0.43,3.91
38535,18.65,8.48,0.34,2.04
38536,20.64,9.38,0.37,2.7
38539,18.25,52.34,0.34,2.9
38540,15.73,45.11,0.29,1.77
38542,19.1,5.36,0.36,4.37
38543,19.59,5.5,0.36,4.54
38544,21.29,5.98,0.4,5.12
38573,17.8,5.98,0.33,5.11
38574,19.41,6.52,0.36,5.77
38575,19.86,6.67,0.37,5.95
38587,11.98,4.9,0.23,1.96
38588,16.44,6.73,0.32,4.09
38589,14.74,6.01,0.31,3.69
38590,15.13,6.17,0.32,3.88
38591,14.72,4.45,0.28,4.98
38592,18.31,5.53,0.35,6.65
38602,29.43,9.02,0.55,5.79
38603,18.06,3.82,0.34,4.73
38604,24.36,10.34,0.47,5.11
38605,19.94,8.66,0.38,2.95
38606,15.08,7.26,0.29,0.53
38607,19.45,7.54,0.36,4.31
38608,22.85,8.64,0.42,4.95
38609,24.01,5.59,0.45,5.02
38610,29.31,8.47,0.54,5.6
38617,14.96,12.09,0.27,2.53
38618,14.36,11.6,0.26,2.27
38619,13.77,11.13,0.25,2.02
38622,18.83,25.42,0.37,3.08
38623,13.7,18.5,0.27,0.61
38627,17.79,6.51,0.36,6.59
38628,18.39,6.73,0.38,7.04
38632,20.3,11.03,0.4,5.6
38633,19.76,24.66,0.37,4.03
38634,14.44,18.03,0.27,1.64
38635,12.47,15.56,0.23,0.76
38642,20.23,34.76,0.37,2.32
38643,13.31,22.86,0.25,-0.49
38644,13.27,22.8,0.24,-0.5
38649,27.8,,0.52,1.72
38650,20.95,,0.39,-0.24
38653,21.85,4.59,0.47,8.21
38654,23.74,4.98,0.51,8.86
